rowid,kepid,is_exoplanet,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
3916,8492101,0,4.05943749,133.1883,0.914,3.245,105.4,2.11,1295,664.54,18.1,1,q1_q17_dr25_tce,5051,3.978,1.655,290.63043,44.565601,13.514
3919,6343576,0,6.39903778,134.7133,0.241,3.15,186.6,6.54,1780,2376.4,24.1,1,q1_q17_dr25_tce,5178,3.286,4.856,283.47574,41.775318,13.507
3921,2449101,0,0.739761008,131.80913,1.2359,7.589,292.1,9.67,839,117.05,34.7,1,q1_q17_dr24_tce,3417,4.9,0.35,292.69855,37.778481,15.049
3922,7259249,0,0.950735805,131.7794,0.57,1.1434,175.1,1.39,1908,3129.59,17.1,1,q1_q17_dr25_tce,6039,4.478,1.005,282.92773,42.80608,15.156
3923,8678691,0,369.819993,179.3674,0.9179,20.232,1599,4.25,201,0.38,42.1,,,4806,4.495,0.839,287.22513,44.899841,15.089
3924,9640924,0,2.17815935,132.02414,0.503,1.839,116.3,1.22,1561,1398.42,14.1,1,q1_q17_dr25_tce,6258,4.413,1.098,287.96655,46.33849,14.975
3926,11151677,0,0.720460644,132.012909,1.272,1.7846,2111.5,37.33,2240,5954.82,117.2,2,q1_q17_dr25_tce,6304,4.435,1.058,297.72214,48.710258,14.828
3927,11037128,0,3.7948721,134.40039,1.168,1.713,305.1,16.1,1083,325.63,11.3,1,q1_q17_dr25_tce,5883,4.58,0.793,295.19568,48.567421,15.302
3932,11969092,0,0.638437699,131.592552,0.904,0.3028,286.8,2.48,1709,2024.34,25.8,1,q1_q17_dr25_tce,5073,4.571,0.824,294.63989,50.33419,15.23
3933,2570773,0,1.8912851,132.676,1.216,6.182,1223.4,19.96,1061,299.44,25.7,1,q1_q17_dr25_tce,4700,4.605,0.707,290.33072,37.882092,16.851
3935,6356885,0,343.42046,327.4112,0.3519,11.11,482.7,2.15,270,1.27,10,,,6115,4.469,0.967,289.44867,41.731411,15.223
3936,3542542,0,3.47148164,133.7138,0.719,4.679,122.7,0.85,970,209.73,9.5,1,q1_q17_dr25_tce,5297,4.626,0.716,290.84921,38.63184,15.795
3938,11124703,0,244.60373,230.282,0.2652,10.87,769.8,2.1,235,0.72,17.7,,,5166,4.593,0.771,284.53635,48.749611,15.319
3939,10329196,1,85.7567919,162.71914,0.713,5.695,159.1,2.99,528,18.44,16.9,1,q1_q17_dr25_tce,5037,3.783,2.213,287.13489,47.488621,12.429
3942,9593773,0,3.1339356,133.5458,0.768,4.477,203.7,1.58,1315,704.95,21.4,1,q1_q17_dr25_tce,6137,4.46,1.018,294.11237,46.252708,15.725
3943,9285568,1,2.55315031,132.44849,0.32,1.849,185.3,1.25,1312,699.7,15.4,1,q1_q17_dr25_tce,5970,4.521,0.908,293.74326,45.761589,15.424
3944,7604328,1,2.936587946,133.03618,0.863,1.8952,279.6,1.77,1190,473.18,20.1,1,q1_q17_dr25_tce,5455,4.421,0.909,290.74432,43.26078,15.404
3946,9777757,0,1.33254212,132.0554,0.662,3.848,37.4,1.45,2694,12477.61,10.6,1,q1_q17_dr25_tce,6613,3.87,2.237,294.71292,46.576221,13
3949,8645191,0,0.918921494,131.68016,0.011,0.9425,321,1.49,1697,1960.12,23.7,1,q1_q17_dr25_tce,5655,4.561,0.833,298.29953,44.78899,15.606
3950,10722485,1,7.84931877,134.8747,0.107,3.747,68.2,0.81,925,172.98,12.6,1,q1_q17_dr25_tce,5678,4.365,0.99,288.2327,48.002178,13.858
3951,9717958,0,67.7125988,149.82165,1.8756,1.538,542.4,82.63,460,10.63,13.4,2,q1_q17_dr24_tce,6309,4.517,0.847,294.91577,46.485321,14.213
3952,8128067,0,12.4285576,133.7175,0.892,13.98,620.1,2.22,669,47.26,13.2,1,q1_q17_dr25_tce,5492,4.604,0.752,300.56305,43.980068,15.663
3953,7703910,0,1.275511306,132.44654,0.011,1.889,69.3,0.84,1739,2160.97,10.3,1,q1_q17_dr25_tce,5921,4.418,1.015,298.01016,43.37159,15.083
3954,9851360,0,8.4805019,135.8339,0.972,8.345,164.9,1.26,781,87.82,11,1,q1_q17_dr25_tce,5555,4.554,0.737,298.85892,46.697208,15.313
3956,6937529,1,2.94648935,132.42208,0.01,3.155,57,0.89,1497,1187.5,12.7,1,q1_q17_dr25_tce,6481,4.378,1.171,288.16397,42.481079,14.144
3957,9490653,0,1.227986164,131.84491,0.477,1.551,150.5,1.17,1673,1846.47,14.8,1,q1_q17_dr25_tce,5746,4.435,0.931,300.23093,46.0452,14.966
3958,3328027,0,2.11548883,132.00942,0.505,4.008,169.5,1.29,1426,978.38,17.6,1,q1_q17_dr25_tce,5952,4.489,0.971,287.18967,38.42382,15.627
3959,9640931,0,2.17815196,132.02208,0.32,2.445,245,1.09,1139,395.98,17.9,1,q1_q17_dr25_tce,5357,4.634,0.7,287.96875,46.301659,15.916
3960,5125196,0,342.315407,157.0157,0.1974,12.476,719.7,3.15,304,2.03,13.3,2,q1_q16_tce,6425,4.373,1.164,298.05338,40.210739,15.091
3961,9640962,0,1.089077224,132.02477,0.206,2.705,152.7,1,1458,1068.22,18.7,1,q1_q17_dr25_tce,5118,4.547,0.83,287.98569,46.3484,15.472
3962,5097454,0,1.288066288,133.273187,1.378,6.4616,10083,34.84,1310,692,230.7,1,q1_q17_dr25_tce,5233,4.625,0.639,291.24866,40.221352,15.313
3964,3663141,0,2.31894284,132.9696,0.72,5.321,66.5,0.87,1375,844.12,13.6,1,q1_q17_dr25_tce,5780,4.438,1,295.66324,38.718243,13.232
3965,5177859,1,6.98472143,135.99731,0.451,2.724,90.7,1.19,1059,297.15,11.7,1,q1_q17_dr25_tce,5839,4.279,1.227,289.07397,40.366009,13.382
3966,8482059,0,349.41047,241.4685,0.2791,15.02,652.8,2.41,253,0.97,17.7,1,q1_q16_tce,5878,4.512,0.945,285.85315,44.57222,15.346
3967,4568117,0,0.562563871,131.73458,0.36,1.591,34.6,0.69,2626,11201.45,16.4,1,q1_q17_dr25_tce,6577,4.381,1.145,293.48825,39.696331,13.54
3968,10342248,0,0.93373458,131.53478,0.574,4.364,127.7,0.93,1573,1446.48,27.8,1,q1_q17_dr25_tce,5335,4.577,0.804,292.91196,47.47504,14.76
3969,9777290,0,1.33251948,132.0885,0.402,3.733,233.7,1.64,1751,2218.21,17.7,1,q1_q17_dr25_tce,5926,4.381,1.058,294.54642,46.50787,16.334
3970,8548427,0,168.84663,231.2295,0.1251,9.75,215.1,1.45,329,2.78,9.3,1,q1_q16_tce,5897,4.489,0.992,286.7937,44.638561,13.859
3972,6289344,0,160.4122022,262.40022,0.903,4.92,2538,4.45,270,1.26,24.4,1,q1_q17_dr25_tce,5269,4.62,0.727,293.20773,41.698582,15.407
3974,9883606,1,4.34195312,134.18767,0.118,2.598,73.3,0.94,1236,552.7,10.6,1,q1_q17_dr25_tce,6164,4.378,1.09,288.46909,46.78368,13.874
3975,5860968,1,122.358116,134.3477,0.255,10.768,352.8,2.15,407,6.46,12.2,1,q1_q17_dr25_tce,5998,4.324,1.139,286.22089,41.151249,14.945
3979,10936786,0,0.569961046,131.80273,0.343,1.446,44.2,1.04,2743,13463.04,18.9,1,q1_q17_dr25_tce,5814,4.066,1.549,298.46341,48.32185,13.333
3982,9899315,0,1.33256979,132.05279,0.207,3.293,104.2,0.97,1692,1943.76,18.4,1,q1_q17_dr25_tce,6089,4.495,0.95,295.19983,46.731731,15.377
3983,9541089,0,0.536650896,131.709931,1.175,4.702,273.2,18.45,2163,5179.76,117.8,1,q1_q17_dr25_tce,5819,4.494,0.881,297.27448,46.117908,13.956
3984,3650049,0,397.73699,222.0316,0.883,11.76,1131.5,3.05,211,0.47,15.3,1,q1_q17_dr25_tce,5313,4.521,0.768,292.58087,38.70911,15.086
3986,11125613,1,3.60082855,134.037,0.395,1.938,296.3,1.36,927,174.45,17.9,1,q1_q17_dr25_tce,4838,4.524,0.796,285.17334,48.770039,15.311
3990,12418891,0,0.760941405,131.62978,0.26,1.773,186.6,1.18,1817,2591.44,15.2,1,q1_q17_dr25_tce,5629,4.553,0.87,296.47104,51.215221,15.855
3991,3839294,0,137.665706,240.44616,0.041,3.732,536.9,15.41,720,63.38,11.7,1,q1_q17_dr25_tce,4832,2.953,6.897,288.05292,38.93792,13.199
3992,7698701,0,370.90237,205.0559,0.0566,10.558,545.8,1.97,238,0.76,14.7,,,5835,4.554,0.847,296.82007,43.38802,14.83
3993,7698701,0,321.55087,241.849,0.1608,5.863,397,1.68,250,0.92,8.2,,,5835,4.554,0.847,296.82007,43.38802,14.83
3994,2830919,0,1.54038914,132.00494,0.043,1.683,71.8,0.84,1638,1701.3,9.1,1,q1_q17_dr25_tce,5974,4.422,0.989,285.47534,38.099361,14.753
3995,9588822,0,71.76236302,170.095082,0.052,29.435,8591.9,25.76,665,46.35,1134.3,1,q1_q17_dr25_tce,5529,3.685,2.817,292.13428,46.202419,12.045
3999,11560897,1,110.978266,147.0226,0.074,11.312,150.2,1.86,463,10.84,14,2,q1_q17_dr25_tce,5883,4.149,1.529,292.80865,49.579441,13.848
4000,10858737,0,0.952378454,131.85999,0.996,3.892,43.8,1.46,2528,9651.76,17.4,3,q1_q17_dr25_tce,6963,4.25,1.375,290.70651,48.226559,13.541
4003,9406892,0,2.21316437,132.71281,0.672,3.874,116.1,0.95,1374,841.98,27.9,1,q1_q17_dr25_tce,5921,4.465,0.83,292.96982,45.905579,14.4
4005,8487645,0,0.530967987,131.72336,0.093,1.812,26.9,1.08,4196,73103.16,24.1,1,q1_q17_dr25_tce,8473,4.123,2.052,288.85028,44.596939,12.717
4006,10407482,1,6.30558387,131.53058,0.601,2.619,193.1,2.52,1125,378.9,9.5,1,q1_q17_dr25_tce,4934,3.927,1.756,292.95526,47.573101,15.056
4008,9910942,0,8.4803326,135.8598,0.556,5.918,35.6,1.35,1390,882.07,11,1,q1_q17_dr25_tce,6245,3.826,2.179,298.82495,46.713531,12.797
4010,10924340,0,0.750744255,132.18261,1.154,1.7921,170.6,17.07,2074,4387.1,50.4,2,q1_q17_dr25_tce,6187,4.499,0.937,293.80884,48.36562,13.941
4011,5371777,1,0.991659646,131.53686,0.765,2.215,77.3,1.19,2102,4614.18,13.5,1,q1_q17_dr25_tce,6117,4.315,1.244,294.4418,40.571678,14.978
4013,6629993,0,118.609553,172.0788,0.993,22.74,380.9,2.86,299,1.88,13.1,1,q1_q17_dr25_tce,5017,4.531,0.792,297.83713,42.079369,15.133
4015,10427700,0,0.616386349,131.64315,0.226,0.8136,79.4,2.94,3552,37463.63,21.9,1,q1_q17_dr25_tce,5665,3.58,3.266,299.41986,47.562832,12.985
4017,11296045,0,88.91323139,145.6230854,,2.92,,,,,,,,,,,291.36188,49.02198,12.981
4018,3124598,0,7.07162308,136.46253,0.331,2.587,123,1.42,1162,431.05,16.9,1,q1_q17_dr25_tce,6313,4.24,1.259,293.29227,38.2118,13.722
4020,9897364,1,64.2729088,186.7353,0.908,12.136,1213.9,5.38,554,22.31,27.4,1,q1_q17_dr25_tce,6341,4.278,1.299,294.45569,46.743561,15.589
4021,12505503,1,3.4327371,132.92055,0.703,4.001,63.2,0.75,1134,390.57,15.3,1,q1_q17_dr25_tce,5757,4.536,0.881,288.57358,51.472752,13.583
4022,3548639,0,13.8452726,136.9596,0.566,2.555,93.2,2.34,1276,626.93,10.4,1,q1_q17_dr25_tce,6845,3.89,2.324,292.47888,38.657921,12.632
4023,7115925,0,0.566801617,131.80435,0.565,2.75,24.9,0.88,3018,19598.53,26.4,1,q1_q17_dr25_tce,6287,4.064,1.693,291.21338,42.625599,12.528
4025,7429287,0,371.63327,296.9495,0.8185,14.92,107,1.83,316,2.36,15.2,,,5802,4.073,1.59,286.39584,43.075821,11.443
4026,10526887,1,1.450889836,132.2306,0.333,1.753,135.7,1.21,1700,1970.75,15.7,1,q1_q17_dr25_tce,6046,4.423,1.023,288.302,47.775551,15.369
4027,11125613,1,5.72716067,133.96409,0.447,2.23,310.9,1.4,794,93.96,16,3,q1_q17_dr25_tce,4838,4.524,0.796,285.17334,48.770039,15.311
4028,3545583,0,407.59415,273.5955,0.0274,7.3,462.4,2.11,266,1.18,7.7,,,6198,4.402,0.974,291.69104,38.61499,14.854
4031,8374741,0,358.101884,425.6837,0.5804,6.393,114,0.95,242,0.81,12.8,,,5786,4.526,0.856,295.07507,44.382992,11.678
4033,11296045,0,46.0771501,143.6839655,,3.03,,,,,,,,,,,291.36188,49.02198,12.981
4034,11296045,0,42.62423329,156.1855401,,1.47,,,,,,,,,,,291.36188,49.02198,12.981
4035,3247503,0,0.447861451,131.9752,0.427,0.8541,265.4,1.42,2263,6221.08,20.3,1,q1_q17_dr25_tce,5901,4.553,0.848,294.48499,38.352859,15.497
4038,8733898,1,3.036208739,134.06146,0.111,0.9324,1820.5,1.4,520,17.31,26,2,q1_q17_dr25_tce,3464,4.923,0.328,282.25021,44.921108,16.257
4039,9828127,1,18.0541469,147.7943,0.175,4.587,283.1,1.51,635,38.57,19.3,1,q1_q17_dr25_tce,5505,4.501,0.909,290.58612,46.642689,15.004
4041,4281068,0,1.01530474,131.517946,1.245,8.7622,16445,64.77,2324,6918.45,1823,1,q1_q17_dr25_tce,6428,4.226,1.44,295.88568,39.31599,13.647
4043,5644412,1,1.538185321,132.49067,0.7,1.683,277.2,1.29,1234,547.92,15.2,1,q1_q17_dr25_tce,5107,4.615,0.723,297.95297,40.806808,15.329
4044,9959545,0,1.332567643,132.04299,0.642,4.284,56.7,0.62,1482,1143.87,24,1,q1_q17_dr25_tce,5687,4.582,0.79,295.22089,46.823879,14.15
4045,9641144,0,1.089076495,132.02703,0.597,2.274,43.7,0.75,2016,3923.24,15.3,1,q1_q17_dr25_tce,6444,4.416,1.079,288.09009,46.322948,13.938
4046,8572168,0,1.662710314,132.44469,0.577,1.83,85.9,2.16,2307,6700.6,23.8,1,q1_q17_dr25_tce,6028,3.842,2.244,296.20578,44.660446,13.97
4047,12509829,0,0.888478095,131.86943,0.452,1.5312,340.4,1.51,1665,1825.96,24.6,1,q1_q17_dr25_tce,5553,4.577,0.806,291.06168,51.404781,15.85
4048,7368137,0,2.18242002,132.39594,0.721,4.103,69.7,0.7,1283,638.12,13.8,1,q1_q17_dr25_tce,5808,4.583,0.786,293.42361,42.917641,14.897
4049,9027841,0,0.503999678,131.631544,0.962,0.5421,975.6,2.97,1605,1566.41,96.8,1,q1_q17_dr25_tce,4898,4.686,0.568,293.95221,45.31826,15.498
4050,8953414,0,2.66588544,131.6037,0.276,5.004,167,0.98,1041,278.03,17.2,1,q1_q17_dr25_tce,4965,4.536,0.771,291.98572,45.211441,15.382
4053,10730070,1,7.61758198,137.50008,0.234,3.545,85.4,1,1020,255.32,13.4,1,q1_q17_dr25_tce,6202,4.401,1.072,291.40781,48.017891,14.11
4054,4458109,0,41.477908,144.9193,0.5122,10.45,29.9,1.09,849,122.73,9.6,,,6935,3.95,1.918,289.75626,39.57645,10.83
4056,2831055,1,2.20923119,131.90288,0.11,2.392,59.8,0.84,1507,1217.79,14.3,1,q1_q17_dr25_tce,5991,4.375,1.092,285.51294,38.079739,13.764
4057,11044826,0,260.54832,218.5525,0.378,15.52,161.6,1.35,318,2.43,10.2,,,6412,4.44,1.04,298.00357,48.56424,13.533
4058,6681687,0,370.47678,307.4992,0.5386,15.69,656.2,2.37,252,0.96,11.8,,,6050,4.525,0.896,288.79703,42.1689,15.359
4060,8179190,0,0.662457501,131.90556,1.024,1.527,64.1,8.3,3295,27795.08,13.5,2,q1_q17_dr25_tce,6425,3.862,2.16,296.2478,44.07679,12.721
4061,9777724,0,1.33258458,132.03624,0.422,3.222,127,1.25,1868,2873.72,14.4,1,q1_q17_dr25_tce,6384,4.419,1.086,294.7005,46.573132,15.865
4062,9072639,0,1.182862515,131.97137,0.284,2.928,22.3,1.26,2800,14544.87,16.5,1,q1_q17_dr25_tce,6017,3.699,2.639,283.85291,45.48526,12.638
4063,5340878,1,0.539915033,131.55207,0.291,1.1466,97,0.82,1871,2901.68,17.6,1,q1_q17_dr25_tce,5102,4.502,0.837,283.58762,40.574928,14.311
4064,10273903,0,372.54353,137.9147,1.7826,21.83,1106,74.14,226,0.62,11.9,,,5561,4.557,0.836,291.79666,47.385929,15.662
4066,7826620,1,0.849906734,131.6741,0.64,1.141,124.3,0.59,1139,396.64,12,1,q1_q17_dr25_tce,4296,4.733,0.505,293.28802,43.514992,15.22
4068,8890924,0,4.4408541,135.2744,0.005,8.083,33.9,1.74,1642,1719.2,12,2,q1_q17_dr25_tce,5159,3.604,3.062,293.79684,45.160728,13.263
4069,8483241,0,373.72257,178.1825,1.5922,14.21,470.9,67.13,262,1.11,9.6,,,6004,4.45,1.008,286.53278,44.554569,14.808
4070,8573193,1,8.18504859,134.554,0.601,4.673,97.6,0.93,892,149.41,12.5,1,q1_q17_dr25_tce,5984,4.521,0.906,296.51666,44.608608,14.686
4071,9240664,0,10.78438513,141.40685,1.18,1.408,233.6,75.04,1397,900.7,15.6,1,q1_q17_dr25_tce,5575,3.516,3.515,299.20667,45.64547,13.638
4072,7673841,1,10.42317343,135.15208,0.811,2.341,71.2,1.07,901,155.7,11.2,2,q1_q17_dr25_tce,5767,4.287,1.135,288.66077,43.36808,13.455
4073,7281411,0,0.566804221,131.82656,0.536,4.639,166,0.85,1737,2149.42,31,1,q1_q17_dr25_tce,5277,4.625,0.64,291.58682,42.827621,15.776
4074,6528141,0,2.022658,131.838,0.419,3.343,135.7,1.15,1482,1139.1,17.4,1,q1_q17_dr25_tce,6091,4.487,0.967,293.6228,41.966492,15.572
4075,8106112,0,316.57747,236.5015,0.2569,14.64,269.1,1.47,255,1.01,10.2,,,5822,4.529,0.898,294.73132,43.989361,15.246
4078,5563937,0,0.519437968,131.78909,1.172,2.129,226.2,20.48,2402,7822.62,25.4,1,q1_q17_dr25_tce,6181,4.464,1.006,299.08536,40.774529,15.421
4080,10736179,0,1.105095798,132.55178,0.295,2.624,141.7,0.89,1445,1025.9,17.4,1,q1_q17_dr25_tce,5296,4.604,0.752,293.82782,48.054241,15.815
4081,6119921,0,245.01902,268.1105,0.3471,8.56,375.9,1.98,310,2.17,10.1,,,6167,4.451,1.01,290.62659,41.490959,14.881
4082,4141587,0,10.2239787,135.4415,0.439,1.814,213.5,24.43,2364,7383.41,6.5,1,q1_q17_dr25_tce,4673,2.412,16.823,286.77161,39.266941,13.188
4084,3834317,0,2.18079098,132.39262,0.74,12.13,83.2,3.29,2767,13876.96,69.3,1,q1_q17_dr25_tce,6911,3.661,3.339,286.04739,38.979851,10.008
4085,10593535,1,20.9254083,134.8986,0.201,6.783,109,1.26,729,66.95,15.5,1,q1_q17_dr25_tce,5821,4.283,1.21,289.18265,47.873379,13.966
4086,5959719,1,13.0600399,144.33107,0.495,2.851,106.8,0.8,630,37.3,12.5,2,q1_q17_dr25_tce,5168,4.566,0.769,291.62878,41.208599,13.942
4087,5992210,0,0.641069613,132.14101,0.061,1.033,78.6,0.86,2196,5512.38,10.5,1,q1_q17_dr25_tce,6077,4.451,0.961,299.60825,41.268341,14.098
4088,4284980,0,2.2430415,133.4408,0.147,3.63,101.1,0.89,1344,770.18,8.1,1,q1_q17_dr25_tce,5897,4.531,0.891,296.63315,39.327141,15.596
4089,9302543,0,1.21475168,131.7581,0.461,6.93,266.1,5.5,3302,28091.85,7.9,1,q1_q17_dr25_tce,6732,3.632,3.276,299.08658,45.776821,11.464
4092,9701962,1,27.4784659,148.6101,0.008,7.5,83.2,1.52,736,69.3,12.3,1,q1_q17_dr25_tce,5432,3.993,1.707,287.93719,46.418491,13.63
4093,6685646,0,244.86662,141.9596,0.3872,10.56,289.5,1.46,273,1.31,9.7,,,5821,4.554,0.848,290.04114,42.10574,14.462
4094,4574319,0,1.30627214,132.0858,0.57,5.144,95.4,0.87,1490,1161.23,10.3,1,q1_q17_dr25_tce,5513,4.543,0.862,294.99649,39.629921,15.762
4095,7741837,0,62.366706,142.3899,0.1725,4.32,95.4,1.88,698,56.09,7.1,,,6749,4.031,1.9,287.39777,43.414341,11.208
4096,11137065,0,0.933732791,131.53707,0.022,3.056,96.9,0.9,1773,2344.56,13.8,1,q1_q17_dr25_tce,5496,4.405,0.927,291.61646,48.775639,14.812
4097,11093335,0,53.106597,145.2776,0.5182,2.914,82.4,2.2,860,129.19,7.3,,,7217,3.893,2.343,296.04196,48.681351,11.159
4098,9394768,0,360.15417,188.796,0.2583,12.806,790.6,2.99,270,1.25,11.1,,,6065,4.452,1.061,287.25299,45.90934,15.435
4100,10972902,0,1.42856815,132.81461,0.3097,2.132,59.5,0.64,1547,1352.91,11.8,1,q1_q17_dr24_tce,5979,4.557,0.822,290.44476,48.462891,14.766
4101,3832474,0,381.850599,296.4969,0.4148,4.772,1702,3.59,222,0.58,13.8,,,5485,4.556,0.867,285.28363,38.947281,15.403
4103,3644602,0,359.08368,415.3834,1.262,15.67,618.7,29.15,268,1.23,10.8,1,q1_q17_dr25_tce,6256,4.493,0.932,291.18927,38.731159,15.145
4105,11912941,0,3.74784374,134.19157,0.093,3.658,116.5,1.08,1226,534.57,12.8,1,q1_q17_dr25_tce,6122,4.471,0.996,290.97906,50.258148,15.13
4108,6525106,0,1.71028117,131.62619,0.372,2.61,111.6,0.91,1454,1055.42,13.8,1,q1_q17_dr25_tce,5910,4.55,0.855,292.68515,41.905918,15.422
4112,4355503,0,0.570828503,131.58958,0.609,0.915,174.4,0.54,986,222.55,13.9,3,q1_q17_dr25_tce,3585,4.868,0.388,288.86853,39.496132,15.068
4113,6119923,0,134.4665,265.424,0.2848,5.27,1032,2.48,280,1.45,6.7,,,4891,4.524,0.791,290.62686,41.4604,15.126
4114,6126076,0,0.909314811,131.72281,0.722,2.2053,40.5,0.99,2503,9311.68,30.2,1,q1_q17_dr25_tce,6508,4.163,1.447,292.61426,41.437229,12.73
4115,11284772,1,207.24785,213.03458,0.21,6.159,809.2,1.56,189,0.3,13.2,1,q1_q17_dr25_tce,4339,4.711,0.553,284.56689,49.01255,15.142
4116,9209183,0,186.55347,173.0531,0.2803,13.57,334.5,1.86,341,3.18,11,,,6187,4.446,1.006,287.56268,45.679008,14.905
4118,5955621,0,14.0801852,137.3331,0.308,3.402,90.7,1.04,798,95.62,6.9,1,q1_q17_dr25_tce,5984,4.421,1.089,290.27658,41.269341,12.966
4119,11519187,0,2.440839436,133.8407,1.253,0.968,509.5,21.29,986,223.8,14.4,1,q1_q17_dr25_tce,4803,4.623,0.698,297.05902,49.4785,15.877
4121,4852297,0,3.28931936,133.90141,1.422,1.921,166,50.51,1364,818.01,11.1,1,q1_q17_dr25_tce,6335,4.427,1.072,296.06665,39.938011,14.806
4122,9851845,0,1.08195208,131.5252,0.257,4.807,33.6,0.47,1526,1275.68,12.4,1,q1_q17_dr25_tce,5233,4.489,0.824,299.0098,46.684738,13.881
4123,9474483,0,0.512583041,131.77571,0.116,1.498,114.3,1.07,2363,7320.09,17.1,1,q1_q17_dr25_tce,6077,4.471,0.999,295.46341,46.01123,15.484
4125,8613218,0,368.11581,227.4962,0.0125,13.52,476.2,2.11,263,1.12,11.2,,,6122,4.487,0.964,286.78354,44.73737,15.125
4126,8548069,0,368.52466,236.3783,0.5045,11.9,680.3,3.05,288,1.62,14,,,6343,4.411,1.137,286.58829,44.640411,15.484
4127,6278762,1,4.54586982,131.52442,0.563,1.756,76.5,0.65,868,134.21,24.4,4,q1_q17_dr25_tce,5051,4.562,0.721,289.75229,41.634605,8.717
4129,3127911,0,0.542498653,132.0117,0.3422,4.257,54.9,2.25,5157,167191.11,19.8,,,8711,3.795,2.954,294.01822,38.226292,10.326
4131,7820699,0,364.08733,287.6056,0.1702,14.09,372,1.39,211,0.47,8.8,1,q1_q16_tce,5376,4.601,0.727,291.22043,43.574268,14.816
4132,10399321,0,21.5819776,146.0691,0.036,13.734,47.6,0.91,746,73.01,17.3,1,q1_q17_dr25_tce,5601,4.144,1.342,289.61856,47.557968,11.981
4136,7837733,0,3.08723626,132.90519,0.2516,2.615,101.9,1.2,1451,1046.77,12.1,1,q1_q17_dr24_tce,6418,4.395,1.171,296.66855,43.540569,14.966
4137,2578017,0,0.592562969,131.9017,1.252,3.0869,1546.4,25.97,1967,3520.7,100.4,1,q1_q17_dr25_tce,5728,4.575,0.804,291.91415,37.807819,15.784
4142,2831251,0,5.81289843,131.5613,0.499,3.979,76.3,0.93,1102,348.61,9.5,1,q1_q17_dr25_tce,6175,4.41,1.041,285.56747,38.040691,14.51
4143,6721380,0,6.44173995,136.77753,0.3252,1.635,107.7,1.41,1175,451.14,10.5,1,q1_q17_dr24_tce,6088,4.225,1.339,298.91083,42.18504,13.861
4144,7694615,0,0.631106722,131.89801,0.194,0.9942,49.2,0.63,1945,3367.19,17.6,1,q1_q17_dr25_tce,5400,4.443,0.898,295.66672,43.37035,13.572
4145,6201203,0,176.17377,144.8337,0.2545,14.58,349.9,1.76,323,2.57,8.2,,,5957,4.506,0.937,290.57632,41.546188,15.601
4146,4556468,1,114.336052,216.7966,0.529,14.077,239.8,2.09,429,8.02,13,1,q1_q17_dr25_tce,5802,4.218,1.316,290.14655,39.665821,15.015
4147,9222516,0,0.63938062,131.894673,1.377,1.2067,308,51.53,2566,10289.98,97.5,1,q1_q17_dr25_tce,6607,4.363,1.204,293.52997,45.66433,13.725
4149,7285673,0,0.566801045,131.79795,0.628,1.7499,188.3,1.42,2348,7209.06,34.9,1,q1_q17_dr25_tce,6106,4.405,0.982,292.93552,42.824871,14.498
4150,5282437,0,0.992799002,131.70842,1.3295,3.4878,1653,40.12,1933,3302.31,97.8,,,6217,4.472,0.989,293.94012,40.447189,15.106
4151,7747457,1,1.5184181,132.138,0.561,2.842,196.8,1.85,1926,3261.65,15.9,1,q1_q17_dr25_tce,6302,4.259,1.269,289.87506,43.420959,14.118
4152,8652360,0,0.96807117,132.44697,0.53,1.677,104.8,0.72,1487,1157.58,15.4,2,q1_q17_dr25_tce,5367,4.639,0.687,300.23587,44.76952,15.247
4153,9602421,0,3.55661906,133.4975,0.384,5.396,23.3,0.72,1518,1254.47,11.4,1,q1_q17_dr25_tce,6018,4.081,1.458,297.09583,46.211021,12.84
4156,4373195,0,0.56256804,131.72497,0.692,1.686,4.5,0.63,5127,164220.08,11.8,1,q1_q17_dr25_tce,9005,3.84,2.773,293.72,39.446449,9.121
4157,5090937,0,8.79991878,132.88614,1.6053,41.564,869.1,224.56,1979,3624.62,236.1,,,8092,3.725,3.267,289.26575,40.255482,11.04
4160,6359175,0,349.03703,331.8869,0.1215,4.76,777,2.27,231,0.67,11.6,,,5583,4.559,0.824,290.16418,41.782631,15.499
4161,8104207,0,177.8135,205.1936,0.2043,9.76,417.7,1.83,310,2.17,8.8,,,5822,4.529,0.898,294.12762,43.975128,15.234
4163,10026502,1,101.952048,206.3499,0.084,5.991,152.5,1.31,428,7.92,10.3,1,q1_q17_dr25_tce,6210,4.407,1.054,297.27087,46.928421,13.658
4164,3953173,0,2.41795911,132.5063,0.145,2.727,100.5,0.53,878,140.54,10.1,1,q1_q17_dr25_tce,4623,4.719,0.534,291.20007,39.053982,15.121
4165,8037926,0,183.854867,211.4887,0.4202,14.996,520.6,2.4,345,3.36,10.8,,,6225,4.45,1.031,294.91486,43.862431,15.448
4169,9002278,1,12.4418003,134.6507,0.043,3.572,78.4,0.57,576,26.03,11.4,5,q1_q17_dr25_tce,4926,4.653,0.662,283.21274,45.349861,13.725
4172,6437617,0,293.60581,373.1896,0.0927,11.07,165.3,1.37,295,1.79,8.4,,,6167,4.444,1.064,290.0632,41.81522,14.279
