kepid,kepoi_name,P (Exoplanet) – Logistic Regression,P (Exoplanet) – Random Forest,P (Exoplanet) – Gradient Boosting Machine
5394585,K05158.01,0.6243984837,0.0346334555,1.16206323106383E-05
6425377,K05281.01,0.0409850408,0.0205454546,6.45361652303888E-05
6442735,K05283.01,0.754169719,0.2985585445,0.0446535983
6443093,K05284.01,0.0095872889,0.0338655044,0.0001799656
6509282,K05287.01,6.62663053336843E-05,0.0392444445,0.0020640177
8231667,K03494.01,0.8787077406,0.6465135901,0.6319395213
6697817,K03508.01,0.3722638366,0.156970924,0.2204788162
4135912,K05040.01,0.6572939469,0.5590339765,0.0071332551
5436455,K05164.01,0.3401475882,0.018,5.7956427300665E-06
5443320,K05169.01,0.8846866504,0.37659458,0.0847572716
6511182,K05288.01,0.8388305126,0.2970790577,0.013425655
6517200,K05290.01,0.0019117982,0.0068936784,3.34082448418815E-05
1429589,K04923.01,0.8334155711,0.2957682833,0.007006632
1865864,K04926.01,0.8049007109,0.2670475653,0.0044226944
4164511,K05046.01,0.7439903803,0.3082013318,0.0141831481
4179201,K05047.01,0.1684768473,0.020513523,0.0003003436
4241238,K05048.01,0.7343136678,0.0482,2.41934944560374E-05
5524229,K05174.01,0.6328323627,0.1165242409,0.0001505343
5529385,K05176.01,0.352800342,0.0066666667,0.000023549
6543192,K05297.01,0.7850909395,0.2278690295,0.1320697581
4346339,K05057.01,0.0157838302,0.0683956113,0.0253075606
5563057,K05179.01,0.008657929,0.006,0.0001631875
6675757,K05310.01,0.8727743271,0.1842280368,0.0006272208
2310993,K04938.01,0.6126793463,0.4121167941,0.6564248029
4478142,K05067.01,0.3119052603,0.0164109589,0.0004509429
4484179,K05068.01,0.0225034115,0.0749232558,0.0011112463
5697395,K05192.01,0.8138051656,0.1392465119,0.0014238866
6805414,K05329.01,0.0303844062,0.3082500001,0.0142068378
6875342,K05332.01,0.7599325476,0.122160736,0.0002467891
6879183,K05333.01,0.8094969528,0.6449245754,0.7383465504
4566848,K05071.01,0.1579018282,0.2734444445,0.1976714989
2861298,K04958.01,0.0042477743,0.0041666667,1.61641698005477E-05
4737848,K05079.01,0.762991966,0.1026278431,0.0001667289
4750962,K05083.01,0.6994327749,0.0417471265,0.0002491548
5793275,K05202.01,0.0011994653,0.0171233196,1.28545683981685E-05
5857656,K05205.01,0.0874080679,0.259622262,0.6480955303
5859725,K05207.01,0.7823765521,0.2957385495,0.035939429
6721603,K05321.01,0.282388956,0.2129954547,0.0905924578
6756369,K05322.01,0.4625987035,0.0986603047,0.0001544526
6765563,K05324.01,0.31647543,0.006,8.38378713132748E-05
6776555,K05327.01,0.8647927136,0.8123436526,0.9525909949
2992634,K04960.01,0.0280916453,0.0022579422,9.82557639759296E-05
3001955,K04961.01,0.0180797291,0.0251332528,0.0012568898
3101178,K04963.01,0.4362838235,0.5541578541,0.8889487983
3239171,K04967.01,0.6963767374,0.2326175952,0.0015744484
4761427,K05085.01,0.0610253445,0.0405367788,6.72857803158955E-05
4770798,K05087.01,0.0013983808,0.031,0.0001667486
4833409,K05092.01,0.2487203427,0.069098063,3.02694782237101E-05
5946568,K05211.01,0.6513843398,0.1772086835,0.0053869082
5965629,K05216.01,0.0431997638,0.002513523,1.05352779073975E-05
6934045,K05336.01,0.041353744,0.274,0.4695856254
7009548,K05341.01,0.716758857,0.3169313716,0.0295812013
3340165,K04972.01,0.7511894886,0.6319992471,0.8984848913
4912650,K05098.01,0.5352159614,0.576932598,0.8120616227
4914221,K05099.01,0.5653387666,0.2471952922,0.0457550012
5986270,K05220.01,0.0013240127,0.079,0.0941605162
6023571,K05223.01,0.0419026536,0.1204545455,0.1206368682
6025174,K05224.01,0.3384556978,0.4448687401,0.6275185146
3356156,K04976.01,0.0007285879,0.006,0.000018608
3425363,K04977.01,0.8863762092,0.2603361991,0.0020465816
3428127,K04978.01,0.0917951861,0.002513523,0.0001587293
4915582,K05101.01,0.0172386599,0.0201694915,1.25765565354152E-05
4940376,K05107.01,0.1783154986,0.0045454546,0.000053423
6036286,K05228.01,0.0008956221,0.0580054601,0.0032572646
6043490,K05230.01,0.1780474341,0.012,1.1568053726263E-05
6045404,K05231.01,0.7052508462,0.2337502474,0.0041999885
3540873,K04986.01,0.0126141365,0.0184232558,1.74746549143068E-05
3542117,K04987.01,0.8904625137,0.3707905244,0.0064550704
3542928,K04988.01,0.0107782038,0.0004109589,0.0004316233
6115356,K05237.01,0.036456846,0.0433565892,4.94811263741513E-05
3553900,K04992.01,0.6696099307,0.3190882956,0.0240603265
5027859,K05117.01,0.8382114417,0.4376107686,0.1099446233
5036052,K05119.01,0.0818736767,0.04,0.0010655264
6197658,K05247.01,0.0529746729,0.0492686029,0.0018688988
6198670,K05248.01,0.1693376079,0.0533159374,0.0001608959
3751118,K05004.01,0.5204477442,0.2405150343,0.2016351241
5131276,K05129.01,0,0.0144,4.6105296936938E-05
6203955,K05249.01,0.7672016065,0.3372353962,0.1751055722
6266866,K05254.01,0.2968377588,0.0640714286,0.0018295217
3229150,K02150.02,0.2542677418,0.1347721142,0.006045272
11360805,K02422.02,0.6221645558,0.567491791,0.8833912117
3758499,K05007.01,0.5962494384,0.6009613476,0.794822828
5179609,K05132.01,0.2665507598,0.1385,0.0018739171
5184144,K05135.01,0.128266998,0.0006109589,9.11280675197634E-05
3848948,K05016.01,1.3568116108198E-05,0.0067596899,0.0012995079
3863877,K05021.01,0.2020988083,0.0177488171,0.0001229525
5255259,K05142.01,0.4651355392,0.2346109589,0.7684220701
6359929,K05269.01,0.0460328687,0.076761114,0.0056614007
3955444,K05027.01,0.5091979896,0.1504603047,0.0062105087
9274092,K05649.01,0.026806687,0.0602957415,0.097101309
9282853,K05651.01,0.5125007467,0.2150738719,0.1130707764
9292100,K05652.01,0.7379225898,0.5903861399,0.6754499253
9300066,K05653.01,0.4215420633,0.2072086009,0.0181615572
10186761,K05772.01,0.7266003913,0.0895720268,8.04613716539615E-05
7625138,K05406.01,0.5160064683,0.2890798194,0.0521336986
8507586,K05528.01,0.4148845693,0.0064109589,2.00560876770783E-05
8525101,K05532.01,0.5048764535,0.1327936381,0.0003194238
8525286,K05533.01,0.0028266037,0.0164490249,0.0009559084
9330740,K05656.01,0.0041232429,0.0024867223,0.0001908309
9334027,K05657.01,0.1492645573,0.0024109589,4.18164271671628E-05
9363944,K05660.01,0.0462894809,0.006,3.75472644016384E-05
10272858,K05782.01,0.0040701139,0.008,2.61830831373988E-05
10319834,K05785.01,0.0077711361,0.011679188,0.0016827477
10339000,K05787.01,0.6172298911,0.2130209293,0.1681689993
7631138,K05408.01,0.0849648358,0.037013523,0.0015246966
7662502,K05410.01,0.7710471529,0.2332613625,0.1257482598
7672215,K05411.01,0.4567335795,0.189198984,0.0340142943
7690782,K05413.01,0.0206459828,0.0104109589,3.52321036648506E-05
8548454,K05541.01,0.0609228232,0.0100232558,0.0004285919
9394953,K05665.01,0.7833268779,0.1555546832,0.0001674338
9397862,K05666.01,0.5213112257,0.026,2.11882285953147E-05
10394802,K05790.01,0.2246711207,0.3127366506,0.5078025155
10459749,K05795.01,0.042047305,0.0014101522,0.0002194441
7747091,K05418.01,0.8263631303,0.2818649031,0.0489849919
8560475,K05543.01,1.97459368967978E-05,0.0233333334,0.000333593
8570210,K05545.01,0.0022855235,0.0064970397,3.09385082419844E-06
8571421,K05546.01,0.00756089,0.004513523,0.000131104
9417931,K05671.01,0.4162688542,0.049848063,0.0005383788
10487228,K05798.01,0.1357928327,0.0410457415,0.0001782949
10519727,K05799.01,0.5611509155,0.1023214286,0.0210289179
10525077,K05800.01,0.5416079571,0.4627271083,0.1756642838
10535708,K05801.01,0.1899383301,0.1265385887,0.0004117151
7762153,K05423.01,0.0354348247,0.0121962425,0.0004243161
7770901,K05426.01,0.3947903593,0.6276371914,0.7935715176
8644545,K05552.01,0.1917514792,0.2440457597,0.494799166
8644911,K05553.01,0.6625213753,0.6110243371,0.8948480179
8656535,K05556.01,0.0013130217,0.0210814685,0.0002959757
9466486,K05680.01,0.00889485,0.0165454546,8.19884343283839E-06
9472341,K05682.01,0.8621155061,0.2530346563,0.0006905702
9475697,K05684.01,0.0325364232,0.048,0.00574032
9481235,K05685.01,0.1734060379,0.171954386,0.0055263925
10552263,K05806.01,0.1204261188,0.0201694915,4.92925743666994E-05
10554421,K05807.01,0.0014581817,0.0040866817,0.0007958713
10581308,K05810.01,0.0288670157,0.00975,0.0001277311
7829836,K05433.01,0.23611389,0.1400870686,0.0342776356
7836096,K05435.01,0.8285982848,0.5076528119,0.650899576
8715589,K05563.01,0.6003028739,0.1306548188,0.0066646456
8741367,K05566.01,0.0107391042,0.0060833333,1.67492057735474E-05
9532603,K05688.01,0.742980761,0.378166525,0.0072791761
9534832,K05689.01,0.6053641813,0.1420029918,0.0056110876
9575728,K05692.01,0.672335325,0.47539804,0.6111319938
10802364,K05829.01,0.0013330803,0.0004109589,2.6655327775682E-05
10809888,K05830.01,0.4201276515,0.02,5.6194890945771E-05
10850327,K05833.01,0.0068008573,0.2610704225,0.0299788412
10858504,K05835.01,0.0063591538,0.004513523,3.13661564236289E-05
7888863,K05440.01,0.7001085935,0.4180861907,0.4806106518
7900450,K05441.01,0.6565755038,0.4440810134,0.7855571221
8747910,K05570.01,0.0017266727,0.0004109589,0.0001007339
8807988,K05572.01,0.8598744918,0.1059128372,0.0010498201
9579606,K05694.01,0.6909340271,0.0595489617,0.0006514871
10601163,K05812.01,0.4531154719,0.2782372661,0.0007216968
10618044,K05815.01,0.3492753098,0.0694047619,0.0001852654
10656842,K05816.01,0.3774039335,0.0554137931,0.0237446804
10658177,K05817.01,0.6630369875,0.6209284478,0.9205515162
10663976,K05819.01,0.0173851259,0.0747946588,0.0198691178
7941635,K05449.01,0.0387242592,0.0191243168,0.0010912551
7950158,K05451.01,0.0095365653,0.0183879173,0.0026911489
8841297,K05577.01,0.010038347,0.0081025641,3.20063046375107E-05
8868481,K05578.01,0.0731515384,0.004,0.000003812
8888745,K05579.01,0.801849905,0.1463871268,0.0050149092
9659022,K05702.01,0.0054794922,0.002513523,1.5814174463169E-05
9674789,K05704.01,0.7544761142,0.1307722794,0.0004260961
9723746,K05707.01,0.3809212353,0.0404823875,0.000032246
9724993,K05708.01,0.2698771884,0.148326083,0.0076491387
10737437,K05825.01,0.5130077036,0.0460714286,6.05968621726349E-05
10747162,K05826.01,0.9056291948,0.2753754798,0.0028412887
8007174,K05458.01,0.6463670787,0.6159330257,0.9484440577
8009811,K05459.01,0.6204516107,0.2725563832,0.0172592392
8016650,K05461.01,0.060244987,0.214,0.0549873656
8915379,K05583.01,0.6991489213,0.1814258386,0.0007256053
8937555,K05585.01,0.8253617412,0.0538,1.88534844371979E-05
9776907,K05712.01,0.1433369423,0.0550392147,0.0002310231
10878117,K05837.01,0.0006993762,0.0018364075,0.0005180406
10879899,K05839.01,0.3349751165,0.1264175824,0.0053731398
10933306,K05842.01,0.7782550417,0.2635242203,0.1325610126
8959240,K05591.01,0.1836758737,0.0148485757,7.96840924488507E-06
9011877,K05597.01,0.7972928074,0.3587328133,0.398054272
9838582,K05718.01,0.2248005173,0.1215192308,0.000091835
7018210,K05344.01,0.0202560676,0.0265849516,0.0001777388
8076215,K05472.01,0.7911201619,0.0494137931,0.0008625272
9018021,K05600.01,0.6663984504,0.1548620892,0.000014925
9026248,K05603.01,0.0806949005,0.004,4.48557247644255E-05
9044060,K05604.01,0.0098562045,0.00425,1.01604071622852E-05
9047416,K05605.01,0.4596859065,0.674628563,0.9848198479
9881660,K05727.01,0.7673552335,0.3028539026,0.0559691632
9910043,K05732.01,0.6549927344,0.2162957837,0.0179279622
7107567,K05353.01,0.0039680622,0.006,0.0001300639
7125794,K05358.01,0.3951439766,0.2004778693,0.017508753
7130612,K05359.01,0.8362452713,0.4507157012,0.1190462563
8125917,K05479.01,0.8372854109,0.6744750843,0.8109572364
8129333,K05480.01,0.8055706732,0.4703820437,0.0093898357
8158429,K05482.01,0.4793825675,0.3762113077,0.0034813524
8197176,K05485.01,0.4483371925,0.1363410257,0.0008711884
8197406,K05486.01,0.0321731279,0.1696081748,0.0009766282
9073549,K05608.01,0.7626307676,0.1956456171,0.0024941273
9087853,K05612.01,0.0731287184,0.021513523,9.91305573623258E-05
9097470,K05613.01,0.0654098023,0.0346899225,4.92940889375015E-05
9935983,K05736.01,0.4638667688,0.1577380953,0.000375478
9941136,K05737.01,0.049998474,0,9.55713062311681E-06
9942658,K05740.01,0.7622896189,0.1993629864,0.0025983616
7132462,K05360.01,0.8145995891,0.1602808064,6.6725436790982E-05
7138841,K05361.01,0.5659355335,0.3194221601,0.0865934282
8223445,K05487.01,0.8281056962,0.2059012982,6.87677765550676E-05
9968924,K05747.01,0.0429061753,0.002,5.62425463190852E-06
9993683,K05748.01,0.8184510768,0.6735177873,0.9761180741
7198587,K05369.01,0.0005293896,0.0005454546,6.38377442786497E-05
7205717,K05372.01,0.4180055715,0.0834927239,0.0022986217
7206422,K05373.01,0.6952010929,0.2017707525,0.0004824885
7213311,K05375.01,0.4098282502,0.0284,0.0060210086
8279146,K05497.01,0.7101466632,0.1288588216,0.0004221897
8294683,K05499.01,0.2729207457,0.0528568402,1.55353099067224E-05
8295087,K05500.01,0.7765375076,0.0972785261,0.0001421385
9147012,K05625.01,0.4918475483,0.3526782457,0.4288477998
9147029,K05626.01,0.0146192501,0.2109342147,0.3250599865
9157030,K05628.01,0.7320310762,0.3200035512,0.0259532232
9157523,K05629.01,0.568799953,0.0410714286,2.30659114529574E-05
9994381,K05749.01,0.112850176,0.0171366506,0.0007856484
10004772,K05752.01,0,0.018,1.59727911448471E-05
7282470,K05379.01,0.0034152056,0.0903333334,0.0066030864
7289139,K05380.01,0.0360894499,0.0918350206,0.0144450877
8378278,K05509.01,0.7941954505,0.1449039742,8.12647036712022E-05
9173014,K05633.01,0.57254959,0.0336667888,1.12860648260327E-06
10027861,K05758.01,0.4661124046,0.2510419871,0.0023550209
10083325,K05761.01,0.5990666915,0.2354306395,0.0024236876
10090854,K05762.01,0.8309110184,0.2729887025,0.0118147792
7377343,K05384.01,0.6109899342,0.7603210852,0.999377367
7416016,K05387.01,0.0539327115,0.0394137613,0.0008213228
7440715,K05390.01,0.8087882305,0.0549693486,0.0024145375
8395870,K05511.01,0.8369281994,0.1361577472,3.51057795089371E-05
8396288,K05512.01,0.7829725418,0.6314369536,0.3408716554
8415353,K05514.01,0.6300358957,0.1309498669,7.79295656440082E-05
8429817,K05515.01,0.6753330474,0.520929738,0.0717154611
8432249,K05517.01,0.0494069686,0.006,2.04342562311055E-05
9209981,K05638.01,0.0181453802,0.0626019363,1.36667185934858E-05
9210738,K05639.01,0.1273495405,0.058,0.0032047303
9214176,K05640.01,0.093212964,0.0164137931,9.86131093188014E-05
9217583,K05642.01,0.3165209975,0.0709818764,2.07382307837456E-06
9229807,K05645.01,3.23534600854547E-06,0.0103981591,0.0002342795
10146103,K05769.01,0.6539630334,0.4279470405,0.4277793742
7458743,K05393.01,0.0780649144,0.004,1.96116857431594E-06
7539277,K05398.01,0.0028027859,0.1296887031,0.0804583971
11446961,K05899.01,0.7763423758,0.2594643209,0.1896277058
11457664,K05902.01,0.5439664002,0.0388215054,0.0003264023
11520114,K05909.01,0.8461761309,0.419055737,0.0349633149
11559493,K05911.01,0.0712010641,0.002513523,1.58838102138903E-05
11598894,K05913.01,0.661025949,0.1921070338,0.0008780533
11601425,K05917.01,0.8357558852,0.2775314563,0.0262368241
11601633,K05918.01,0.7240067481,0.1053978899,0.0024626975
11616434,K05924.01,0.1716066861,0.0132392147,0.0002281139
11651240,K05925.01,0.7596617576,0.1364319499,0.0009355839
11674709,K05928.01,0.0387497436,0.0013048909,0.0003119262
11716643,K05929.01,0.0031999785,0.2357318805,0.0127565347
11803074,K05932.01,0.0184931545,0.0627468284,5.21968717901444E-05
11818566,K05935.01,8.83846048262971E-05,0.0041453417,0.0002966162
11819396,K05936.01,0.029149149,0.0089735145,3.94808701655869E-05
11860294,K05938.01,0.0038393716,0.002,1.26675086700168E-05
11868941,K05939.01,0.6891725091,0.1103254883,0.0001178619
11910670,K05941.01,0.4457370026,0.0866424898,4.14293875291572E-05
11923213,K05943.01,0.8377894865,0.215250477,0.0053397856
12007270,K05948.01,0.0175670681,0.0157250471,2.44353266053432E-05
12009917,K05949.01,0.0036181824,0,2.13108703491782E-05
12020376,K05950.01,0.7238434696,0.1148643585,0.0013733457
12071775,K05952.01,0.332703879,0.3255585178,0.2844694101
12102775,K05953.01,0.0090653616,0.071381352,0.0077654687
12105086,K05954.01,0.654273819,0.0811646863,0.0001519209
12168895,K05959.01,0.0857434725,0.0581694915,0.0002125714
12300524,K05964.01,0.8055138735,0.2246165333,0.052500325
12349560,K05965.01,0.8501661637,0.2599742528,0.0017957849
12350136,K05966.01,3.36977216157663E-05,0.0028046551,0.0001366913
10967168,K05845.01,0.7308409462,0.1839608888,0.0011721224
10989620,K05849.01,0.8268253879,0.2132883112,0.0043824741
12402588,K05968.01,0.8126563165,0.0388137931,6.69440286171774E-06
12418418,K05971.01,0.0082440558,0.0242914125,0.0002265089
11021266,K05852.01,0.3192639459,0.016513523,1.65215453632461E-05
11026582,K05854.01,0.1109719589,0.2805753331,0.6990329139
11036168,K05855.01,0.1817577631,0.3081065578,0.5580917112
12554212,K05974.01,0.8316266518,0.2199905529,0.0141705121
11100170,K05869.01,0.675125628,0.4088662361,0.7426607004
11152511,K05874.01,0.0810553702,0.2566270118,0.7347354231
11183752,K05877.01,0.2741018621,0.022513523,5.89731120296255E-05
11348610,K05888.01,0.3582659507,0.0144109589,0.0002884643
11407847,K05895.01,0.592620305,0.3912301348,0.0914217682
8355178,K06178.02,0.7285768779,0.1726995646,0.0004049255
8374077,K06179.01,0.594145993,0.5911881664,0.3584328735
8494783,K06180.01,0.0308767914,0.002182003,0.0012992835
8590149,K06182.01,0.8201958786,0.3488732769,0.1277779502
8590149,K06182.02,0.8669943444,0.3196258092,0.2221145572
3559935,K00492.02,0.232967641,0.026513523,0.0003336931
9285265,K03410.02,0.6718875974,0.5602390839,0.1349610221
6364582,K03456.02,0.0073349442,0.0060232558,2.55518383206477E-05
6368175,K03503.02,0.6143788956,0.1794218227,0.0001659433
5471158,K03504.02,0.005475989,0.0045422434,0.0060631966
9947653,K04647.02,0.5866115991,0.4785316859,0.8613837836
6527078,K04657.02,0.5801307681,0.2976826608,0.0553227809
12416597,K04895.02,0.7183534373,0.1250632706,0.0002956281
2019477,K06093.02,0.4710141673,0.4058344961,0.2084082291
8158127,K01015.03,0.6057696932,0.6555169306,0.0712934118
4472818,K03878.02,0.5743767429,0.419697341,0.0141368334
8934103,K04009.02,0.6747464683,0.4076114744,0.2603259188
10718726,K00600.02,0.0935678053,0.1400295758,0.0121342109
5956656,K01053.02,0.7585887563,0.9323417949,0.9854486942
9093086,K06191.01,0.7192625517,0.2269610028,0.0264007266
9015738,K01616.02,0.7254185218,0.0894024201,0.0006067483
9093086,K06191.02,0.6666905828,0.2084697007,0.0089185113
3747817,K04103.02,0.7628229398,0.2914648477,0.1190061109
8162789,K00521.02,0.6258747617,0.2785239716,0.0126266486
5613330,K00649.02,0.6214611048,0.4167554776,0.0860684794
3545840,K06102.01,0.5884484693,0.083492792,1.46185806700894E-05
3634051,K06103.02,0.2862230007,0.04225,3.75497915520162E-05
3761319,K06104.01,0.4944002559,0.7858582898,0.9340289985
9389245,K06202.01,0.0273326867,0.0027437758,0.0002609256
9828127,K04192.02,0.7868539917,0.2772294766,0.0304482822
5177859,K04246.02,0.6849952439,0.5012690034,0.6937007873
11081504,K04287.02,0.5876785773,0.6527987727,0.4138788345
8110757,K07865.01,0.0084899685,0.004,1.3049915707275E-05
8278685,K04435.02,0.6723582941,0.2424751054,0.0068357644
5511659,K04541.02,0.8455080862,0.6254407894,0.7342273262
4139254,K06108.01,0.0102385913,0.002,0.000065451
10141900,K01082.04,0.8391386172,0.6721950767,0.9221878157
4255944,K06111.01,0.286236791,0.002,1.57511615861417E-07
9655711,K06209.01,0.7804019443,0.5271145746,0.0485154382
5856571,K01839.02,0.6725010258,0.4764316892,0.8175302346
8222395,K07873.01,0.4085515086,0.1141393268,2.38499127349634E-05
8107150,K07863.01,0.6264621263,0.26770625,0.0058884464
4739229,K06118.02,0.3156296981,0.2902546346,0.4713755089
4742420,K06120.01,0.588809433,0.3508973157,0.3385509448
9655711,K06209.02,0.55449704,0.3902436879,0.1999331236
9727765,K06210.01,0.0253515589,0.0115163975,0.0003165147
9008103,K03283.03,0.7297941456,0.122113319,0.0024202811
5795648,K06016.01,0.0722106933,0.0854371941,0.0002925394
4742420,K06120.02,0.3000530689,0.0485277778,9.01202434260284E-05
10198662,K06216.02,0.0281295988,0.0027437758,0.0002809848
10200627,K06217.01,0.5249414591,0.3607733851,0.0549771573
8332521,K04567.02,0.2988385764,0.4490864034,0.4391078364
10964440,K01310.02,0.6431555902,0.3520404762,0.563658464
5428657,K06130.01,0.7270788473,0.6216510802,0.9454831735
5629353,K06132.01,0.6763792629,0.5944549698,0.9508184483
10414727,K06224.01,0.0126290178,0.0043135557,0.003166178
4736569,K01996.02,0.7994278848,0.2506450153,0.0569370318
10662202,K00750.03,0.6923586548,0.4244997765,0.5312819182
9008103,K03283.02,0.8517400436,0.6952540799,0.9584499024
5629353,K06132.03,0.7134228077,0.7931107287,0.9771922417
10735988,K06230.01,1.03372649254974E-05,0.0100615385,4.10129837313811E-06
11968463,K02433.06,0.6549233483,0.6482669998,0.739529916
11074835,K02533.03,0.7101025488,0.27435,0.0283502566
6032730,K06141.01,0.0103943488,0.047,4.63525978378065E-07
9839821,K02012.02,0.3940012648,0.4577985777,0.7791847898
11341164,K06238.01,0.0022625772,0.0041510235,0.0010007133
11462969,K06239.01,0.0228700245,0.0004109589,1.39671938699237E-05
6221385,K06145.03,0.3721533724,0.2923263722,0.0129170288
11656928,K06242.01,0.002061447,0.0040208206,0.0005750231
11566064,K00353.03,0.4862812644,0.7326570531,0.55993099
11656928,K06242.02,0.0163231879,0.0023467359,0.0001957284
11656928,K06242.03,0.6732046814,0.0708588216,0.0006168411
7825899,K00896.03,0.8551428509,0.6361902952,0.4574284095
6946681,K06150.01,0.0267848922,0.0023194446,0.0002924848
6946708,K06151.01,0.0188429919,0.0463565892,0.000439463
11775507,K06245.02,0.5789810163,0.1251445359,0.0002444497
10545066,K00337.02,0.4641814689,0.2956438631,0.1383780586
7663405,K01519.02,0.7861677455,0.4256199651,0.1272365334
12367464,K06250.01,0.0292399386,0.0240869565,0.000378468
11358389,K02163.03,0.6520970261,0.2593251538,0.0138019596
3548044,K02194.03,0.011013115,0.0283161111,0.0003477275
8168187,K02209.02,0.6563774192,0.5265203739,0.7449181564
7835312,K06164.01,0.7996223789,0.4550221442,0.1573197353
10730703,K02327.02,0.8058959892,0.2450103428,0.0525820665
4665571,K02393.02,0.3314199389,0.339284433,0.1060705704
7289317,K02450.02,0.7214959587,0.4723574187,0.9228581768
7375348,K00266.02,0.5953896495,0.7458604461,0.932545953
1432789,K00992.02,0.5884640356,0.7825385334,0.6486644635
8163784,K06172.01,0.8292011992,0.0794370998,0.0002543663
2305866,K02610.02,0.1615807162,0.1435206349,0.0006857737
6436029,K02828.02,0.004552446,0.3626949225,0.3379042652
7767162,K02869.02,0.1144839484,0.0351869369,0.009653124
8223568,K06176.01,0.2758448513,0.0934930561,0.0001999141
8355178,K06178.01,0.5732715436,0.4206576043,0.0068779941
4770174,K02971.02,0.5094757186,0.6211278727,0.89417073
9838804,K03028.02,0.015506226,0.0324109589,0.0006069272
9020114,K03088.02,0.8152233303,0.1982782317,0.0534840638
7983117,K03214.02,0.4974935158,0.6293787285,0.6588652889
9966219,K03401.02,0.0436473243,0.0266899225,0.0025260954
7219825,K00238.03,0.0406047407,0.0095233015,0.0013128233
8263187,K07878.01,0.8245297708,0.1475,0.0020899698
7289338,K03420.01,0.580801747,0.6955314412,0.3335164307
11442793,K00351.07,0.2407670791,0.7141723409,0.9887979638
8218379,K01920.02,0.7581332737,0.2358763528,0.0658387343
3646449,K04999.01,0.7542839884,0.3636627196,0.3476752575
4464394,K06115.01,0.0035932109,0.0016042595,0.0004002527
5531953,K01681.04,0.621066488,0.2110315741,0.0475509186
7620413,K02103.02,0.6617968018,0.3589763791,0.0471268842
8838950,K02421.02,0.7261144581,0.2243096669,0.2816802975
6964929,K02756.02,0.5627525707,0.5155493835,0.6851054477
4150611,K03156.01,0.0059931961,0.002,2.11643039442766E-05
5706592,K06618.01,0.6079864784,0.1059880313,0.001602304
5716244,K06619.01,0.0012344962,0.0143589523,1.8581357875691E-06
8364232,K07882.01,0.7809970722,0.2844861159,0.1102149794
6670742,K06753.01,0.4605857762,0.079159947,0.000008609
6697976,K06759.01,0.000160687,0.0021861716,0.0001826547
7592922,K06890.01,0.5774321212,0.1886240871,0.0043954873
7602351,K06892.01,0.5939086636,0.5688603155,0.1666455244
8362974,K07023.01,0.6360940913,0.1992392987,0.0038907005
9301564,K07157.01,0.7979974866,0.5518376416,0.0351103051
10089123,K07283.01,0.4181932431,0.3731070406,0.4946482764
8555967,K07894.01,0.0274174472,0.0082399141,0.0002369572
3547760,K04535.02,0.7546290494,0.1466799143,0.0019124724
11290515,K04716.02,0.0424762107,0.0011059713,0.0002955253
6767227,K04871.02,0.3924165174,0.1702738162,4.32490968698129E-05
3854496,K06368.01,0.6185558223,0.2442501636,0.0118096064
3972432,K06375.01,0.3208745723,0.1366430987,0.000060652
5860347,K06631.01,0.5822283628,0.2182660797,0.0008054992
6715997,K06762.01,0.64479944,0.3120257545,0.2048237481
6768616,K06765.01,0.7747466555,0.4439475825,0.340248851
10163067,K07291.01,0.3772689352,0.5425081311,0.7801132342
11241560,K07426.01,0.8196155441,0.2608217199,0.1085723281
11286311,K07432.01,0.6404305038,0.2554326336,0.3439941383
8043638,K00460.02,0.7900211513,0.3031137863,0.0286504752
1293379,K06253.01,0.7550917742,0.1959610338,0.0001453841
4076061,K06384.01,0.0008561877,0.0747101337,0.0002641382
5951140,K06635.01,0.452662724,0.3442926378,0.0002159153
6853172,K06776.01,0.7244076505,0.269321699,0.0561948689
7687365,K06904.01,0.8611023379,0.1343521254,0.0003598835
7700500,K06907.01,0.7071357916,0.2432629586,0.0013890672
8442795,K07040.01,0.0012974889,0.0614006604,4.8028978614223E-06
9397900,K07169.01,0.6336653563,0.2077496061,0.0018679087
10264293,K07301.01,0.7056323561,0.3602810865,0.1090392238
10290021,K07305.01,0.2276807046,0.1609832621,0.0111670868
11288492,K07434.01,0.7064995482,0.1720469978,0.0004710872
11296724,K07437.01,0.3741761397,0.1038096665,0.0081273557
2161949,K06259.01,0.6863569904,0.4910237805,0.4991104445
2161949,K06259.02,0.6725282988,0.4588035906,0.4927284806
5083138,K06511.01,0.7234765381,0.1950400197,0.0025258655
5087223,K06513.01,0.8284733369,0.3925442158,0.0024509476
5092799,K06516.01,0.5861872179,0.0659090072,2.93715258121718E-05
5092799,K06516.02,0.0144832362,0.0129460861,0.0011212525
6019971,K06646.01,0.6779443375,0.4305632428,0.2068905472
6035335,K06648.01,0.0251708587,0.032074074,0.0154315603
6864706,K06781.01,0.8293905269,0.1137662121,0.0090111035
9480398,K07179.01,0.0056406021,0.0540704225,6.99133688160103E-05
9513168,K07182.01,0.7901224378,0.3716815513,0.001451567
12116489,K00547.02,0.7556870746,0.2366139069,0.0658367176
11455795,K07446.01,0.025055233,0.1007968326,0.0171927101
2283362,K06262.01,0.2272905532,0.1756758526,0.0152774787
2301068,K06263.01,0.4434156177,0.1173430541,0.0020397802
2422820,K06267.01,0.8003121726,0.3309841069,0.1118070894
4282390,K06401.01,0.0201707843,0.0163989362,1.45896433929593E-05
