rowid,kepid,kepoi_name,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
6955,9015738,K01616.02,34.775371,162.2065,0.4758,2.93,38.8,0.67,582,27.11,5.7,6028,4.459,1.047
6956,9093086,K06191.02,12.7713826,141.3553,0.374,3.347,141.8,1.26,851,123.93,8,6273,4.442,1.044
6965,3747817,K04103.02,14.2378417,140.4771,0.314,4.86,193,1.1,629,37.02,10.5,5273,4.566,0.801
6967,8162789,K00521.02,10.8206034,140.5078,0.592,2.848,116.7,1.19,885,145.06,7.3,6032,4.387,1.06
6972,5613330,K00649.02,10.2090268,140.6805,0.213,6.264,36.7,0.92,1058,296.42,9.8,6188,4.196,1.524
6975,3545840,K06102.01,54.2916336,172.0219,0.7285,3.364,97.8,1.67,665,46.21,7.9,6711,4.179,1.565
6977,3634051,K06103.02,122.8054416,179.31732,1.346,2.663,313,118.62,602,31.11,10.6,5874,3.664,3.006
6978,3761319,K06104.01,16.2480865,143.96708,0.928,8.232,438.7,2.38,704,58.1,21.1,5729,4.436,0.923
6989,9389245,K06202.01,47.25643291,158.8207171,,2,,,,,,,,
6990,9828127,K04192.02,32.0273169,150.635,0.259,5.144,161.7,1.14,525,17.95,8.8,5505,4.501,0.909
6991,5177859,K04246.02,8.75630628,132.47009,0.371,2.852,81.9,1.12,982,219.87,9.8,5839,4.279,1.227
6992,11081504,K04287.02,9.6183111,138.3435,0.447,4.215,25,0.85,1142,402.64,11.9,6134,4.065,1.665
6994,8110757,K07865.01,0.518060209,131.9425,1.262,1.8062,2258.4,61.49,2921,17224.79,140.6,5405,3.853,1.772
6995,8278685,K04435.02,17.8693759,140.2811,0.259,6.886,63,0.81,759,78.58,9.8,6328,4.456,1.013
6996,5511659,K04541.02,17.236085,148.4127,0.04,4.209,330,1.98,721,63.85,10.4,5543,4.318,1.111
7004,4139254,K06108.01,485.92297,299.5015,0.4516,3.756,122.9,1.07,225,0.61,5.5,5551,4.386,0.957
7006,10141900,K01082.04,9.6550473,137.07505,0.124,2.752,313.1,1.45,705,58.36,12.2,4999,4.49,0.843
7009,4255944,K06111.01,228.65412,282.7548,0.225,2.487,179.1,3.63,521,17.44,6.6,6845,3.849,2.674
7017,9655711,K06209.01,12.7143635,134.79818,0.071,3.101,524.8,2.2,785,89.81,9.9,5947,4.481,0.962
7018,5856571,K01839.02,80.4103783,171.29626,0.913,3.487,591.4,4.93,535,19.35,14,5476,3.904,1.673
7019,8222395,K07873.01,1.93188768,133.1676,0.256,1.087,37.8,0.57,1427,977.65,8.8,5896,4.516,0.914
7028,8107150,K07863.01,5.2449156,136.0365,0.019,8.367,35.5,0.52,1015,251.14,11.7,5823,4.486,0.878
7031,4739229,K06118.02,4.66185924,133.58514,0.2695,3.164,49.3,1.16,1610,1590.18,15.8,7081,4.16,1.619
7033,4742420,K06120.01,90.097375,143.8471,0.042,12.697,282.6,1.7,430,8.05,11.5,6116,4.444,1.008
7034,9655711,K06209.02,7.72966941,138.92566,0.668,2.091,426.7,2.1,927,174.28,8.4,5947,4.481,0.962
7035,9727765,K06210.01,51.85656556,167.340205,,2.21,,,,,,,,
7042,9008103,K03283.03,87.707513,205.7369,0.4,2.184,578,1.72,310,2.2,7.1,4944,4.614,0.721
7050,5795648,K06016.01,4.553370029,135.433898,0.951,3.2209,23692,25.84,1264,603.58,570.6,6306,4.346,1.109
7057,4742420,K06120.02,205.41415,295.6538,0.0856,10.26,283.8,1.67,323,2.58,7.9,6123,4.465,0.991
7066,10198662,K06216.02,46.07931317,159.6728081,,1.87,,,,,,,,
7068,10200627,K06217.01,7.7016694,134.2294,0.01,10.898,155.7,4.44,1627,1656.27,17.8,5174,3.228,3.608
7073,8332521,K04567.02,4.67250377,135.23678,0.95,4.441,79.6,1.11,1149,412.73,13.8,6146,4.454,0.987
7081,10964440,K01310.02,144.688915,256.343,0.087,9.468,397.1,3.33,416,7.09,11.6,5372,4.007,1.71
7083,5428657,K06130.01,1.54287434,132.61697,0.013,1.1121,401.4,1.05,1007,243.62,20.7,4530,4.704,0.539
7086,5629353,K06132.01,33.3200908,150.0494,0.069,6.5265,6186.9,13,750,74.79,84.5,6264,4.133,1.651
7090,10414727,K06224.01,91.20573037,210.1533987,,4.17,,,,,,,,
7093,4736569,K01996.02,7.07394528,136.64371,0.277,2.319,228.3,0.84,647,41.43,9.5,4777,4.689,0.561
7097,10662202,K00750.03,14.516741,138.83799,0.851,2.706,227.2,1.45,606,31.8,10.1,4954,4.5,0.828
7098,9008103,K03283.02,20.5718107,142.80267,0.123,3.399,379,1.34,498,14.51,13,4922,4.624,0.708
7106,5629353,K06132.03,11.867172,142.985,0.001,4.815,595.6,4.03,1058,296.23,13.4,6264,4.133,1.651
7114,10735988,K06230.01,1.927177921,132.571474,0.399,2.7742,136140,28.94,1219,523.16,204.7,5193,4.525,0.774
7123,11968463,K02433.06,6.06330298,136.17607,0.0214,3.275,200.7,1.64,1153,418.4,13.1,6308,4.353,1.153
7125,11074835,K02533.03,26.1152887,145.5641,0.1382,12.54,70,2.38,898,153.98,10.6,5190,3.63,2.912
7137,6032730,K06141.01,96.509214,223.808,3.6303,0.589,1528,860.3,787,90.63,3.8,7343,3.751,2.955
7142,9839821,K02012.02,180.921729,234.3344,0.025,8.99,742.4,2.3,302,1.96,16.2,5818,4.554,0.848
7148,11341164,K06238.01,197.05431574,266.1346771,,6.38,,,,,,,,
7149,11462969,K06239.01,406.496216,325.9025,0.5052,3.495,380.2,1.77,236,0.73,6.9,5847,4.525,0.884
7160,6221385,K06145.03,7.3138454,137.561,0.893,2.273,247.7,2.73,1263,601.53,9.2,6486,4.136,1.485
7166,11656928,K06242.01,212.43503674,239.8349648,,4.26,,,,,,,,
7167,11566064,K00353.03,11.1619384,133.5538,0.739,5.195,124.4,1.97,1093,337.23,13.4,6200,4.072,1.64
7170,11656928,K06242.02,76.83994597,171.7707187,,3.11,,,,,,,,
7171,11656928,K06242.03,78.86684,143.7314,0.2074,4.5,86.1,1.3,573,25.44,4.8,6907,4.264,1.381
7179,7825899,K00896.03,28.8672107,156.19578,0.041,3.782,347.1,1.51,493,14,12,5191,4.564,0.837
7180,6946681,K06150.01,48.9528113,139.6768278,,1.66,,,,,,,,
7182,6946708,K06151.01,431.78556,507.3561,0.196,9.135,332.6,1.36,211,0.47,9.4,5642,4.6,0.747
7189,11775507,K06245.02,112.317402,241.6462,0.5434,3.471,182.4,1.77,475,12.05,7.8,6528,4.257,1.26
7205,10545066,K00337.02,154.607419,250.5204,0.0898,9.225,279.9,1.56,340,3.16,13.4,6017,4.508,0.931
7206,7663405,K01519.02,57.132855,152.9919,0.32,4.958,414.1,1.81,414,6.94,11,5157,4.445,0.904
7208,12367464,K06250.01,1.853209359,132.249661,0.99,1.7543,12319,32.99,2100,4584.55,238.9,6384,4.026,1.716
7210,11358389,K02163.03,28.2251049,153.7452,0.778,2.354,201.3,1.59,625,36.13,8.9,6014,4.436,1.021
7213,3548044,K02194.03,445.21685,202.847,0,16.37,211.6,1.37,237,0.74,11.1,5670,4.387,0.95
7215,8168187,K02209.02,35.502865,150.4186,0.783,8.149,115.9,2.18,724,64.83,11,5528,3.892,1.839
7225,7835312,K06164.01,29.5126153,134.7234,0.188,6.314,188.2,1.84,678,49.95,9.4,5746,4.189,1.351
7233,10730703,K02327.02,46.331703,173.2164,0.1484,4.514,299.9,1.39,441,8.98,9.4,5477,4.571,0.815
7234,4665571,K02393.02,0.766691517,132.19667,0.388,1.2638,244,1.22,1541,1334.22,29.5,4821,4.529,0.788
7236,7289317,K02450.02,7.1931193,137.2737,0.296,2.935,125.6,1.12,916,166.3,10.7,5518,4.4,1.008
7241,7375348,K00266.02,47.7439509,160.15905,0.977,2.99,96.9,1.74,575,25.84,15,5949,4.272,1.292
7242,1432789,K00992.02,4.57834367,132.2982,0.232,3.987,140.7,1.44,1206,499.41,11.4,5782,4.28,1.22
7250,8163784,K06172.01,31.8134892,137.82331,0.2316,1.422,234.2,1.18,496,14.31,5.2,5505,4.586,0.776
7251,2305866,K02610.02,115.230655,176.644,0.95,17.735,164.4,4.02,632,37.8,21.3,6585,3.813,2.517
7253,6436029,K02828.02,505.462916,458.07755,0.489,10.127,1724,3.46,181,0.25,17.6,4817,4.499,0.833
7254,7767162,K02869.02,274.743032,300.5018,0.4073,9.137,309,2.16,330,2.82,12.2,6277,4.306,1.207
7269,8223568,K06176.01,143.09688,143.701,0.1129,17.74,125,1.48,441,8.94,6.4,6725,4.335,1.31
7272,8355178,K06178.01,13.0327301,133.6778,0.67,3.902,242.3,1.64,809,101.4,11.1,6122,4.471,0.996
7273,4770174,K02971.02,31.9533679,159.6588,0.773,8.424,106.1,1.65,725,65.15,15.2,6313,4.228,1.467
7274,9838804,K03028.02,458.16754,462.2522,0.1573,6.97,683,2.11,208,0.45,5.6,5536,4.566,0.816
7275,9020114,K03088.02,67.8766605,187.3703,0.0011,2.598,389.2,1.92,455,10.11,9.1,6018,4.485,0.975
7277,7983117,K03214.02,25.0901574,138.4988,0.935,8.273,37.7,1.35,852,124.33,12.1,6033,3.985,1.788
7279,9966219,K03401.02,326.6708,327.7185,0.6133,10.84,386.4,2.2,283,1.52,10.8,5896,4.343,1.072
7281,7219825,K00238.03,362.97828,256.5011,0.055,14.083,260.6,1.96,296,1.81,13,6086,4.274,1.216
7286,8263187,K07878.01,36.566324,141.4473,0.018,4.832,2943,15.41,828,110.92,8.1,5294,3.599,2.884
7317,7289338,K03420.01,5.77451117,134.51434,0.348,3.752,156.3,1.87,1232,544.74,11.2,5821,4.127,1.492
7321,11442793,K00351.07,124.922516,129.7295,0.943,11.942,498.7,3.37,407,6.45,24.4,5970,4.317,1.2
7326,8218379,K01920.02,10.1384691,137.7149,0.207,4.026,92.8,0.74,723,64.55,9.1,5483,4.589,0.779
7330,3646449,K04999.01,65.752109,183.3112,0.109,6.854,382.5,2,458,10.36,9.9,5816,4.432,1.03
7334,4464394,K06115.01,168.66934782,132.5942053,,4.07,,,,,,,,
7335,5531953,K01681.04,21.9139549,148.52144,1.2,3.271,584.4,10.39,303,2.01,11.8,3638,4.844,0.42
7336,7620413,K02103.02,3.66520844,131.50911,0.045,3.308,65.8,0.82,1168,439.57,10.3,5579,4.389,1.029
7337,8838950,K02421.02,4.02321842,135.41629,0.396,2.162,81.2,0.48,747,73.5,9.8,4671,4.721,0.528
7338,6964929,K02756.02,5.06993245,135.836,0.3584,3.241,93.6,0.92,1053,291.11,11.6,5957,4.506,0.937
7347,4150611,K03156.01,0.761119678,131.68986,1.129,1.43,1112,27.81,2977,18660.94,9.7,6911,4.038,1.501
7350,5706592,K06618.01,8.6040858,138.163,0.4146,3.01,87.6,0.94,947,189.96,6.4,6250,4.472,0.986
7351,5716244,K06619.01,1.330333096,132.785555,0.692,5.045,61867,24.3,1634,1691.25,700.5,5984,4.521,0.906
7355,8364232,K07882.01,65.415183,140.2325,0.377,4.224,417.1,1.31,295,1.79,8.9,4348,4.62,0.646
7356,6670742,K06753.01,72.28198,156.753,0.2405,2.478,1265,13.11,984,221.28,5.4,7694,3.631,3.627
7361,6697976,K06759.01,371.70965709,163.4814151,,4.65,,,,,,,,
7365,7592922,K06890.01,2.15888911,131.97752,0.224,1.791,102.4,0.72,1130,384.49,9.9,5269,4.627,0.713
7366,7602351,K06892.01,17.5806026,148.6715,0.879,4.17,138.8,1.87,816,104.96,8.4,5839,4.199,1.358
7372,8362974,K07023.01,2.71772323,133.9451,0.197,3.22,70.3,0.72,1123,375.05,9.3,5135,4.464,0.874
7376,9301564,K07157.01,23.9830523,136.7741,0.096,8.77,83.2,1.17,718,62.83,11.3,5696,4.178,1.292
7378,10089123,K07283.01,134.413808,227.9768,0.1857,13.907,206.1,1.69,391,5.51,12.5,6013,4.37,1.187
7383,8555967,K07894.01,347.97611,169.433,0.057,16.77,341.3,1.62,253,0.97,11.9,5995,4.536,0.878
7388,3547760,K04535.02,5.78901936,136.9845,0.1847,3.102,110.3,0.78,849,122.75,7.8,5289,4.546,0.748
7390,11290515,K04716.02,12.26708306,141.2841427,,2.7,,,,,,,,
7392,6767227,K04871.02,5.522479,133.1184,0.6606,2.666,33.1,0.76,1288,650.66,8.6,6532,4.271,1.247
7394,3854496,K06368.01,9.4588054,136.8156,0.365,3.66,270,1.78,943,187.04,8.6,6247,4.433,1.066
7398,3972432,K06375.01,2.90805147,134.3193,0.771,2.812,103.1,0.97,1220,523.63,8.3,5889,4.543,0.869
7408,5860347,K06631.01,2.56271232,131.69665,0.346,2.163,29.4,0.48,1171,443.49,8.2,5190,4.446,0.899
7412,6715997,K06762.01,15.08186,141.7289,0.7171,4.004,81.6,0.98,758,78.11,7.1,5794,4.377,1.012
7413,6768616,K06765.01,13.05609,140.7128,0.097,3.498,170.8,1.3,814,103.85,10.8,6078,4.434,0.994
7433,10163067,K07291.01,25.9136674,131.8232,0.982,10.498,109.7,3.37,966,205.72,16.1,6167,3.804,2.346
7440,11241560,K07426.01,6.96197304,135.55021,0.103,2.806,151.3,0.97,778,86.68,8.8,5008,4.506,0.814
7444,11286311,K07432.01,13.1538409,143.31,0.39,11.56,104.6,1.03,750,74.8,10.6,5443,4.36,1.008
7446,8043638,K00460.02,36.0484798,150.0591,0.294,5.763,127.6,1.24,566,24.28,8.5,5602,4.33,1.1
7449,1293379,K06253.01,27.556452,132.1916,0.1438,8.23,289.2,1.4,531,18.86,6.7,5509,4.565,0.836
7454,4076061,K06384.01,566.28176,440.2605,0.2065,20.39,1200,2.79,203,0.4,8.9,5829,4.575,0.802
7464,5951140,K06635.01,0.52740121,131.6718,0.4309,4.807,1316,1.49,1027,263.23,31.1,3582,4.847,0.41
7473,6853172,K06776.01,28.655498,157.1618,0.079,8.58,173.6,1.45,658,44.37,10.1,6268,4.429,1.1
7476,7687365,K06904.01,26.1556767,154.35223,0.166,1.542,295,1.28,501,14.92,7,5204,4.573,0.76
7477,7700500,K06907.01,4.60687717,133.8738,0.341,2.295,258.7,1.14,865,132.78,7.5,5110,4.582,0.711
7485,8442795,K07040.01,502.20642,162.9131,0.9802,9.39,447.9,2.18,212,0.48,7.1,6018,4.615,0.733
7486,9397900,K07169.01,10.5113779,140.9553,0.198,4.74,29.9,0.72,1052,289.46,8.8,6575,4.278,1.305
7493,10264293,K07301.01,20.9525604,146.3809,0.74,3.986,232.9,1.19,495,14.2,9.8,4885,4.61,0.72
7496,10290021,K07305.01,3.72920972,131.9326,0.5232,5.012,14.4,0.8,1713,2035.92,9.6,6215,3.955,2.05
7499,11288492,K07434.01,5.704593,134.40102,0.285,1.149,129.9,0.95,900,154.92,8.5,5523,4.566,0.832
7501,11296724,K07437.01,1.9997244,131.93045,0.37,1.976,85.1,0.84,1385,870.41,8.9,5838,4.529,0.897
7506,2161949,K06259.01,4.78113942,131.7043,0.118,2.733,105.8,1.14,1130,386.46,9.6,5683,4.326,1.115
7507,2161949,K06259.02,7.18864064,133.14566,0.424,2.364,133.5,1.3,987,223.87,9.3,5683,4.326,1.115
7514,5083138,K06511.01,27.122801,141.9673,0.3462,5.255,234.7,1.46,594,29.38,8.1,5878,4.512,0.945
7515,5087223,K06513.01,5.62241111,132.74702,0.4026,1.185,464.1,1.17,561,23.43,8.5,3894,4.71,0.541
7517,5092799,K06516.01,11.2901559,135.3964,0.6285,10.475,163.8,0.88,617,34.17,8.6,5025,4.609,0.657
7518,5092799,K06516.02,28.24753303,136.0869137,,13.2,,,,,,,,
7522,6019971,K06646.01,7.1356633,135.09646,0.735,1.789,255.5,1.38,751,75.39,9.8,4926,4.522,0.793
7523,6035335,K06648.01,1.044408447,132.31116,0.1512,3.633,46.2,1.17,2745,13421.48,15.1,7274,4.161,1.698
7526,6864706,K06781.01,14.5909249,142.72,0.3084,1.591,146.9,0.93,622,35.34,6.3,5214,4.527,0.766
7542,9480398,K07179.01,407.14656,509.257,0.7466,23.26,82.3,1.18,272,1.29,8.2,5845,4.282,1.198
7543,9513168,K07182.01,6.853888,136.5231,0.469,2.561,653.8,1.74,613,33.32,8.2,4199,4.609,0.684
7545,12116489,K00547.02,7.34672485,134.5155,0.2525,2.136,143,0.97,784,89.33,10.1,5271,4.578,0.821
7553,11455795,K07446.01,1.057335679,131.792007,0.262,1.5795,47337,14.59,1276,623.51,476,4664,4.594,0.683
7556,2283362,K06262.01,0.673141323,131.68751,0.1065,0.921,229.5,1.29,1834,2675.15,10.5,5461,4.552,0.858
7557,2301068,K06263.01,8.60965352,134.38829,0.213,2.218,63.2,3.33,1550,1365.41,9.9,5418,3.447,4.233
7560,2422820,K06267.01,13.8911152,137.3481,0.168,5.062,204.9,1.12,674,48.8,10.3,5472,4.499,0.79
7566,4282390,K06401.01,1.96134311,132.30563,1.159,11.856,207.8,41.53,2167,5197.02,59.5,6221,3.935,2.198
7573,6045093,K06653.01,28.2682167,135.5505,0.5643,1.355,197,1.22,526,18.12,6,5496,4.564,0.838
7579,8391983,K07884.01,0.70965042,131.97695,0.145,1.318,223.4,1.49,2036,4086.46,9.4,5618,4.373,1.002
7585,7811211,K06918.01,0.902403563,131.827273,0.8925,1.7129,4759.5,6.17,1688,1919.35,220.3,5776,4.599,0.755
7587,7816935,K06921.01,6.87778029,133.04176,0.08,3.199,124,1.19,1052,289.51,10.1,6274,4.434,1.062
7600,8540376,K07892.01,10.692115,141.116,0.734,4.657,408.4,2.71,1008,244.47,9.4,6474,4.311,1.242
7602,10388451,K07319.01,17.1677675,142.9943,0.4828,2.975,335.1,0.97,370,4.43,7.4,3761,4.724,0.526
7603,10396708,K07320.01,8.50207749,132.36121,0.073,3.057,117.3,0.75,679,50.14,10.5,4889,4.57,0.715
7607,11495989,K07449.01,1.322475635,132.66777,1.198,5.307,997.3,14.03,1097,342.59,53.9,4668,4.7,0.548
7615,2449245,K06274.01,18.1772927,145.8085,0.039,4.703,213.1,1.5,737,69.62,7.9,6158,4.455,1.026
7622,4372620,K06409.01,19.9310602,145.7465,0.0766,8.48,97.9,2.42,960,201.01,14.2,5500,3.775,2.491
7629,5171707,K06532.01,0.813998812,132.1244,0.045,0.675,183.4,1.36,1933,3285.52,13.7,5705,4.424,0.989
7638,6956176,K06798.01,2.64185268,131.9331,0.199,1.76,149.8,3.56,2104,4636.69,7.9,5195,3.409,2.935
7644,7902204,K06931.01,2.54031121,133.77849,0.295,1.83,173.3,1.2,1268,611.31,10.1,5778,4.531,0.911
7649,8566113,K07061.01,1.371587993,131.80506,0.9829,12.901,456.1,4.91,2413,8016.36,43.3,7045,4.154,1.604
7654,9588862,K07195.01,5.89773974,133.42423,0.1566,2.243,77.9,1,1150,414.11,8.1,6300,4.371,1.126
7655,9596064,K07197.01,1.74145041,132.0107,0.33,1.712,370.6,1.46,1234,547.5,10.9,5238,4.598,0.764
7656,9596187,K07198.01,0.953299962,131.699309,1.267,1.69478,2236.6,35.67,2011,3850.25,298,6183,4.407,1.02
7657,9596892,K07199.01,20.2944118,148.08554,8.7053,0.357,453.9,774.73,648,41.69,5.6,5865,4.518,0.918
7659,10450504,K07327.01,17.9908273,141.92539,0.129,1.436,660,1.88,541,20.29,10.9,4918,4.546,0.752
7662,10464199,K07330.01,198.11309,175.3243,0.1542,15.59,53.3,1.09,399,5.96,8.3,6163,4.144,1.486
7663,10468514,K07331.01,0.84986054,132.0547,1.26,1.3875,6571.5,67.45,2260,6185.9,100.1,5164,3.949,1.676
7682,5193439,K06538.01,129.847318,240.6812,0.004,13.057,198.4,1.45,385,5.22,11.1,6133,4.427,1.032
7685,5215508,K06542.01,0.8867443,131.899639,,3.16,,,,,,,,
7696,7939761,K06934.01,22.2548897,142.2563,0.239,13.454,83.8,2.16,899,154.4,11.8,5349,3.76,2.388
7700,7967100,K06941.01,1.92730001,132.36067,1.285,18.812,6177.1,45.99,1614,1605.97,351.1,6057,4.352,1.11
7702,8613446,K07069.01,1.01485981,131.6159,0.185,1.65,243,1.61,1928,3274.72,8.4,6158,4.453,1.024
7704,8624860,K07072.01,15.3902613,140.8602,0.231,3.431,76.8,4.39,1459,1069.24,9.4,5649,3.282,4.994
7705,8686442,K07074.01,26.8552365,146.688,0.825,2.185,194.2,1.49,618,34.48,6.7,6045,4.494,0.955
7709,9635520,K07205.01,2.3518268,134.352,1.23,5.797,576.6,39.82,1535,1313.37,24.5,5445,4.14,1.426
7711,9639106,K07208.01,3.57944367,133.46198,0.3976,1.869,117.2,0.87,1018,253.89,8.5,5341,4.546,0.801
7718,11650543,K07467.01,7.20558084,138.3055,0.5196,2.997,58,1.33,1253,582.45,8.7,6002,4.025,1.693
7720,11671646,K07470.01,392.50115,498.8298,0.1835,9.88,391.2,1.9,225,0.6,8.9,5128,4.388,0.988
7731,4567118,K06425.01,521.10826,189.5977,0.3485,18.36,244.7,1.5,231,0.68,8.7,5942,4.432,0.947
7766,9651602,K07215.01,3.90735046,133.7385,0.088,2.896,109.3,0.83,1007,243.14,10,5497,4.577,0.809
7780,2970670,K06299.01,0.947554749,131.87955,0.058,1.097,65.4,0.67,1633,1680.03,12.4,5508,4.569,0.84
7795,6307000,K06687.01,1.002591901,131.65849,0.312,1.247,143.2,0.87,1391,884.21,11.1,4893,4.574,0.739
7796,6345758,K06689.01,3.37116682,132.0176,0.318,4.708,71.4,0.98,1291,656.3,9.8,5653,4.288,1.163
7809,8016692,K06954.01,6.613671,136.4964,0.096,4.211,32.8,0.91,1266,607.33,10.2,6056,4.071,1.597
7811,8042644,K06957.01,1.48062814,131.51535,0.479,2.898,62.5,0.76,1653,1770.63,10.3,6187,4.499,0.937
7820,9658089,K07220.01,1.057080807,131.69304,0.966,1.82,60.6,0.97,1805,2518.85,11.3,6000,4.487,0.946
7822,9693803,K07224.01,13.4959496,142.1992,0.2136,2.085,253.6,1.62,784,89.25,7.3,5962,4.464,1.019
7825,10659624,K07354.01,43.2675604,136.4574,0.818,8.331,69.1,1.61,664,45.99,10,5747,4.018,1.729
7829,11825996,K07483.01,16.9163386,132.8922,0.6327,2.521,64.2,0.68,648,41.74,6.3,5628,4.513,0.81
7853,6368222,K06697.01,82.97062172,171.428214,,8.22,,,,,,,,
7863,7135549,K06835.01,22.50053441,150.2171942,,7.44,,,,,,,,
7865,8091197,K06960.01,4.88698386,132.8804,0.661,1.127,125.4,1.2,1133,389.31,10.1,6152,4.464,1.009
7870,8815279,K07094.01,13.56092626,142.642578,,2.53,,,,,,,,
7876,9726452,K07226.01,42.48452259,165.1372596,,4.16,,,,,,,,
7880,9790965,K07231.02,4.74701479,133.33305,64.5159,2.464,3622,13333.5,1640,1708.72,10.1,6531,3.962,1.921
7881,9811915,K07232.01,1.96682825,132.68632,0.415,1.645,214.3,1.18,1283,638.54,9.5,5595,4.581,0.796
7882,10665749,K07359.01,4.237447181,135.17679,0.187,0.3792,350.1,2.26,1172,446.38,11.1,5993,4.425,0.993
7883,10670112,K07360.01,4.0953585,135.7884,1.0194,44.35,226.8,7.76,1680,1884.15,60.2,6839,4.094,1.7
7892,5897826,K00126.02,0.875197345,131.8135915,1.004,0.052,0,0.73,2518,9497.39,0,5855,3.999,1.796
7893,3240158,K01106.03,13.2298203,134.3757,0.435,3.566,157.8,1.5,856,126.84,10,6049,4.353,1.176
7899,3249334,K06318.01,5.90260586,136.35507,0.1049,1.832,337.7,1.26,759,78.58,8.2,4960,4.627,0.707
7900,3324069,K06320.01,22.80265,132.9476,0.1018,19.34,53.1,2.36,1045,281.59,11.8,5011,3.321,3.324
7905,4830859,K06454.01,27.2173855,144.6728,0.6516,3.268,155.9,1.34,667,46.8,6.7,6263,4.404,1.019
7907,5353938,K06568.01,6.27651592,136.18032,0.172,1.973,166,0.65,532,18.89,8.9,3914,4.748,0.515
7909,5380812,K06570.01,16.214474,136.435,0.6311,4.149,161.7,3.53,1256,587.82,9.4,6801,3.833,2.637
7912,5388229,K06574.01,0.61810542,131.74488,1.2326,6.666,12264,39.52,1994,3735.52,118.7,5371,4.403,0.949
7924,8112013,K06969.01,1.790518325,132.9384734,0.643,3.34624,61542,32.19,1850,2761.65,2493.3,6586,4.319,1.219
7925,8115647,K06970.01,40.7698541,158.86363,0.202,2.997,239.8,1.87,585,27.73,8.8,5884,4.306,1.21
7930,8881169,K07106.01,5.01880305,132.25191,0.172,1.823,98.7,1.08,1178,455.98,10.3,6220,4.398,1.083
7933,8953278,K07111.01,23.59919017,134.2797605,,2.05,,,,,,,,
7934,9821428,K07235.01,299.70688,360.3939,0.1196,15.39,230.7,1.15,237,0.75,8.6,5606,4.597,0.76
7941,10736489,K07368.01,6.842939,137.0596,,2.8,,,,99.24,,,,
7943,10751908,K07370.01,4.48538145,135.29081,0.1296,2.297,168.1,0.96,962,202.75,8.2,5654,4.607,0.737
7953,11129738,K01427.02,4.88446644,135.24744,0.776,2.057,221,0.84,579,26.5,9.1,3883,4.725,0.517
7954,4860678,K01602.02,3.03359398,133.08355,0.023,4.026,95.6,1.55,1529,1294.06,12.3,5557,4.037,1.616
7956,7765528,K01840.02,9.3888216,134.42144,1.14,4.154,192.7,20.91,963,202.91,9.6,5846,4.278,1.24
7970,5456979,K06579.01,2.6528082,131.5439,0.434,2.297,153.1,1.17,1280,633.57,9.8,5778,4.48,0.935
7986,8155654,K06980.01,6.29340543,133.8686,0.431,3.024,96.4,1.08,1072,312.61,8.7,6214,4.442,1.076
7988,8953281,K07112.01,0.78430061,132.23164,0.659,2.952,254.7,1.14,1566,1416.91,20.5,5176,4.589,0.681
7991,8958811,K07116.01,2.52557582,133.06586,0.372,2.32,35.4,0.62,1364,818.81,10.7,5821,4.421,1.036
7992,8958939,K07117.02,22.786522,153.2108,0.3817,2.197,228.3,1.45,661,45.26,7.9,6146,4.497,0.943
7999,10815677,K07376.01,1.284241817,132.65223,0.029,1.965,166.5,1.18,1623,1643.57,13.3,5849,4.517,0.919
8001,10843431,K07378.01,8.7396758,136.5829,0.957,3.866,1431,3.29,577,26.17,15.6,4406,4.643,0.628
8002,10848097,K07380.01,15.9474242,137.49449,0.1178,1.127,191.7,1.21,670,47.65,6.5,5472,4.44,0.877
8003,10866969,K07383.01,50.0122,153.9789,0.484,3.426,210.4,1.2,432,8.23,8.3,5357,4.503,0.814
8010,6307083,K02050.02,3.17796408,134.35285,0.901,0.542,47.7,0.74,1034,270.25,6,5061,4.488,0.841
8011,11705004,K02199.02,3.05293416,132.96692,0.328,2.155,227.5,1.18,1047,284.82,10.1,5311,4.588,0.788
8012,5978559,K02321.02,36.2530992,142.0377,0.721,4.73,152.1,1.43,582,27.17,8.3,6002,4.424,1.081
8013,6867555,K02439.02,7.5017934,138.8271,0.286,4.271,134.8,1.32,1046,283.25,9.8,6321,4.417,1.125
8014,12208631,K02449.02,0.912351255,131.59612,0.956,1.072,111.8,1.46,1840,2705.58,9.1,5481,4.369,1.036
8015,3346543,K06329.01,12.4701111,143.7236,0.569,3.616,89.7,2.06,1074,313.87,9.3,5623,3.877,2.109
8043,8180290,K06985.01,10.9279755,139.9174,0.0956,2.486,71.5,0.81,834,114.42,7.3,6045,4.494,0.955
8051,9025739,K07125.01,7.918267,134.1991,0.219,3.478,83.7,0.93,953,195.36,8.4,5966,4.418,1.016
8055,9909965,K07252.01,10.2170589,139.1299,0.132,2.259,121.3,1.17,929,176.34,7.9,6211,4.384,1.054
8057,9932197,K07255.01,86.95432088,187.7282221,,12.11,,,,,,,,
8063,10932270,K07389.01,27.5837778,142.9808,0.0221,1.516,202.5,11.03,1330,739.57,8.5,5092,2.945,7.913
8067,12304728,K07520.01,3.14735789,133.3871,0.03,3.643,51.8,3.45,2209,5635.4,9.3,5189,3.352,4.93
8070,7778767,K02523.02,2.61090223,133.25501,0.813,1.976,222.5,1.8,1323,724.16,10.7,5514,4.345,1.071
