rowid,kepid,kepoi_name,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
1408,11773328,K01906.01,8.710442022,134.614376,0.935,0.9425,1196.4,3.61,760,78.75,42.6,5416,4.575,0.809
1410,7289577,K01974.01,109.4450597,197.9832,0.149,3.792,1269.6,3.04,340,3.14,30.1,5403,4.5,0.868
1423,7779077,K01842.01,16.84183355,137.99443,0.688,2.6194,822.1,3.08,699,56.43,23.6,5602,4.404,1.009
1434,6862721,K01982.01,4.88753111,132.70783,0.147,2.034,679.6,2.45,1003,239.11,17.4,5568,4.499,0.957
1436,9279354,K02060.01,2.800111267,132.04865,0.806,1.0237,706.7,2.13,956,197.81,33.5,4786,4.579,0.704
1441,5080636,K01843.02,6.35585682,137.49837,0.912,1.55,176.6,0.86,503,15.1,9.2,3706,4.747,0.522
1443,3338885,K01845.02,5.05821338,135.702454,1.004,1.132,748.3,10.69,1168,439.8,43.2,4883,3.972,1.667
1451,10094670,K01984.01,22.06402,148.9199,0.941,4.1,388.7,2.67,712,60.81,31.5,6232,4.432,1.09
1452,8142942,K01985.01,5.756245244,133.903421,0.888,1.071,623.6,2.24,773,84.16,45.5,4931,4.605,0.734
1458,3248501,K02052.01,4.22464216,133.09108,0.913,1.403,987,4.31,1279,631.55,7.7,6343,4.408,1.14
1477,10134152,K02056.01,39.3135699,154.93767,0.006,5.0137,500.1,2.07,540,20.04,33.8,6060,4.509,0.925
1483,11570749,K01856.01,46.2991052,155.80223,0.025,5.2481,854.9,4.33,592,29.04,55,5396,4.035,1.507
1484,11297236,K01857.01,88.6440015,145.47193,0.724,7.82,625.5,2.51,391,5.51,57.6,5661,4.471,0.934
1485,10074466,K01917.01,35.01190875,150.37126,0.927,2.868,436.7,2.97,603,31.35,34,5872,4.332,1.153
1489,9411166,K01922.02,15.09521323,139.474359,,3.41,,,,,,,,
1494,6061773,K02001.01,8.27745764,138.25667,0.261,2.713,197.2,2.46,1088,331.35,17.3,5129,3.884,1.781
1496,2579043,K02064.01,6.31219171,136.93315,0.018,4.9377,403.7,2.17,1096,342.04,35.6,6322,4.426,1.075
1497,3239671,K02066.01,147.97391,263.08561,0.034,6.854,1267.1,3.33,329,2.78,26.4,5578,4.44,0.95
1502,8160953,K01858.02,86.049055,201.0385,0.2597,29.28,429.9,2.06,410,6.68,8,5733,4.432,0.997
1505,4157325,K01860.03,3.07644709,353.7643,0.708,2.6326,216.7,1.61,1253,583.25,29.3,5670,4.397,1.022
1506,5108214,K01924.01,2.11913005,132.59,0.67,4.141,28.7,1.35,2090,4512.1,21.5,5799,3.813,2.377
1510,5770074,K01928.01,63.0380366,169.12161,0.021,7.3702,658.7,2.59,465,11.1,53.1,5798,4.411,1.019
1517,10005758,K01783.01,134.4785189,169.28141,0.924,5.9288,4033.5,10.52,412,6.81,149.9,5791,4.185,1.336
1518,10158418,K01784.01,5.007414194,135.024066,0.926,1.3584,4413.9,8.8,1114,363.75,196.6,5957,4.417,1.042
1522,3648437,K01861.01,17.50441726,135.74731,0.006,4.2585,725.4,3.56,824,108.78,47.5,5815,4.16,1.329
1525,11126381,K01863.01,33.7888028,153.65384,0.078,5.496,649.2,2.71,611,33.01,36,6202,4.436,1.062
1526,4149450,K01864.01,3.215109385,133.77747,0.954,4.365,158,1.54,1155,421.21,53.3,5541,4.472,0.934
1535,2449431,K02009.01,86.7490807,170.29281,0.003,9.179,547.1,2.23,398,5.94,35.7,5579,4.419,0.97
1539,5731623,K01793.01,3.261759866,131.778858,0.949,1.7593,3876.1,8.01,1262,599.54,190.4,6131,4.497,0.945
1556,6707908,K02014.01,2.466070972,132.32097,1.223,1.9559,704.5,24.3,1260,595.8,42.6,5708,4.529,0.884
1564,9758089,K01871.01,92.7297248,177.43808,0.857,6.83,1257.5,2.81,276,1.38,43.3,4580,4.641,0.675
1566,9883311,K01872.01,30.5231459,146.85072,1.06,2.7286,2212.3,11.26,506,15.46,38.7,5518,4.585,0.79
1568,4242147,K01934.01,28.78270955,132.3189,0.002,3.451,864.5,2.11,443,9.09,40.1,4774,4.58,0.745
1578,4349442,K01803.01,4.539297295,133.9595824,0.83,1.9455,798.1,2.34,830,112.09,50.3,4914,4.61,0.724
1589,10005788,K01940.02,6.73679732,136.4043415,,2.36,,,,,,,,
1590,10656508,K00211.01,124.03589939,136.015098,0.075,4.8472,7690,11.13,413,6.88,190.1,5822,4.244,1.28
1592,2832589,K01942.01,10.84969477,136.74432,0.55,3.474,1122.1,2.67,676,49.3,43.5,5251,4.592,0.778
1593,2438513,K01944.01,12.18420006,139.05644,0.746,2.5014,499.3,2.59,819,106.52,23.3,5771,4.374,1.068
1597,8578780,K02023.01,13.59051547,133.07217,0.232,3.784,621.9,2.4,724,64.8,27.7,5442,4.409,0.974
1599,7761918,K01808.01,89.1935737,217.82184,0.015,4.0104,868.3,3.81,483,12.83,43.5,6071,4.239,1.295
1605,3098810,K01878.01,40.80957343,142.69218,0.949,3.158,436.1,3.44,623,35.68,39.3,6183,4.301,1.3
1612,11656918,K01945.02,17.1181036,136.19429,0.4346,1.29,167.7,1.22,654,43.25,6.1,5576,4.515,0.929
1613,10844890,K01946.01,8.29482811,133.50201,0.932,2.7437,559.5,2.76,876,139.38,38.1,5773,4.478,0.939
1623,8624520,K01816.01,10.240611361,131.667897,0.786,0.9617,2958,3.9,656,43.85,72,5227,4.623,0.64
1630,4851530,K01884.02,4.77502117,355.45644,0.518,1.7087,451.4,1.73,926,174.23,16.7,5275,4.505,0.796
1633,6300348,K00212.01,5.69590202,139.231637,0.049,3.5661,4921.1,6.61,1043,279.61,391.2,6106,4.497,0.94
1643,5124667,K01822.01,150.8783198,206.69223,0.022,8.6797,659.9,4.37,423,7.56,70.6,5504,3.999,1.737
1650,11074178,K01889.02,9.18189122,132.40505,0.971,4.343,363.6,2.17,804,98.61,18.2,5741,4.555,0.846
1651,11030475,K02248.04,2.64622742,132.66343,0.478,1.407,155.5,0.99,1082,324.38,8.4,5167,4.555,0.787
1652,5942808,K02250.01,2.935362067,136.18415,0.86,1.5043,1052.6,3.15,1022,258.48,38,4922,4.505,0.823
1660,7033233,K02339.02,65.18703725,177.6208875,,5.44,,,,,,,,
1661,6383785,K00239.02,3.62275506,132.99267,0.007,2.7868,180.6,1.62,1304,683.84,22.3,5794,4.282,1.216
1669,8261920,K02174.01,6.69332825,137.70324,0.952,2.311,781.8,2.44,609,32.54,23.4,4245,4.641,0.637
1670,8261920,K02174.02,33.1362861,169.50676,0.791,4.163,825.2,2.05,357,3.86,16.3,4245,4.641,0.637
1671,8261920,K02174.03,7.72513619,176.80202,0.954,2.042,382.2,1.71,581,26.91,10.5,4245,4.641,0.637
1674,8126558,K02259.01,12.19140405,136.33677,0.091,1.8832,665.8,2.46,763,80.01,19.4,5516,4.399,0.967
1683,12017109,K02106.01,9.75374033,134.06014,0.295,2.348,430.8,1.87,813,103.3,18.9,5806,4.528,0.899
1693,3734418,K02261.02,6.6254781,136.1733,0.2113,2.358,122,0.9,828,111.18,2.7,5211,4.5,0.832
1694,8613535,K02263.01,29.9685917,147.8598,0.282,6.678,309.5,1.91,644,40.76,26.5,6249,4.428,1.076
1708,8591173,K02181.01,12.2885046,141.61869,0.632,2.807,342.1,3.22,913,164.61,12,5109,3.96,1.671
1718,1872821,K02351.01,10.27380957,134.65748,0.125,3.252,352.8,1.68,799,96.27,19.2,5806,4.528,0.899
1721,8013439,K02352.03,8.2562857,137.9267,0.816,2.0378,37.3,1.49,1387,874.56,18.2,6197,3.837,2.188
1726,4140813,K02117.01,13.36019864,131.81481,0.534,2.788,699.9,1.84,520,17.3,21.3,4500,4.638,0.688
1728,3097926,K02186.01,14.97974335,143.46174,0.93,4.126,1211.8,3.79,620,34.95,33.2,5062,4.481,0.853
1729,10518424,K02188.02,6.7445683,135.5092,0.1199,3.813,86.6,0.86,983,220.68,6.8,6106,4.496,0.923
1730,5730445,K02189.01,33.35859852,137.57061,0.937,2.286,1825.9,4.44,459,10.46,32.2,5009,4.515,0.799
1731,5601258,K02191.01,8.84784273,140.15085,0.047,2.0572,460.2,1.15,479,12.48,21.1,3867,4.718,0.552
1737,5716932,K02358.01,56.4931698,143.99262,0.707,8.704,411.9,4.43,681,50.79,31.8,6160,3.976,2.046
1740,11566256,K02361.01,5.78387049,135.5798,0.227,1.3966,413.3,2.07,1051,288.69,20.7,6063,4.476,1.012
1743,4857213,K02120.01,8.77425786,132.33386,0.917,2.2245,239.6,1.75,771,83.63,22.3,5146,4.445,0.905
1746,8591693,K02123.01,29.4557841,154.17062,0.018,3.451,533.8,2.19,598,30.3,26.6,6036,4.491,0.949
1760,5602588,K02369.02,6.3143447,173.3097,0.0584,2.796,191.4,1.34,1012,247.53,6.4,6075,4.486,0.969
1761,5385304,K02370.01,78.7327023,168.72926,0.956,5.041,495.8,7.76,761,79.13,19.1,6715,3.754,2.763
1763,11462341,K02124.01,42.3375799,158.25187,0.947,4.924,354.8,1.45,311,2.21,18.1,4132,4.682,0.581
1764,9405595,K02125.01,23.3593589,144.01826,0.94,5.389,570.1,2.98,684,51.68,25.9,6244,4.46,1.009
1769,8494542,K02204.01,10.86062378,136.65957,0.261,2.2874,189.6,2.09,1108,356.24,20.7,6455,4.125,1.496
1771,11073656,K02206.01,1.834277283,132.85895,0.381,1.7499,286.5,1.64,1459,1068.36,24.8,5751,4.458,0.958
1777,12505654,K02353.01,5.186737262,134.99509,0.825,0.8023,712.7,2.4,860,129.37,25.7,5230,4.594,0.777
1778,7215678,K02354.01,1.151244686,132.64551,1.387,1.272,269.6,40.32,1756,2253.09,32.6,6086,4.511,0.921
1781,7449554,K02357.01,2.42088277,133.57809,0.227,2.812,223.3,2.27,1616,1615.12,20.7,5583,4.077,1.53
1783,2161536,K02130.01,16.85592593,138.26808,0.038,2.309,871.5,1.7,408,6.52,19.5,3967,4.674,0.587
1785,9661979,K02132.01,69.8956789,160.66805,0.872,5.276,548.4,3.04,442,8.99,21.9,5390,4.303,1.104
1793,3440978,K02288.01,38.103908,161.08647,0.987,3.837,961.1,4.08,456,10.22,20.3,5250,4.522,0.771
1795,12121570,K02290.01,91.500873,165.67309,0.032,4.842,704.8,1.82,310,2.18,22.6,5051,4.628,0.706
1796,8410415,K02291.01,44.2993483,141.28194,0.614,4.298,797.9,2.68,463,10.85,23.2,5316,4.459,0.915
1797,7987866,K02363.01,3.13877646,133.65614,0.436,1.6663,174.1,0.97,1022,257.32,20.2,5242,4.556,0.722
1801,9086251,K02367.01,6.89213244,131.63179,0.541,1.725,82,1.35,1177,454.45,17.3,6164,4.227,1.446
1810,4248120,K02216.01,23.34036251,136.20727,0.25,2.054,615.1,2.21,601,30.94,18.2,5530,4.425,0.892
1811,9580992,K02217.01,37.8034121,155.37719,0.968,4.641,678.1,2.95,460,10.57,20.2,5329,4.572,0.819
1812,8321314,K02293.01,15.03366411,144.98055,0.01,3.272,374.9,1.7,669,47.32,22.2,5523,4.526,0.891
1813,6934986,K02294.01,131.485184,177.48749,0.578,5.294,557.8,3.03,400,6.08,19.4,5765,4.236,1.242
1814,4049901,K02295.01,16.2908527,132.11774,0.105,3.176,44.1,0.52,622,35.48,14.5,5425,4.549,0.797
1819,10798331,K02373.01,147.281212,148.80124,0.474,7.375,452.8,2.28,353,3.69,17.3,5708,4.365,1.054
1830,5357545,K02219.01,3.757294695,133.95965,0.586,0.9269,273.3,1.23,877,139.89,23.4,4901,4.618,0.716
1832,5342473,K02297.01,4.64495172,136.02095,0.301,3.366,147.4,1.38,1209,504.23,19.8,6047,4.343,1.129
1833,9334893,K02298.01,16.6671415,141.76551,0.444,3.526,175,0.7,469,11.47,17.9,4729,4.726,0.525
1834,9963265,K02299.01,16.48686712,139.20338,1.198,1.431,987.9,27.45,760,78.99,22.1,6090,4.447,1.071
1850,9289704,K02222.01,34.135676,157.7959,0.087,9.12,622,13.98,1526,1281.86,8.6,7818,3.365,5.555
1854,10874215,K02305.01,31.0325991,152.27157,0.611,3.476,737.4,2.64,561,23.41,17.6,5841,4.52,0.931
1856,7661065,K02307.01,4.150297119,134.9355,0.971,1.2058,593.4,3.03,981,218.44,24.2,5290,4.519,0.858
1857,3937519,K00221.02,5.89661966,134.03046,0.039,3.154,144,1.28,1000,237.1,15.3,5392,4.314,1.087
1860,9517393,K02076.01,56.7769831,181.09789,0.703,6.864,884.3,3.21,491,13.74,33.6,6063,4.476,1.012
1864,3229150,K02150.01,18.5084526,131.54555,1.258,6.596,758.9,29.33,683,51.32,30.1,5942,4.506,0.938
1868,8892157,K02224.02,86.130534,200.9117,0.072,3.321,285.2,1.47,391,5.55,3.7,5830,4.54,0.876
1871,11520459,K02226.01,8.46354384,134.35341,0.387,1.4078,792.2,2.51,805,99.37,26.1,5427,4.495,0.887
1875,11718144,K02310.01,16.4581861,134.01969,0.108,1.9637,435.8,1.82,644,40.61,22.4,5475,4.521,0.884
1876,4247991,K02311.01,191.86419296,294.47036,,4.9,,,,,,,,
1877,4247991,K02311.02,13.72549689,145.03352,,7.62,,,,,,,,
1878,10026544,K02312.01,176.331289,170.8589,0.2455,13.89,109.8,2.38,505,15.4,8.4,6146,3.8,2.251
1882,2853780,K02081.01,6.2141496,132.25182,0.403,10.141,183.4,4.27,1506,1216.48,53.4,5295,3.617,3.152
1883,9472000,K02082.01,31.5888979,155.61538,0.194,3.438,360.6,2.59,682,51.02,27.3,5866,4.175,1.367
1886,12505076,K02154.01,11.92979348,136.66919,0.003,6.152,709.3,2.43,770,83.04,27.8,5831,4.517,0.921
1887,6185476,K00227.01,17.65737838,136.585509,0.8277,3.509,2155.7,2.45,350,3.55,117.2,3745,4.784,0.47
1892,4473226,K02229.01,14.83340944,135.44213,0.399,3.927,783,2.54,694,54.74,19.1,5570,4.471,0.904
1894,2854181,K02232.01,101.1323475,210.18316,0.057,4.366,1502.9,3.87,380,4.91,25.7,5492,4.389,1.016
1898,6062929,K02315.01,22.1334224,152.18405,0.025,2.049,654.6,1.76,507,15.65,16.3,5165,4.633,0.702
1901,7097965,K02083.01,7.72085047,136.563,0.963,1.8264,267,2.53,1021,257.14,25,5887,4.29,1.177
1903,3967326,K02084.01,4.19577385,135.17605,0.521,2.1557,874.2,3.02,1047,283.78,23.3,5229,4.378,1.005
1906,5211199,K02158.01,4.5620407,132.64295,0.925,2.8521,81.6,2.82,1533,1306.97,22.8,5343,3.764,2.506
1907,8804455,K02159.01,7.5966998,131.95296,0.725,3.667,127.5,1.32,964,204.34,24.5,5716,4.343,1.091
1910,5546761,K02160.02,15.40877383,139.4831786,,3.49,,,,,,,,
1914,5005121,K02237.01,76.421501,164.4879,0.015,7.218,578.4,2.81,455,10.11,23.9,5561,4.263,1.19
1919,9003401,K02319.01,21.1033014,144.66035,0.125,2.059,192.5,1.56,718,62.99,21.3,6000,4.363,1.126
1920,5978559,K02321.01,95.6114617,138.35664,0.046,7.489,487.4,2.37,421,7.45,21.6,6002,4.424,1.081
1921,8872048,K02323.01,58.35512552,179.39795,,8.45,,,,,,,,
1922,7746958,K02324.01,1.204686597,131.90556,0.328,0.823,233.2,1.55,1711,2026.81,10.8,5780,4.438,1
1926,5705819,K02091.01,8.77997349,138.48383,0.481,3.2201,755.7,2.12,713,61.24,32.7,5191,4.597,0.764
1936,7120108,K02325.01,1.025857984,131.655621,0.779,0.8069,270.7,1.57,1520,1264.7,36,5123,4.501,0.847
1939,11192235,K02329.01,1.615357809,132.7846,0.931,1.1435,499.6,1.37,806,99.32,31.2,3821,4.755,0.486
1942,6525946,K02093.01,6.78341325,136.10468,0.665,3.5437,501.2,20.75,2628,11295.61,35.3,5096,2.435,8.769
1944,8505920,K02094.01,42.4269647,156.17194,0.962,5.907,632.4,3.44,496,14.33,26,5330,4.366,1.013
1946,6041734,K02167.02,6.95787,359.007,0.1686,4.537,182.3,1.39,1047,284.4,1.8,6240,4.406,1.025
1950,9006186,K02169.02,3.26662733,136.08452,0.623,2.056,59.9,0.68,1072,312.85,18.6,5450,4.563,0.842
1952,11030475,K02248.01,2.81814715,132.25336,0.305,1.763,278.6,1.3,1059,298.2,16.5,5167,4.555,0.787
1953,11030475,K02248.02,9.4907638,131.50396,0.3638,2.713,197.4,1.05,704,58.01,7.3,5290,4.604,0.746
1954,11030475,K02248.03,0.76196247,132.78371,0.322,1.282,190.2,1.08,1638,1710.11,18.3,5167,4.555,0.787
1957,5534941,K02332.01,3.70063251,133.16065,0.71,5.408,68.6,1.24,1329,737.02,29.8,5423,4.105,1.404
1961,9307509,K02096.01,9.76293284,139.15802,0.499,3.064,553.2,1.94,703,57.59,23.6,5052,4.503,0.816
1966,9006186,K02169.03,4.27226421,133.21863,0.744,2.113,48.9,0.64,981,218.63,13.7,5450,4.563,0.842
1967,9006186,K02169.04,2.19251903,132.2332,0.616,1.845,18.1,0.37,1225,533.25,6.6,5450,4.563,0.842
1970,4173026,K02172.01,10.44087398,137.97113,0.914,3.743,821.5,3.41,829,111.52,22.2,5738,4.426,0.981
1971,10471621,K02554.01,39.7557642,150.60745,1.219,1.958,621.8,13.72,325,2.64,10.2,4405,4.732,0.511
1972,10471621,K02554.02,10.27127527,135.17631,0.046,3.029,343.5,0.94,510,16.02,17.5,4405,4.732,0.511
1977,11752906,K00253.02,20.6180348,145.51232,0.155,3.267,769.5,1.57,359,3.92,16.3,3757,4.681,0.576
1980,6198182,K02636.01,3.88148385,135.12314,0.252,2.679,36.3,0.59,1156,423,11.9,5854,4.469,0.979
1982,8676038,K02410.01,186.65435483,187.3800339,,10.51,,,,,,,,
1984,8676038,K02410.02,86.59322294,201.0035479,,7.98,,,,,,,,
1985,8073806,K02411.01,11.96407399,133.15804,0.903,4.526,784.2,3.21,808,100.96,22.9,5903,4.437,0.961
1989,8074328,K02486.01,4.267961416,134.07063,0.255,1.3427,127.4,1.42,1371,834.16,24.6,6395,4.275,1.237
1994,6605493,K02559.01,9.30991834,136.39785,0.551,3.455,114.5,1.21,913,164.38,19.2,5806,4.353,1.101
1995,4670217,K02560.01,18.1209388,134.17616,0.108,3.781,504.2,1.68,543,20.58,15.8,4905,4.536,0.774
1997,9574179,K02637.01,3.98864999,134.8296,0.355,3.516,94.2,1.15,1233,547.73,12.4,5692,4.288,1.188
1998,6211812,K02638.01,2.524017517,133.85946,0.077,1.1968,303,1.5,1203,495.14,19.8,5420,4.487,0.871
1999,11391755,K02639.01,25.1123362,146.3464,0.007,7.922,398.8,2.22,691,53.73,11.8,6133,4.367,1.112
2000,11391755,K02639.02,2.121023807,170.85004,1.0045,0.3673,263.9,5.75,1573,1446.5,6.4,6133,4.367,1.112
2001,9088780,K02640.01,33.18089453,136.482018,,15.24,,,,,,,,
2002,8894646,K02641.01,3.55557922,132.75203,0.269,3.24,60.4,0.84,1270,615.03,15.5,5839,4.337,1.082
2006,5621586,K02415.01,5.25419589,133.72952,0.007,2.9878,461.8,2.12,1093,338.15,26.1,6123,4.472,0.987
2007,9210387,K02416.01,5.90608902,131.56096,0.025,2.409,340.7,1.77,1012,247.83,9.3,5966,4.493,0.961
2008,11852982,K00247.01,13.81504449,181.12621,0.868,2.3244,1032.6,1.91,391,5.52,46.7,3732,4.736,0.509
2010,2718778,K02489.01,3.92453009,132.40179,0.112,3.691,463.5,1.82,1074,314.25,25.3,5776,4.554,0.849
2011,3122913,K02490.01,11.60653061,134.41637,0.024,2.194,771.7,1.88,584,27.47,17.8,4703,4.582,0.701
2022,9654468,K02417.01,47.7052566,146.3164,0.918,5.959,1161.5,2.89,347,3.42,22.8,4551,4.609,0.672
2032,8247770,K02569.01,8.28157072,136.25775,0.042,3.1,139.2,1.37,956,197.82,12.9,5640,4.288,1.175
2033,6867588,K02571.01,0.82628442,132.26993,0.28,0.9603,134.9,0.96,1629,1654.69,25.6,5218,4.548,0.829
2034,7501646,K02572.01,6.37705295,136.91384,0.234,1.949,502.8,2.15,935,180.66,17.9,5672,4.503,0.965
2040,8838950,K02421.01,2.27050106,133.54216,0.473,1.903,106.7,0.55,903,157.05,15.9,4671,4.721,0.528
2048,8256453,K02573.01,1.347512632,132.127858,1.252,1.9817,2651.8,23.45,1346,775.18,88.7,5316,4.585,0.685
2051,12257999,K02577.01,18.55581565,132.07105,0.073,5.372,565.9,20.83,1793,2442.24,33.2,5988,2.982,8.841
2052,6922203,K02578.01,13.33094869,133.78632,1.199,1.426,725.6,25.95,815,104.37,17.1,5991,4.394,1.039
2063,8631504,K02503.01,14.8200596,133.39933,0.059,3.902,184.9,0.96,552,21.92,21.9,4825,4.603,0.732
2064,8110767,K02504.01,20.49041,144.41979,0.011,4.369,661.8,2.34,625,36.01,23.3,5681,4.524,0.923
2067,8379705,K02507.01,11.1296971,138.57573,0.572,2.942,371,1.93,843,119.44,14.7,6122,4.487,0.964
2068,9896018,K02579.01,2.7296036,133.28661,0.509,2.721,145.6,1.53,1455,1056.15,18.4,5887,4.292,1.235
2070,11818872,K02581.01,12.7372371,136.0162,0.364,3.358,100.8,0.87,697,55.82,12.9,5420,4.502,0.868
2071,11771430,K02582.01,40.0306267,148.85882,0.322,4.815,214.5,2.01,617,34.19,19.5,5855,4.227,1.373
2088,10387742,K02583.01,3.03267135,134.0668,0.238,1.774,42.4,0.6,1187,468.31,15.6,5640,4.492,0.921
2092,12156347,K02588.01,5.77957133,136.53014,0.946,2.5213,396.6,1.5,598,30.22,18.9,4102,4.687,0.581
2093,8636539,K02656.01,6.77367892,138.07568,0.228,3.579,150.7,1.33,1083,324.84,15.1,6392,4.425,1.072
2094,9283156,K02657.01,5.22402436,132.85379,0.12,2.608,48.1,0.58,941,185.16,15.1,5487,4.512,0.84
2095,8547429,K02658.01,11.6601667,140.62189,0.983,5.882,181,2.08,834,114.36,20.4,5791,4.381,1.083
2099,5097868,K02435.01,6.80243431,132.40355,1,3.817,249.1,2.6,895,151.72,14.9,5836,4.561,0.816
2103,9574158,K02512.01,15.92108138,147.0537,0.972,1.5443,716.8,3.14,645,40.88,16.1,5595,4.57,0.82
2104,9653622,K02513.01,19.0054098,144.15574,1.228,1.843,542.4,28.47,758,78.19,20.2,6347,4.423,1.036
2106,7294743,K02516.01,2.81043228,133.40821,0.351,3.874,47.4,1.43,1701,1978.53,17.8,5415,3.868,2.079
2109,6765135,K02592.01,175.603366,202.3721,0.952,9.543,506.8,2.87,348,3.46,14.7,6225,4.461,1.009
2110,3861595,K00004.01,3.849371737,157.526686,0.915,2.632,1298.6,12.94,2034,4055.29,132.7,6244,3.657,2.992
2117,5342061,K02666.01,64.034363,159.0432,0.985,9.174,758.8,3.47,411,6.72,16.9,5691,4.561,0.783
2125,4047631,K02519.01,4.790912471,132.01539,0.969,0.5134,360.7,2.25,717,62.51,17.6,4359,4.601,0.676
2137,8022489,K02674.01,197.5111484,272.3864,0.814,11.106,2575.6,9.52,391,5.54,175.2,5616,4.004,1.674
2143,6516185,K02445.01,47.3659328,175.0355,1.085,7.929,757,11.97,481,12.62,16,5708,4.482,0.902
2146,7183745,K02521.02,4.86634094,353.34131,0.895,1.885,366.7,1.94,881,142.39,15.2,4996,4.497,0.831
2147,9177629,K02522.01,5.60402307,133.82508,0.8,1.0273,224.9,1.25,774,84.65,20.6,4847,4.581,0.737
2150,5942949,K02525.01,57.2932309,146.23112,0.021,4.878,773.6,1.95,355,3.76,15.7,4806,4.564,0.729
2153,7446631,K02598.01,29.2254372,143.98764,0.384,5.293,174.1,1.35,614,33.69,15.7,6049,4.461,1.008
2157,5906426,K02377.01,13.9034057,143.52317,0.871,3.408,261.4,1.55,646,41.08,15.3,5261,4.523,0.819
2161,12208631,K02449.01,53.3580444,138.38498,0.905,6.812,736.1,3.41,474,11.94,19.7,5481,4.369,1.036
2166,7879433,K02527.01,1.385787741,135.49119,0.35,1.6449,85.4,0.55,1008,245.15,19.1,4239,4.667,0.6
2167,9205907,K02528.01,12.02295362,136.20687,0.965,1.2667,778.6,3.28,776,85.78,20.1,5982,4.535,0.879
2173,2443393,K02603.01,73.711039,202.7848,0.284,10.062,136.7,1.77,563,23.81,21.1,6374,4.193,1.502
2174,9019191,K02604.01,14.43348326,143.60783,1.185,2.663,526.8,16.25,558,22.91,14.8,4915,4.627,0.702
2176,3002478,K02380.01,6.35705314,135.47756,0.023,1.324,272.2,1.59,990,227.07,17.3,5982,4.493,0.96
2180,8631751,K02453.01,1.530515205,131.867506,0.882,0.5945,659.7,0.84,608,32.46,23.2,3462,5.004,0.259
2187,4172746,K02531.01,17.6997392,140.94958,0.105,2.76,752.7,1.96,523,17.73,19.8,4807,4.583,0.742
2188,5174858,K02532.01,7.9709719,134.0507,0.911,1.2893,488.4,2.27,760,79.1,17.3,5237,4.572,0.826
2193,5095635,K02607.01,0.754457729,134.983522,0.677,0.5891,248.2,2.07,2131,4879.62,31.1,5561,4.25,1.193
2198,4172013,K02386.01,16.2707207,145.097,1.187,5.707,468,28.42,827,110.79,13,6117,4.315,1.244
2204,5042210,K02462.01,12.14684625,131.55623,0.687,6.197,70.7,1.75,1097,342.49,27.1,5877,3.927,1.963
2206,1996180,K02534.02,5.42204257,133.46021,0.94,2.952,79.1,1.39,1222,527.11,10.7,6123,4.263,1.263
2207,9635606,K02535.01,48.8882668,153.8341,0.988,6.468,462.8,2.96,386,5.23,13.5,4821,4.529,0.788
2210,1849702,K02538.01,39.8312536,155.6409,0.24,2.442,388.8,1.46,420,7.33,15.8,5026,4.58,0.759
2212,2305866,K02610.01,24.1073172,145.9415,0.693,10.465,104.2,2.74,1065,304.22,23.6,6585,3.813,2.517
2213,11187837,K00252.01,17.60461401,170.4984,0.715,3.716,2292.1,2.64,362,4.07,80.1,3744,4.737,0.516
2215,9712350,K02613.01,51.5738653,158.06744,0.275,2.784,900.7,2.41,417,7.12,13.2,5380,4.581,0.813
2231,6183511,K02542.01,0.727331746,132.37007,0.153,0.8323,357.4,0.67,849,122.92,20.4,3460,4.92,0.356
2232,12469800,K02543.01,1.302017467,131.93696,0.286,1.3692,290.5,1.37,1344,772.73,21.4,4948,4.508,0.816
2236,11465950,K02620.01,16.0573291,132.39054,0.883,3.546,575,2.27,645,41.04,17.5,5644,4.575,0.806
2238,4665571,K02393.01,4.60300256,133.22313,0.072,2.6848,302.5,1.32,848,122.02,22.2,4821,4.529,0.788
2241,6199056,K02398.01,1.169010526,131.738567,1.13,1.1717,165.9,91.91,3766,47688.8,37.1,5944,3.25,5.847
2243,11818607,K02467.01,5.05661302,134.39648,0.616,3.926,137.9,1.15,1049,286.32,17.6,5926,4.506,0.939
2244,6149910,K02469.01,131.187921,172.3923,0.069,6.905,915.9,2.34,284,1.54,23.9,4898,4.518,0.803
2246,5436013,K02471.01,25.8859397,157.04329,0.922,4.548,217.1,1.66,542,20.35,16.1,5190,4.446,0.899
2250,4484336,K02547.01,8.94337724,137.30234,0.163,2.469,215.1,1.48,946,188.93,18.4,6074,4.375,1.005
2251,9580167,K02548.01,0.827151296,132.07927,0.281,1.385,272.4,19.1,5171,168151.39,8.1,4452,2.28,11.895
2253,11752906,K00253.01,6.383159135,170.604622,0.197,1.7504,2313.2,2.73,530,18.73,64.4,3757,4.681,0.576
2257,11768142,K02626.01,38.0970717,140.00353,0.953,4.307,913.3,1.58,242,0.81,17,3554,4.867,0.398
2258,7984574,K02400.01,11.6191707,142.12335,0.059,1.819,700.4,2.21,756,77.43,18.5,5870,4.56,0.834
2260,10336951,K02401.01,38.2292037,166.01191,0.571,3.893,605.8,1.51,359,3.92,21,4544,4.656,0.598
2265,8240617,K02474.01,176.845697,197.27794,1.4653,3.812,431.6,42.05,291,1.69,7.7,5592,4.541,0.797
2270,11622985,K02550.01,18.0243482,144.27756,0.57,3.575,441.2,1.98,683,51.44,17.3,5955,4.52,0.91
