rowid,koi_disposition,isExoplanet,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
6631,FALSE POSITIVE,0,1.166835206,131.912321,1.257,2.17596,15527,96.28,3457,33728.08,388.6,1,q1_q17_dr25_tce,8982,4.111,2.123,298.87128,46.75198,14.99
6632,FALSE POSITIVE,0,230.70578883,260.3639847,,2.69,,,,,,1,q1_q16_tce,,,,282.1142,46.816589,14.626
6633,FALSE POSITIVE,0,4.99471597,136.1833,0.698,3.44,53,2.2,1861,2836.06,14.1,1,q1_q17_dr25_tce,6409,3.706,2.83,282.58215,46.81551,13.352
6634,CANDIDATE,1,161.651504,289.32322,0.736,2.509,253.6,2.22,377,4.77,8.4,1,q1_q17_dr25_tce,5725,4.212,1.289,283.67346,46.82272,13.756
6635,CANDIDATE,1,376.24253,392.8316,0.328,4.064,185.7,1.32,254,0.99,6.3,1,q1_q16_tce,5916,4.463,0.96,286.63068,46.843369,13.772
6636,FALSE POSITIVE,0,27.659607786,141.2478883,0.604,4.16321,318400,50.7,499,14.66,4791,1,q1_q17_dr25_tce,5310,4.593,0.768,286.81644,46.884369,14.706
6637,CANDIDATE,1,21.7997515,144.3188,0.1657,4.756,109.5,1.01,674,48.75,8.7,1,q1_q16_tce,6122,4.487,0.964,287.57361,46.822159,14.82
6638,CANDIDATE,1,54.595746,156.83764,0.332,2.21,135.8,2,649,41.81,8.7,1,q1_q16_tce,6014,3.989,1.699,295.8591,42.642189,13.67
6639,CANDIDATE,1,22.0495604,133.82677,0.651,3.428,134.5,1.9,912,163.51,15.4,1,q1_q17_dr25_tce,6821,4.176,1.548,297.39395,42.686958,13.454
6640,FALSE POSITIVE,0,150.70039392,278.5397643,,2.82,,,,,,1,q1_q16_tce,,,,281.75983,42.779018,15.396
6641,FALSE POSITIVE,0,44.48477463,142.9633835,,1.67,,,,,,1,q1_q16_tce,,,,282.50769,42.742699,15.179
6642,FALSE POSITIVE,0,93.6452481,157.28348,,2.12,,,,,,1,q1_q16_tce,,,,286.23111,42.79517,15.854
6643,FALSE POSITIVE,0,585.64118,248.4981,0.5274,13.97,565.2,2.2,207,0.43,12.5,1,q1_q16_tce,5779,4.526,0.901,287.01953,42.751282,14.644
6644,FALSE POSITIVE,0,574.69029,392.483,0.004,4.269,276.8,1.26,191,0.31,7.2,1,q1_q16_tce,5503,4.557,0.764,288.41675,42.7136,13.873
6645,FALSE POSITIVE,0,502.98283916,283.5049194,,2.94,,,,,,1,q1_q16_tce,,,,289.03937,42.701439,14.03
6646,CANDIDATE,1,48.8130123,157.60638,0.0608,1.538,702,2.95,553,22.17,8.8,1,q1_q16_tce,6202,4.395,1.11,287.91861,44.1213,15.861
6647,FALSE POSITIVE,0,280.1604956,286.93817,1.04,2.8637,12946,19.25,237,0.74,54.5,1,q1_q17_dr25_tce,5387,4.581,0.799,288.02615,44.118858,15.884
6648,FALSE POSITIVE,0,370.46262,261.4078,0.2421,9.541,347.9,2.03,284,1.53,12.1,1,q1_q16_tce,6295,4.401,1.08,290.39822,44.17038,13.84
6649,FALSE POSITIVE,0,480.19416,257.1738,0.1548,10.76,372.3,1.79,235,0.72,9.1,1,q1_q16_tce,6072,4.51,0.923,294.59424,44.110592,14.382
6650,FALSE POSITIVE,0,368.49828,233.4248,0.1772,14.903,581.9,1.86,214,0.5,18,1,q1_q16_tce,5255,4.527,0.783,294.74133,44.131809,14.697
6651,FALSE POSITIVE,0,6.993576155,131.988507,1.317,21.2695,2924,101.15,1605,1569.11,643.3,1,q1_q17_dr25_tce,6565,3.803,2.467,294.93457,44.12981,12.594
6652,FALSE POSITIVE,0,223.52131732,185.1827031,,3.27,,,,,,1,q1_q16_tce,,,,295.76822,44.167011,13.658
6653,FALSE POSITIVE,0,1.811461128,132.9324534,0.309,8.42343,921670,373.77,3438,33024.44,3934.3,1,q1_q17_dr25_tce,8572,3.776,3.034,296.00156,45.448132,13.947
6654,FALSE POSITIVE,0,2.17491508,131.93954,0.719,8.4418,635410,193.73,2009,3847.36,1572,1,q1_q17_dr25_tce,6792,4.143,1.636,297.78107,45.424278,14.281
6655,FALSE POSITIVE,0,441.61919,348.5033,0.5027,5.372,820,1.71,152,0.12,7.8,1,q1_q16_tce,4351,4.659,0.592,299.56708,45.47356,14.497
6656,FALSE POSITIVE,0,24.5002702,154.6193,0.405,4.079,153.5,0.73,409,6.61,13.3,1,q1_q17_dr25_tce,4519,4.688,0.597,299.97076,45.448738,13.511
6657,FALSE POSITIVE,0,318.49078,167.0042,0.4328,3.012,630,3.01,301,1.94,6.3,1,q1_q16_tce,6026,4.302,1.176,300.08292,45.411072,14.582
6658,FALSE POSITIVE,0,2.16402661,133.5762679,,2.78,,,,,,1,q1_q17_dr24_tce,,,,300.24493,45.498039,15.09
6659,FALSE POSITIVE,0,392.89275632,436.2879702,,4.93,,,,,,1,q1_q16_tce,,,,300.72061,45.460869,13.802
6660,FALSE POSITIVE,0,114.734287,231.5017,0.3694,3.724,242.9,1.1,296,1.82,6.7,1,q1_q16_tce,5083,4.569,0.71,283.03592,45.577709,14.259
6661,FALSE POSITIVE,0,362.0619,154.1605,0.524,14.02,886.2,2.12,203,0.41,13.5,1,q1_q16_tce,5271,4.636,0.698,292.75555,46.81184,15.766
6662,FALSE POSITIVE,0,1.340649911,132.05521,0.561,5.0912,627630,127.25,2004,3824.87,791,1,q1_q17_dr25_tce,6332,4.26,1.222,293.0744,46.899979,14.558
6663,FALSE POSITIVE,0,30.69537638,155.71927,0.846,5.6634,19941,19.39,662,45.29,186.8,1,q1_q17_dr25_tce,6185,4.356,1.192,294.47601,46.86166,15.496
6664,FALSE POSITIVE,0,30.69533113,155.7207691,1.041,5.94855,88771,69.4,737,69.65,7846.3,1,q1_q17_dr25_tce,6335,4.171,1.286,294.4783,46.863811,12.508
6665,FALSE POSITIVE,0,11.374442708,142.4558524,0.978,2.30694,27905,22.86,687,52.84,643.6,1,q1_q17_dr25_tce,5297,4.546,0.808,296.32794,46.83963,14.585
6666,FALSE POSITIVE,0,49.873958,167.55502,0.4119,1.351,562,1.5,366,4.26,5.7,1,q1_q16_tce,4979,4.632,0.629,297.828,46.884602,15.518
6667,CANDIDATE,1,411.447056,522.27374,0.287,3.481,285.2,2.86,342,3.22,7.3,1,q1_q16_tce,6519,4.108,1.672,298.27487,46.837372,13.81
6668,CANDIDATE,1,29.9371143,145.1081,0.321,4.435,194.3,1.19,501,14.87,11.6,1,q1_q17_dr25_tce,5115,4.47,0.866,282.50021,46.918571,14.489
6669,FALSE POSITIVE,0,114.25041494,235.8523992,,2.11,,,,,,1,q1_q16_tce,,,,289.44095,42.741638,15.872
6670,CANDIDATE,1,651.358046,213.18162,0.0946,4.384,570.8,14.58,411,6.75,11,1,q1_q16_tce,5122,3.172,6.261,291.26584,42.739491,12.888
6671,FALSE POSITIVE,0,407.97623,378.6999,0.0598,14.69,237.5,4.63,498,14.53,11.2,1,q1_q16_tce,7612,3.787,2.968,292.89294,42.776581,12.234
6672,FALSE POSITIVE,0,33.3037881,149.4642,0.072,3.003,272.4,1.14,422,7.53,8.1,1,q1_q17_dr25_tce,4899,4.624,0.713,293.00269,42.708851,14.733
6673,CANDIDATE,1,212.60398,213.4113,0.0513,5.74,188.5,1.64,337,3.06,7.1,1,q1_q16_tce,5834,4.284,1.207,293.44861,42.744911,14.01
6674,CANDIDATE,1,50.550788,131.5846,0.632,2.353,154.5,5,790,92.03,7.9,1,q1_q16_tce,5031,3.433,3.859,293.64182,42.736019,11.509
6675,FALSE POSITIVE,0,239.25578975,133.1367334,,5.21,,,,,,1,q1_q16_tce,,,,293.82782,42.771709,13.816
6676,CANDIDATE,1,285.374561,311.29883,0.018,4.865,482.3,5.94,423,7.54,13.7,1,q1_q17_dr25_tce,5142,3.47,2.756,295.51764,42.758942,13.863
6677,FALSE POSITIVE,0,6.279888981,135.296067,1.244,5.5086,1514.6,196.78,1931,3281.24,150.5,1,q1_q17_dr25_tce,5057,3.137,6.222,298.43073,44.192451,13.285
6678,FALSE POSITIVE,0,37.47695717,150.6694873,,1.46,,,,,,1,q1_q16_tce,,,,301.15225,44.185116,14.508
6679,CANDIDATE,1,93.359737,155.8348,0.0547,5.397,38.3,1.05,592,29.01,8.1,1,q1_q16_tce,6809,4.078,1.673,282.24631,44.28228,10.926
6680,FALSE POSITIVE,0,519.80221867,462.625278,0.894,14.9678,77183,40.88,216,0.51,2502.9,1,q1_q17_dr25_tce,5310,4.356,1.03,287.2117,44.283192,12.651
6681,CANDIDATE,1,122.58481,178.4735,0.3468,22.37,318.9,1.19,279,1.43,7.6,1,q1_q16_tce,5003,4.602,0.669,290.01547,44.205582,15.443
6682,CANDIDATE,1,84.934357,157.8966,0.1612,3.169,129.7,1.6,531,18.83,5.9,1,q1_q16_tce,6290,4.156,1.395,290.15518,44.254017,13.67
6683,FALSE POSITIVE,0,48.9200563,163.9628,0.6077,2.295,333.9,1.71,456,10.22,7,1,q1_q16_tce,5375,4.433,0.899,292.22482,44.29277,14.981
6684,CONFIRMED,1,469.61309,422.5089,0.906,13.709,1234.7,3.24,200,0.37,18.2,1,q1_q17_dr25_tce,5474,4.598,0.763,285.349,45.556179,15.696
6685,FALSE POSITIVE,0,583.73632,174.6085,0.126,15.75,338.6,2.65,266,1.19,11.4,1,q1_q17_dr25_tce,6003,4.176,1.442,285.80096,45.571739,14.495
6686,FALSE POSITIVE,0,502.658,174.6294,0.3138,19.51,216,0.69,116,0.04,10,1,q1_q16_tce,3754,4.773,0.473,285.85172,45.511349,13.676
6687,CANDIDATE,1,116.454312,161.9891,0.006,15.826,2125.3,3.33,306,2.06,30,1,q1_q17_dr25_tce,5197,4.548,0.736,288.42819,45.566269,16.017
6688,CANDIDATE,1,397.499229,418.76194,0.5839,8.019,2629.7,6.57,293,1.73,34.8,1,q1_q16_tce,6423,4.37,1.231,288.43582,45.519852,15.312
6689,CANDIDATE,1,24.9093027,155.3824,0.679,3.8,332.6,1.32,452,9.9,10.4,1,q1_q17_dr25_tce,4810,4.633,0.685,292.81415,45.546501,15.712
6690,CANDIDATE,1,192.138741,269.2098,0.0503,3.218,151.4,1.93,407,6.48,8.2,1,q1_q16_tce,6065,4.098,1.569,293.01486,45.577831,12.534
6691,CANDIDATE,1,281.95332,231.2826,0.6164,2.756,1039,2.31,204,0.41,7.6,1,q1_q16_tce,4864,4.628,0.692,282.93451,46.994869,15.399
6692,FALSE POSITIVE,0,12.71368909,136.9328,0.196,1.875,192.2,1.09,700,56.78,9.8,1,q1_q17_dr25_tce,5715,4.586,0.782,287.56247,46.95116,15.127
6693,FALSE POSITIVE,0,25.26363805,139.3088062,,2.72,,,,,,1,q1_q16_tce,,,,288.73169,46.943699,12.231
6694,CANDIDATE,1,1.391716834,132.09937,0.233,1.421,41,36.19,8346,1150147.99,9.7,1,q1_q17_dr25_tce,3749,0.833,59.684,288.85568,46.997261,13.71
6695,FALSE POSITIVE,0,70.516233809,142.8575773,0.587,4.09296,330180,52.74,390,5.47,3168.8,1,q1_q17_dr25_tce,5511,4.531,0.789,289.49918,46.92865,15.284
6696,FALSE POSITIVE,0,2.645596805,133.705953,1.239,2.9095,1272.7,167.05,2452,8539.63,166.8,1,q1_q17_dr25_tce,4980,3.167,5.443,290.08661,46.945202,12.375
6697,FALSE POSITIVE,0,388.67155,211.0496,0.0576,11.701,371.3,1.49,210,0.46,10.1,1,q1_q16_tce,5354,4.587,0.788,290.23773,46.980042,14.829
6698,FALSE POSITIVE,0,105.6327297,229.1273427,,2.73,,,,,,1,q1_q16_tce,,,,294.52576,46.994301,13.568
6699,FALSE POSITIVE,0,274.553579,158.0863,0.1125,5.95,218.3,1.66,322,2.55,6.7,1,q1_q16_tce,6267,4.334,1.118,281.28262,42.89959,13.715
6700,FALSE POSITIVE,0,251.02304011,194.2011858,,3.11,,,,,,1,q1_q16_tce,,,,281.59372,42.871609,13.439
6701,FALSE POSITIVE,0,1.80774253,132.9483,0.9062,2.637,592.6,5.29,1822,2606.24,15.1,1,q1_q17_dr24_tce,5164,3.88,1.779,282.78036,42.80621,15.651
6702,CANDIDATE,1,520.655224,160.5611,0.2674,12.94,314.9,7.58,401,6.12,14.4,1,q1_q16_tce,5227,3.321,4.313,291.9227,42.892921,12.518
6703,CANDIDATE,1,369.93355,175.282,0.149,7.6,995,3.24,270,1.25,15.8,1,q1_q16_tce,6158,4.453,1.024,293.96146,42.806419,15.524
6704,FALSE POSITIVE,0,28.7369766,153.842,0.1108,1.586,525,1.95,550,21.64,5.5,1,q1_q16_tce,5722,4.547,0.854,285.40469,42.907589,15.642
6705,FALSE POSITIVE,0,2.45649061,133.21452,0.167,2.844,287.8,14.14,3440,33039.62,21,1,q1_q17_dr25_tce,4870,2.486,8.531,288.57425,42.913288,10.45
6706,FALSE POSITIVE,0,98.51783198,173.7083904,,1.65,,,,,,1,q1_q16_tce,,,,295.34177,42.9958,14.037
6707,FALSE POSITIVE,0,457.513348,138.6556,0.9613,5.763,562.5,25.18,512,16.21,3.9,1,q1_q16_tce,5047,2.966,7.821,294.98322,44.217911,13.853
6708,FALSE POSITIVE,0,224.02589924,335.8214821,,2.93,,,,,,1,q1_q16_tce,,,,296.55786,44.2831,15.496
6709,FALSE POSITIVE,0,323.77153,191.0744,0.083,17.57,353.7,1.44,216,0.52,10.6,1,q1_q16_tce,5196,4.586,0.784,285.75095,44.356979,14.458
6710,FALSE POSITIVE,0,40.0389613,156.35794,0.3619,1.711,109.4,0.95,517,16.85,5.7,1,q1_q16_tce,5701,4.437,0.903,285.79947,44.34819,13.699
6711,FALSE POSITIVE,0,22.571972634,145.0344991,1.056,4.00349,79326,46.14,617,34.24,1040.1,1,q1_q17_dr25_tce,5645,4.431,0.871,291.59738,44.398521,15.45
6712,CANDIDATE,1,28.406342,133.0507,0.2208,2.598,223.6,1.41,613,33.44,5.4,1,q1_q16_tce,6085,4.474,0.936,296.18494,44.342991,15.423
6713,FALSE POSITIVE,0,1.018861199,132.07252,0.358,6.5005,291210,93.47,2505,9299.2,911.3,1,q1_q17_dr25_tce,6225,4.009,1.672,296.90295,44.351231,14.039
6714,FALSE POSITIVE,0,80.519237,164.0077,0.102,4.044,92.5,1.08,476,12.11,7.2,1,q1_q16_tce,6251,4.378,1.119,293.75519,45.500839,12.725
6715,FALSE POSITIVE,0,149.356804,278.1387,0.1627,15.415,171.6,2.92,560,23.18,14,1,q1_q16_tce,6569,3.842,2.203,295.4079,45.535233,13.825
6716,CANDIDATE,1,151.77884,204.5209,0.159,2.615,189.7,4.35,616,34.01,8.2,1,q1_q16_tce,6328,3.634,3.134,298.11365,45.563419,11.141
6717,FALSE POSITIVE,0,50.47759052,141.7787075,,2.02,,,,,,1,q1_q16_tce,,,,299.63815,45.58778,12.909
6718,FALSE POSITIVE,0,113.993156,171.1834,0.7026,7.721,69.7,2.23,729,66.64,15.6,1,q1_q16_tce,7892,3.921,2.496,299.74387,45.586361,11.176
6719,FALSE POSITIVE,0,2.79123954,131.94858,0.709,2.843,154.8,2.22,1771,2322.96,25.3,1,q1_q17_dr25_tce,6407,4.111,1.668,300.11902,45.510349,13.116
6720,FALSE POSITIVE,0,223.31769215,233.6828323,,3.54,,,,,,1,q1_q16_tce,,,,300.41495,45.574299,13.705
6721,FALSE POSITIVE,0,44.637111,157.2998,0.029,5.868,282.5,1.28,432,8.22,9.4,1,q1_q17_dr25_tce,5222,4.518,0.78,296.36893,46.957821,15.292
6722,CANDIDATE,1,102.493119,166.0094,0.9591,2.814,636.1,2.7,317,2.37,8.3,1,q1_q16_tce,5166,4.583,0.791,297.66437,46.94482,15.142
6723,FALSE POSITIVE,0,284.94212784,359.5238684,,3.2,,,,,,1,q1_q16_tce,,,,287.09412,47.075359,13.248
6724,FALSE POSITIVE,0,365.620697,238.984,0.4173,32.263,27188,12.75,215,0.5,671.1,1,q1_q17_dr24_tce,5273,4.531,0.768,291.62619,47.08123,14.622
6725,CANDIDATE,1,6.13292733,131.9926,0.225,1.561,58.7,1.56,1379,854.43,10,1,q1_q17_dr25_tce,5877,3.941,2.034,294.9733,47.015369,13.421
6726,CANDIDATE,1,12.63063129,136.70398,0.017,2.212,300.8,1.37,689,53.17,9.5,1,q1_q17_dr25_tce,5579,4.58,0.798,297.39322,47.011459,15.633
6727,FALSE POSITIVE,0,191.272501,293.2441,0.504,3.064,286.5,1.59,310,2.18,5.8,1,q1_q16_tce,5727,4.43,0.918,299.02518,47.079071,13.955
6728,FALSE POSITIVE,0,286.02266,373.7304,0.3591,10.43,1036,2.03,180,0.25,9.8,1,q1_q16_tce,4368,4.624,0.637,299.58463,47.000771,15.45
6729,CANDIDATE,1,7.95445779,135.48462,0.021,4.6012,6269.4,9.5,1064,303.36,228.4,1,q1_q17_dr25_tce,6217,4.306,1.196,295.90891,42.988209,14.406
6730,FALSE POSITIVE,0,331.70918,312.6153,78.4871,7.44,3463,6815.75,221,0.56,9.5,1,q1_q16_tce,5282,4.565,0.805,297.39856,42.991539,15.54
6731,FALSE POSITIVE,0,575.42002,369.5923,0.1538,17.22,401.7,1.91,225,0.61,11.7,1,q1_q16_tce,6025,4.448,0.949,297.88852,42.993031,14.693
6732,CANDIDATE,1,297.78282,233.4002,0.2697,18.38,392.4,1.17,167,0.18,10.8,1,q1_q16_tce,4192,4.657,0.59,280.35452,43.056671,14.587
6733,FALSE POSITIVE,0,365.739893,278.581,0.6206,1.218,300.7,1.73,241,0.8,4.7,1,q1_q16_tce,5420,4.396,0.953,280.72287,43.065472,12.962
6734,CANDIDATE,1,104.198102,161.4469,0.3437,3.2,652.2,5.13,497,14.46,8.9,1,q1_q16_tce,5087,3.759,2.024,290.50705,43.015041,14.457
6735,FALSE POSITIVE,0,368.72715,434.378,0.3411,5.06,426.6,1.55,215,0.51,6.4,1,q1_q16_tce,5401,4.569,0.749,295.06079,43.058811,14.598
6736,CANDIDATE,1,74.833577,196.5293,0.1101,3.247,86.4,1.68,590,28.65,6.4,1,q1_q16_tce,5933,3.953,1.807,300.93237,44.34454,12.395
6737,CANDIDATE,1,8.5852872,137.39662,0.029,2.834,1406,3.02,777,85.95,11,1,q1_q17_dr25_tce,5488,4.57,0.818,301.05518,44.306229,16.565
6738,CANDIDATE,1,102.100752,148.9663,0.492,2.009,194.2,2.63,551,21.84,5.2,1,q1_q16_tce,6359,4.046,1.83,284.7644,44.485004,13.845
6739,CANDIDATE,1,6.263491873,134.897906,0.048,0.8513,2829,6.46,1180,458.5,35.1,1,q1_q17_dr25_tce,6247,4.255,1.194,291.45227,44.431751,13.952
6740,FALSE POSITIVE,0,0.83620025,131.91663,0.56,3.7127,331280,65.64,1932,3299.29,145.4,1,q1_q17_dr25_tce,5780,4.438,1,292.30594,44.459366,20.003
6741,CANDIDATE,1,335.43143,395.1813,0.4062,10.3,228.1,7.12,468,11.31,6.8,1,q1_q16_tce,5172,3.315,4.721,292.39389,44.476212,13.938
6742,FALSE POSITIVE,0,558.21886,419.8232,0.022,13.556,1539.4,3.1,198,0.36,19.1,1,q1_q17_dr25_tce,5679,4.581,0.794,295.06573,44.477032,15.326
6743,CANDIDATE,1,290.02002,138.2587,0.5367,23.87,172.5,1.56,321,2.51,7.6,1,q1_q16_tce,6452,4.384,1.148,288.01117,45.68716,14.737
6744,CANDIDATE,1,279.21957,179.9274,0.6009,10.015,333.5,4.92,395,5.77,10.5,1,q1_q16_tce,5159,3.648,2.604,288.40182,45.677029,13.845
6745,CANDIDATE,1,348.665961,165.8497,0.0873,3.849,391.2,9.56,493,13.93,10.8,1,q1_q16_tce,5183,3.166,4.89,290.15314,45.635471,12.038
6746,FALSE POSITIVE,0,616.34132,154.168,0.28,12.724,1287,2.11,131,0.07,12.5,1,q1_q16_tce,4197,4.659,0.588,291.03244,45.64106,15.894
6747,CANDIDATE,1,222.28056,131.8546,0.2151,3.035,271.9,2.56,405,6.37,8,1,q1_q16_tce,6543,4.17,1.531,291.57455,45.618389,12.401
6748,FALSE POSITIVE,0,570.01886,375.0523,0.1946,3.52,428.5,1.62,190,0.31,6.8,1,q1_q16_tce,5496,4.579,0.79,292.79358,45.687859,14.441
6749,FALSE POSITIVE,0,378.93139106,254.5741017,,14.11,,,,,,1,q1_q16_tce,,,,294.26019,45.69408,15.316
6750,CANDIDATE,1,580.85326788,386.2877879,,16.63,,,,,,1,q1_q16_tce,,,,296.12985,45.681862,15.927
6751,FALSE POSITIVE,0,390.40832,265.436,0.0407,7.916,251.9,0.63,115,0.04,8.5,1,q1_q16_tce,3659,4.858,0.4,287.42953,47.127609,13.974
6752,FALSE POSITIVE,0,191.528018,260.9129,0.0258,2.342,171.8,1.32,334,2.95,6.4,1,q1_q16_tce,6054,4.416,1.009,288.3555,47.106468,13.337
6753,FALSE POSITIVE,0,15.4032765,137.9906,0.623,3.246,253,1.32,626,36.41,9.2,1,q1_q17_dr25_tce,5272,4.508,0.799,291.90961,47.174339,15.555
6754,CANDIDATE,1,7.58062893,132.89809,0.382,3.484,86.1,0.97,937,182.01,10.9,1,q1_q17_dr25_tce,5753,4.417,1.041,293.74625,47.15406,14.498
6755,FALSE POSITIVE,0,61.0011095,144.84614,0.7091,1.049,408,2.55,536,19.57,4.6,1,q1_q16_tce,6418,4.395,1.171,297.72064,47.134892,15.227
6756,FALSE POSITIVE,0,198.232389,294.73515,0.0297,1.919,416.4,2.28,352,3.64,5.7,1,q1_q16_tce,6263,4.382,1.113,298.49445,47.187271,13.991
6757,FALSE POSITIVE,0,0.66062715,131.8646,1.208,4.56,248.5,26.13,2327,6966.29,7.8,1,q1_q17_dr25_tce,6322,4.426,1.075,295.57947,43.06356,14.162
6758,CANDIDATE,1,248.421771,230.379,0.7838,4.187,704,18.92,579,26.64,8.8,1,q1_q16_tce,4895,3.008,6.428,295.64517,43.065338,13.586
6759,FALSE POSITIVE,0,456.5734,228.3838,0.1768,5.465,397.5,7.88,413,6.88,7.6,1,q1_q16_tce,5002,3.216,4.042,297.68704,43.060162,13.731
6760,FALSE POSITIVE,0,601.13797,226.686,0.057,15.26,172.8,1.81,254,0.99,9.9,1,q1_q17_dr25_tce,5786,4.155,1.388,287.96262,43.132195,13.17
6761,FALSE POSITIVE,0,344.06248,451.4323,0.935,15.6,136.3,5.26,589,28.42,17.7,1,q1_q17_dr25_tce,7664,3.611,3.697,294.80457,43.138699,11.566
6762,FALSE POSITIVE,0,39.94344731,170.5021796,,1.71,,,,,,1,q1_q16_tce,,,,295.00153,43.171341,12.218
6763,CANDIDATE,1,551.22396,185.7811,0.2134,5.896,570.7,2.1,206,0.42,17.2,1,q1_q16_tce,5691,4.544,0.887,295.02985,43.129421,14.465
6764,FALSE POSITIVE,0,466.90824,136.3731,0.0868,2.64,660,2.19,210,0.46,5.4,1,q1_q16_tce,5340,4.456,0.867,297.65436,43.178551,15.202
6765,FALSE POSITIVE,0,361.30991,469.7513,0.0802,12.968,275.6,7.07,422,7.5,10.6,1,q1_q16_tce,4911,3.354,4.419,295.94467,44.445938,13.851
6766,FALSE POSITIVE,0,31.59115876,162.501885,1.247,2.6431,1434.4,72.91,783,88.84,83.5,1,q1_q17_dr25_tce,5178,3.714,2.295,285.0004,44.544991,13.687
6767,FALSE POSITIVE,0,356.99135,235.7367,0.2437,17.03,747.8,2.47,240,0.78,13.8,1,q1_q16_tce,5539,4.467,0.913,286.11569,44.592941,15.684
6768,FALSE POSITIVE,0,96.120478,166.9531,0.5381,1.125,285.4,2.08,460,10.62,6,1,q1_q16_tce,6038,4.245,1.186,288.92505,44.53577,13.917
6769,FALSE POSITIVE,0,9.63647672,134.93429,0.046,2.999,47.6,2.02,1243,565.04,11.1,1,q1_q17_dr25_tce,5125,3.631,3.007,291.80365,44.534592,12.162
6770,FALSE POSITIVE,0,43.169798,159.086,0.5639,9.686,120.8,1.47,615,33.77,6.9,1,q1_q16_tce,5929,4.176,1.292,295.5806,44.568977,13.158
6771,FALSE POSITIVE,0,395.94327,183.6179,0.1116,16.09,1506,2.53,172,0.21,14.5,1,q1_q16_tce,4596,4.63,0.678,285.70541,49.342628,15.921
6772,CANDIDATE,1,58.669218,168.6211,0.332,3.712,169.4,1.28,450,9.68,10,1,q1_q17_dr24_tce,5548,4.433,0.986,287.15372,49.33197,13.899
6773,FALSE POSITIVE,0,355.84731,447.657,0.1578,16.68,123.9,1.68,354,3.71,9.8,1,q1_q16_tce,6823,4.212,1.493,291.14532,49.365318,13.127
6774,CANDIDATE,1,150.728285,223.0487,0.2751,2.718,213.5,1.27,321,2.51,5.6,1,q1_q16_tce,5778,4.544,0.871,293.16309,49.383331,14.396
6775,FALSE POSITIVE,0,253.790434,267.5242,0.1412,3.702,604,2.06,253,0.97,6.4,1,q1_q16_tce,5426,4.535,0.85,296.63181,49.363312,15.327
6776,FALSE POSITIVE,0,322.544807,267.9262,0.0183,11.236,88,0.68,219,0.55,12.1,1,q1_q16_tce,5359,4.611,0.741,296.71918,49.35994,11.697
6777,FALSE POSITIVE,0,35.6606167,151.4719632,,1.59,,,,,,1,q1_q16_tce,,,,283.46997,49.416962,13.951
6778,FALSE POSITIVE,0,22.57494749,149.09617,1.271,36.756,1344.1,49.49,860,129.25,302.6,1,q1_q17_dr25_tce,6581,4.192,1.468,291.64651,49.493408,11.612
6779,FALSE POSITIVE,0,587.38162,188.1143,0.6822,11.973,863.6,36.77,527,18.29,12.8,1,q1_q16_tce,4784,2.711,11.839,294.72955,49.428478,13.715
6780,FALSE POSITIVE,0,85.5692223,188.06607,0.98,4.954,539.2,6.85,536,19.51,18.2,1,q1_q17_dr25_tce,5361,3.856,1.951,294.7627,49.430069,13.982
6781,CANDIDATE,1,7.07987663,131.6046,0.034,2.589,309.8,1.36,738,70.05,10,1,q1_q17_dr25_tce,4808,4.521,0.806,297.39496,49.48494,15.975
6782,FALSE POSITIVE,0,91.240335,155.7237,0.1436,2.314,206.1,1.75,494,14.03,5.7,1,q1_q16_tce,6493,4.305,1.205,297.52707,49.404499,13.89
6783,CANDIDATE,1,357.41382,311.3642,0.1438,3.675,777,3.01,283,1.52,6.7,1,q1_q16_tce,6233,4.412,1.076,292.07788,49.52961,15.388
6784,FALSE POSITIVE,0,359.854745,305.6179,0.8071,3.429,302.4,2.25,302,1.97,6.1,1,q1_q16_tce,6495,4.379,1.168,284.55368,49.6847,13.728
6785,CANDIDATE,1,89.366114,208.893,0.39,3.945,494,1.97,391,5.54,6.3,1,q1_q16_tce,5861,4.522,0.875,284.74847,49.606258,15.409
6786,FALSE POSITIVE,0,422.255426,160.6562,0.3769,4.974,1935,5.09,277,1.39,17.4,1,q1_q16_tce,6273,4.364,1.139,285.36389,49.629608,15.17
6787,FALSE POSITIVE,0,37.6259039,167.22072,0.49,3.91,411,1.81,519,17.13,11.7,1,q1_q17_dr25_tce,5874,4.542,0.871,285.45917,49.661942,15.013
6788,FALSE POSITIVE,0,100.41475198,134.1167095,,1.72,,,,,,1,q1_q16_tce,,,,285.6911,49.690311,12.124
6789,CANDIDATE,1,41.9934673,143.89297,0.046,3.226,293.7,1.56,503,15.19,9.4,1,q1_q17_dr25_tce,5766,4.498,0.915,286.3562,49.690128,14.847
6790,CANDIDATE,1,94.67782,187.4731,0.3614,2.215,287,1.46,353,3.67,5.9,1,q1_q16_tce,5360,4.503,0.866,286.49686,49.614578,14.258
6791,FALSE POSITIVE,0,290.196139,264.8759,0.017,13.698,281,2.35,341,3.2,15.7,1,q1_q17_dr25_tce,6238,4.224,1.403,286.73245,49.683189,13.511
