rowid,koi_disposition,isExoplanet,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
908,CONFIRMED,1,29.6193891,133.68205,0.046,4.9595,314.7,1.74,580,26.79,42.5,1,q1_q17_dr25_tce,5618,4.401,0.996,291.01904,38.54557,13.331
909,FALSE POSITIVE,0,3.50376155,134.6825677,,3.16,,,,,,,,,,,290.66681,38.568329,14.463
910,CONFIRMED,1,8.925079516,139.71389,0.74,2.6766,977.5,2.36,628,36.89,135.8,2,q1_q17_dr25_tce,4728,4.628,0.693,287.99789,50.944328,13.461
911,CONFIRMED,1,8.0922105,138.04535,0.951,5.7696,65.3,1.44,1089,331.65,37.5,1,q1_q17_dr25_tce,5774,4.106,1.395,296.00711,44.853474,11.731
912,FALSE POSITIVE,0,3.117087797,134.684738,1.255,3.06941,12152,88.51,1842,2725.12,441.7,1,q1_q17_dr25_tce,6338,3.973,2.046,283.31592,48.404873,11.397
913,CONFIRMED,1,22.687155,148.455435,0.023,5.4921,960,3.2,653,42.95,122.8,3,q1_q17_dr25_tce,5657,4.364,1.046,297.11511,41.909142,13.709
914,FALSE POSITIVE,0,0.937406378,134.726531,0.8735,1.9515,5079.6,7.09,1659,1790.11,138.9,1,q1_q17_dr24_tce,5480,4.529,0.843,291.63699,47.83234,14.546
915,FALSE POSITIVE,0,0.668483615,178.281377,1.269,2.0909,2899.8,29.53,1832,2642.17,161.2,1,q1_q17_dr25_tce,5546,4.575,0.81,298.25803,48.217361,15.905
916,FALSE POSITIVE,0,1.544927524,133.54909,0.533,1.0134,138.5,1.39,1824,2606.96,25.4,1,q1_q17_dr25_tce,6309,4.34,1.132,294.18967,39.617119,13.643
917,CONFIRMED,1,4.48758768,133.36092,0.532,2.874,112,1.37,1305,684.07,25.9,1,q1_q17_dr25_tce,6060,4.227,1.257,284.86014,39.240551,13.446
918,FALSE POSITIVE,0,0.323021692,133.603668,1.1083,2.3442,47100,46.4,2545,9913.7,520.6,,,5458,4.381,0.972,292.63,42.829338,11.234
919,FALSE POSITIVE,0,4.70818628,137.0593,1.082,3.278,56545,42.99,1046,282.41,24.7,1,q1_q17_dr25_tce,5868,4.53,0.894,291.61008,42.759762,13.279
920,FALSE POSITIVE,0,14.405857436,360.3847471,0.001,5.48509,30431,23.42,888,146.95,2294.1,1,q1_q17_dr25_tce,5945,4.196,1.346,293.02036,42.508835,14.808
921,FALSE POSITIVE,0,7.702374154,137.563452,3.346,3.8459,18377,225.25,825,109.38,157.2,1,q1_q17_dr25_tce,5598,4.565,0.83,292.7399,42.359402,15.144
922,CONFIRMED,1,16.56062577,133.49703,0.96,2.611,700.8,2.94,701,57.28,30.8,1,q1_q17_dr25_tce,5818,4.436,0.855,285.24667,45.950191,15.198
923,CONFIRMED,1,15.74958583,150.24579,0.637,4.6672,659.5,2.77,777,86.18,42.6,1,q1_q17_dr25_tce,6191,4.454,1.025,285.43552,45.976021,15.3
924,CONFIRMED,1,37.8145252,134.66424,0.845,9.109,412.5,3.04,626,36.25,57.9,1,q1_q17_dr25_tce,5988,4.278,1.314,291.07468,45.24258,13.601
925,CONFIRMED,1,12.64504291,138.63149,0.931,9.117,200.4,1.55,741,71.28,32.7,1,q1_q17_dr25_tce,5607,4.447,0.886,285.34583,45.367779,14.447
926,CONFIRMED,1,21.5262958,132.28787,0.804,8.392,190,1.36,621,35.03,23.4,2,q1_q17_dr25_tce,5607,4.447,0.886,285.34583,45.367779,14.447
927,CONFIRMED,1,33.8845825,159.98819,0.961,6.538,224.1,1.74,533,19.13,17.2,3,q1_q17_dr25_tce,5607,4.447,0.886,285.34583,45.367779,14.447
928,CONFIRMED,1,6.40087137,136.8824,0.861,2.5561,133.6,1.91,1109,357.44,24.4,1,q1_q17_dr25_tce,5426,4.107,1.421,287.30786,39.14473,12.988
929,CONFIRMED,1,30.1599411,138.51774,0.802,7.874,175.9,4.54,836,115.69,32.3,1,q1_q17_dr25_tce,5010,3.62,3.051,290.10718,38.702229,11.584
930,CONFIRMED,1,51.0771048,152.35694,0.498,11.233,141.5,3.66,702,57.28,24.1,2,q1_q17_dr25_tce,5010,3.62,3.051,290.10718,38.702229,11.584
931,FALSE POSITIVE,0,4.2856756,134.4812,0.5445,4.059,31.4,2.13,1790,2429.13,8.3,,,5055,3.443,3.733,292.4968,39.193169,12.203
932,FALSE POSITIVE,0,7.388833611,133.9344039,0.799,5.62857,13064,10.66,877,139.94,1509.3,1,q1_q17_dr25_tce,5845,4.558,0.838,293.8129,42.04871,13.209
933,FALSE POSITIVE,0,2.698021895,136.32786,1.3,23.192,6721.2,52.51,1582,1481.76,647.1,1,q1_q17_dr25_tce,6568,4.36,1.211,291.98694,42.037651,13.717
934,CONFIRMED,1,117.93110803,219.704226,0.615,5.8796,8506.6,10.36,418,7.2,212.5,1,q1_q17_dr25_tce,6392,4.425,1.072,289.02017,48.119808,15.128
935,FALSE POSITIVE,0,4.887806806,354.539481,0.561,2.4078,4676,5.71,918,167.54,116.1,1,q1_q17_dr25_tce,5284,4.523,0.812,297.71039,48.083832,15.399
936,FALSE POSITIVE,0,11.973605044,144.779315,1.3,4.3117,3822.9,38.2,820,106.83,172.9,1,q1_q17_dr25_tce,6146,4.497,0.943,296.71634,48.211262,15.175
937,FALSE POSITIVE,0,1.231364189,133.036618,0.995,5.8574,1097.1,5.39,1707,2005.15,229.7,1,q1_q17_dr25_tce,5897,4.429,0.891,290.29385,47.96759,14.97
938,FALSE POSITIVE,0,2.102416517,134.394943,1.236,1.7684,1502.5,29.29,1435,1003.06,94.3,1,q1_q17_dr25_tce,5999,4.494,0.959,294.0217,48.390419,15.642
939,FALSE POSITIVE,0,11.703109303,133.721698,1.279,2.0467,4201,37.3,811,102.47,126.6,1,q1_q17_dr25_tce,6014,4.494,0.958,296.93268,48.266491,15.003
940,CANDIDATE,1,13.73808249,134.43787,0.957,3.354,660.7,3.84,912,163.52,68.4,1,q1_q17_dr25_tce,6375,4.292,1.178,298.18362,42.01313,13.805
941,FALSE POSITIVE,0,16.66216657,142.186468,7.444,3.8762,27442,843.45,834,114.41,114.5,1,q1_q17_dr25_tce,6440,4.38,1.169,286.30026,42.374828,13.344
942,FALSE POSITIVE,0,0.752159702,134.047229,1.272,2.3621,3425,43.73,2224,5767.22,291.1,1,q1_q17_dr25_tce,5916,4.296,1.175,297.10837,42.751663,11.884
943,FALSE POSITIVE,0,4.81886153,358.16338,0.924,6.223,1318.6,2.96,803,98.29,86.3,1,q1_q17_dr25_tce,5030,4.658,0.651,294.09109,42.491459,15.932
944,CONFIRMED,1,125.86540191,236.659731,0.101,9.0191,12390,12.37,394,5.71,544.7,1,q1_q17_dr25_tce,5933,4.342,1.115,297.46533,42.882839,13.956
945,CONFIRMED,1,34.5439452,132.68453,0.87,3.482,429.8,2.67,607,32.02,23.4,2,q1_q17_dr25_tce,5933,4.342,1.115,297.46533,42.882839,13.956
946,CONFIRMED,1,10.74241765,133.2867,0.034,6.0633,415.2,3.06,1008,243.94,95.4,1,q1_q17_dr25_tce,5761,4.091,1.518,294.21893,49.479221,13.438
947,FALSE POSITIVE,0,4.02378908,136.23411,0.715,3.237,32.1,2.24,2504,9293.19,36.1,1,q1_q17_dr25_tce,7516,3.651,3.685,301.26144,45.104893,10.083
948,FALSE POSITIVE,0,0.312941621,133.810501,1.1789,2.0646,35262,58.02,3151,23300.36,413.9,,,6286,4.312,1.188,293.38153,48.82476,13.397
949,CONFIRMED,1,2.495780169,135.336948,0.133,4.2721,25070,15.75,1408,929.47,171.4,1,q1_q17_dr25_tce,6039,4.426,0.992,296.50739,49.457291,14.152
950,FALSE POSITIVE,0,8.428090255,358.303469,6.787,1.881,11356,517.43,817,105.54,183,1,q1_q17_dr25_tce,5761,4.573,0.805,284.98886,49.62606,15.977
951,FALSE POSITIVE,0,8.344104633,361.839209,10.047,1.8014,9695,836.31,785,89.55,89.7,1,q1_q17_dr25_tce,5447,4.559,0.838,298.76062,48.600182,15.734
952,FALSE POSITIVE,0,1.714274727,133.3158074,1.182,2.06728,28460,25,827,110.02,987.2,1,q1_q17_dr25_tce,3874,4.715,0.535,295.62222,42.09288,15.686
953,FALSE POSITIVE,0,137.75960504,173.16476,0.776,9.1713,83298,49.52,396,5.81,885.9,1,q1_q17_dr25_tce,5323,4.085,1.452,295.86691,42.062672,15.324
954,FALSE POSITIVE,0,2.155278342,133.576109,0.926,2.1064,20739,16.89,1272,620.67,142.7,1,q1_q17_dr25_tce,5665,4.568,0.82,297.70712,42.047371,13.997
955,FALSE POSITIVE,0,3.661326482,135.26995,0.812,2.5714,17846,12.07,1023,258.6,424.6,1,q1_q17_dr25_tce,5319,4.501,0.798,298.09171,41.794128,14.349
956,CONFIRMED,1,4.75400072,128.547155,0.672,2.5394,748.7,2,775,85.23,141.4,1,q1_q17_dr25_tce,4728,4.628,0.693,287.99789,50.944328,13.461
957,FALSE POSITIVE,0,0.76973817,133.2965754,,2.5,,,,,,1,q1_q17_dr24_tce,,,,288.03989,41.818359,14.84
958,FALSE POSITIVE,0,9.08937826,139.08364,0.982,6.255,779.8,5.35,1104,351.45,72.7,1,q1_q17_dr25_tce,6739,4.332,1.275,297.116,47.737949,14.408
959,CONFIRMED,1,3.234699282,121.4865708,0.079,3.59385,10559,13.06,1356,797.62,3003.8,1,q1_q17_dr25_tce,5640,4.236,1.291,296.83725,48.239944,13.303
960,CONFIRMED,1,31.99552485,154.160745,0.69,4.2817,1376.1,4.12,582,27.17,128,1,q1_q17_dr25_tce,5657,4.364,1.046,297.11511,41.909142,13.709
961,FALSE POSITIVE,0,1.577800747,133.307724,1.332,2.1626,697.7,31.24,1513,1236.23,79.6,1,q1_q17_dr25_tce,6089,4.566,0.802,292.08905,47.929642,15.031
962,CANDIDATE,1,2.380862632,135.3252117,0.664,4.20416,32634,21.65,1480,1133,2590.6,1,q1_q17_dr25_tce,5821,4.297,1.129,289.79077,48.448139,13.802
963,FALSE POSITIVE,0,1.752567456,134.47196,1.218,5.4993,607.3,26.56,1502,1202.54,92.2,1,q1_q17_dr25_tce,5739,4.433,0.996,298.80545,42.39584,14.449
964,CONFIRMED,1,51.92920654,151.93321,0.398,5.2637,3425.8,8.49,574,25.6,81.8,1,q1_q17_dr25_tce,5671,4.128,1.442,294.96606,42.708569,15.897
965,CANDIDATE,1,384.02570682,335.816169,,14.56,,,,,,,,,,,292.1199,42.931679,15.206
966,CANDIDATE,1,3.014330766,357.37948,0.01,2.4747,975.3,2.87,1124,377.79,57.3,1,q1_q17_dr25_tce,5209,4.446,0.953,298.45953,42.187431,15.673
967,CANDIDATE,1,5.644914154,356.73699,0.445,2.2599,1397.9,2.66,744,72.38,63.9,1,q1_q17_dr25_tce,4769,4.622,0.714,295.8255,42.94339,15.505
968,CONFIRMED,1,3.105507835,133.210427,0.799,1.7458,904.6,2.68,980,217.91,178.6,1,q1_q17_dr25_tce,4989,4.585,0.791,287.05173,40.211552,13.341
969,FALSE POSITIVE,0,1.336109338,178.258786,1.28,1.7419,2204.3,35.19,1727,2106.49,150,1,q1_q17_dr25_tce,6119,4.46,0.967,285.41196,48.725231,15.507
970,CANDIDATE,1,13.35151248,363.086742,0.573,3.6045,3308.8,4.44,585,27.77,107.9,1,q1_q17_dr25_tce,4843,4.562,0.754,290.1127,48.577782,15.825
971,CANDIDATE,1,1693.6636225,524.27995,0.5283,22.604,9515.3,10.23,157,0.14,122.8,,,5923,4.445,1.021,287.65045,49.156052,15.305
972,CONFIRMED,1,5.841636615,135.92315,0.026,1.8734,1336.3,1.38,446,9.38,41.1,1,q1_q17_dr25_tce,3526,4.866,0.383,286.54001,49.437328,15.921
973,CONFIRMED,1,19.85029495,133.64933,0.217,2.8407,1607.5,1.52,297,1.83,34.4,2,q1_q17_dr25_tce,3526,4.866,0.383,286.54001,49.437328,15.921
974,FALSE POSITIVE,0,22.34293693,155.08552,0.001,7.0813,2691.1,2.92,399,6.01,35.3,1,q1_q17_dr25_tce,4260,4.663,0.58,297.33563,41.89048,15.719
975,FALSE POSITIVE,0,119.40817159,232.649303,0.915,9.3537,18563,16.26,328,2.72,508.4,1,q1_q17_dr25_tce,5316,4.477,0.872,281.74261,42.123081,14.427
976,FALSE POSITIVE,0,1.171536413,178.597581,0.973,1.5878,1132.7,7.12,2387,7673.2,67,1,q1_q17_dr25_tce,7021,4.275,1.485,297.88437,41.931252,15.634
977,FALSE POSITIVE,0,0.973547911,133.49742,1.097,2.2858,435.7,11.52,1814,2556.6,38.7,1,q1_q17_dr25_tce,6084,4.542,0.863,298.79498,41.759769,15.46
978,FALSE POSITIVE,0,3.053563251,133.88354,1.208,3.2551,508.4,21.79,1171,444.16,50.4,1,q1_q17_dr25_tce,5764,4.548,0.863,298.13525,41.95105,14.598
979,FALSE POSITIVE,0,1.031096352,133.93938,0.979,2.781,265.4,2.36,2020,3954.46,37.8,1,q1_q17_dr25_tce,6371,4.426,1.072,296.14877,47.934872,15.131
980,CONFIRMED,1,11.00817635,143.22611,0.025,2.013,1462.5,2.15,488,13.39,42.1,1,q1_q17_dr25_tce,4141,4.684,0.582,293.61371,47.839001,15.847
981,CONFIRMED,1,52.5008645,171.52114,0.11,14.9066,946.7,12.41,812,102.94,116.2,1,q1_q17_dr25_tce,4976,3.331,4.157,293.2822,48.2859,12.183
982,CONFIRMED,1,0.63133171,133.94488,0.726,1.1487,434.5,1.2,1322,726.72,95.8,1,q1_q17_dr25_tce,4441,4.71,0.53,291.59409,48.44561,14.285
983,CONFIRMED,1,12.69905011,184.9868,0.663,2.9899,797.4,2.62,686,52.55,30.4,1,q1_q17_dr25_tce,5291,4.489,0.882,293.14648,47.729649,15.824
984,CANDIDATE,1,8.74292005,358.59286,0.025,2.6277,779.5,1.92,643,40.33,30.7,2,q1_q17_dr25_tce,4769,4.622,0.714,295.8255,42.94339,15.505
985,CANDIDATE,1,3.64830183,355.39128,0.063,1.9985,371.7,1.33,860,129.44,19.9,3,q1_q17_dr25_tce,4769,4.622,0.714,295.8255,42.94339,15.505
986,CANDIDATE,1,2.345863002,354.11185,0.035,1.6795,316.7,1.23,997,233.38,19.6,4,q1_q17_dr25_tce,4769,4.622,0.714,295.8255,42.94339,15.505
987,CANDIDATE,1,37.1011418,370.4803,0.41,5.5556,1357.5,3.19,532,18.95,55.2,2,q1_q17_dr25_tce,5986,4.527,0.85,291.02069,42.46244,15.229
988,CANDIDATE,1,104.8205868,374.83154,0.918,4.4794,3920.1,6.45,376,4.74,76.6,1,q1_q17_dr25_tce,5986,4.527,0.85,291.02069,42.46244,15.229
989,CONFIRMED,1,10.8644095,131.12833,0.763,1.853,748.7,1.14,363,4.09,16.8,3,q1_q17_dr25_tce,3526,4.866,0.383,286.54001,49.437328,15.921
990,CONFIRMED,1,124.4197175,150.59616,0.017,3.7197,4107,10.3,416,7.07,39.9,1,q1_q17_dr25_tce,5066,3.974,1.659,284.25131,48.809608,15.74
991,CONFIRMED,1,1.219568047,133.460233,0.067,1.5681,494.9,1.51,1252,578.96,65.9,1,q1_q17_dr25_tce,4838,4.625,0.701,292.32858,49.653542,15.127
992,CONFIRMED,1,2.05388477,133.73432,0.282,2.1635,546.7,2.74,1523,1271.11,50,1,q1_q17_dr25_tce,5632,4.282,1.176,296.32199,48.971481,15.269
993,CONFIRMED,1,38.86848956,171.30369,0.028,6.0573,1004.9,2.81,509,15.89,73.4,3,q1_q17_dr25_tce,5618,4.46,0.897,283.20917,48.777641,14.232
994,CONFIRMED,1,35.7353616,151.1133,0.878,8.491,778.8,5.47,774,84.66,58.4,2,q1_q17_dr25_tce,6366,4.045,1.697,287.3912,42.194832,13.659
995,CONFIRMED,1,12.30971679,137.68401,0.847,6.74,396,3.82,1104,350.46,45.9,1,q1_q17_dr25_tce,6366,4.045,1.697,287.3912,42.194832,13.659
996,CONFIRMED,1,54.4205407,148.70471,0.9414,8.559,598,3.2,574,25.6,44.9,3,q1_q17_dr24_tce,6781,4.422,1.067,287.3912,42.194832,13.659
997,FALSE POSITIVE,0,30.00908916,139.70643,,3.15,,,,,,,,,,,298.74423,46.83009,13.174
998,FALSE POSITIVE,0,14.32407216,364.39537,1.292,4.6577,2053.9,38.86,782,88.38,58,1,q1_q17_dr25_tce,6022,4.453,1.039,294.58929,41.944382,15.609
999,CONFIRMED,1,27.07237655,139.1127,0.015,6.9592,514.2,2.18,605,31.58,44,1,q1_q17_dr25_tce,5936,4.501,0.965,297.20895,41.781712,14.556
1000,CONFIRMED,1,37.5142128,189.30015,0.366,5.303,935,2.68,478,12.38,28.9,2,q1_q17_dr25_tce,5291,4.489,0.882,293.14648,47.729649,15.824
1001,CONFIRMED,1,55.6391882,187.55044,0.811,7.316,853,3.13,478,12.33,48.3,1,q1_q17_dr25_tce,5949,4.493,0.962,289.08365,48.018131,14.755
1002,CONFIRMED,1,46.6856205,225.04604,0.217,6.3794,588.8,2.52,513,16.41,59,5,q1_q17_dr25_tce,5657,4.364,1.046,297.11511,41.909142,13.709
1003,CANDIDATE,1,34.2966363,143.66728,0.711,19.718,696.6,3.29,584,27.6,66.7,1,q1_q17_dr25_tce,5490,4.263,1.167,294.23007,48.204479,14.965
1004,CONFIRMED,1,4.59726613,136.47837,0.033,2.909,313,1.69,1105,352.4,17,1,q1_q17_dr25_tce,5999,4.494,0.959,296.61487,48.082642,15.803
1005,CANDIDATE,1,9.97716876,137.2361,0.002,5.908,252.9,2.53,1028,263.89,21.8,1,q1_q17_dr25_tce,5557,4.037,1.616,297.79691,39.921371,14.943
1006,FALSE POSITIVE,0,30.882538697,151.5295103,0.197,5.3737,24012,15.4,593,29.12,1266.2,1,q1_q17_dr25_tce,6014,4.486,0.993,288.72949,42.55088,14.857
1007,FALSE POSITIVE,0,72.4914068,139.77857,0.989,3.612,1063.5,15.33,700,56.76,39.2,1,q1_q17_dr25_tce,5754,3.639,2.758,299.2475,46.951908,13.05
1008,FALSE POSITIVE,0,4.93913074,135.05172,1.167,1.362,382.9,24.03,1182,461.47,22,1,q1_q17_dr25_tce,5956,4.324,1.17,291.23883,40.163509,14.832
1009,CONFIRMED,1,2.240486703,137.82477,0.461,1.3988,436.3,1.22,837,115.98,33.8,1,q1_q17_dr25_tce,4198,4.689,0.574,290.82602,44.184109,15.224
1010,CANDIDATE,1,105.0145774,228.94455,0.954,7.426,296,2.29,406,6.44,33.9,1,q1_q17_dr25_tce,5868,4.363,1.042,294.27728,46.675282,12.9
1011,CONFIRMED,1,4.88084456,136.19585,0.227,2.5574,343,1.55,879,141,32.6,1,q1_q17_dr25_tce,4929,4.481,0.861,295.02167,46.619221,14.925
1012,CONFIRMED,1,10.56137217,133.76396,0.963,3.2645,238.4,2.43,867,133.56,21.7,1,q1_q17_dr25_tce,5610,4.316,1.171,293.57776,46.73634,14.581
1013,CONFIRMED,1,67.6690554,198.19427,0.354,9.556,961.1,3.39,495,14.24,37.2,1,q1_q17_dr25_tce,6127,4.356,1.08,294.16882,46.714611,15.224
1014,CONFIRMED,1,3.949627144,134.61096,0.049,1.5485,807.2,2.32,966,206.05,45.1,1,q1_q17_dr25_tce,5155,4.523,0.836,292.35394,46.22628,15.623
1015,CANDIDATE,1,16.00460392,140.47981,0.49,3.9475,831.9,2.24,583,27.41,34.3,1,q1_q17_dr25_tce,5180,4.597,0.769,288.23666,46.605919,15.554
1016,FALSE POSITIVE,0,3.55650737,133.51831,0.01,8.545,293.6,3.05,1405,918.25,77.1,1,q1_q17_dr25_tce,4951,3.876,1.843,297.12186,46.221909,14.118
1017,CONFIRMED,1,3.148661555,356.93612,0.652,2.1978,550.5,2.15,1097,342.76,35.3,1,q1_q17_dr25_tce,5258,4.458,0.873,297.77927,46.492741,15.297
1018,FALSE POSITIVE,0,0.70544824,133.807063,1.2,2.9423,462.4,20.03,1868,2899.07,118.2,1,q1_q17_dr25_tce,5717,4.564,0.826,289.95078,50.657249,14.351
1019,CONFIRMED,1,3.295701024,133.966333,0.267,1.8268,1745.7,2.81,875,138.38,114.7,1,q1_q17_dr25_tce,4723,4.628,0.691,294.44177,40.55759,14.84
1020,CONFIRMED,1,9.65349016,134.85555,0.149,2.9029,1308.6,2.41,611,32.98,63.1,2,q1_q17_dr25_tce,4723,4.628,0.691,294.44177,40.55759,14.84
1021,CONFIRMED,1,5.315954488,132.43002,0.718,1.1165,965.9,2.33,746,73.19,37.7,3,q1_q17_dr25_tce,4723,4.628,0.691,294.44177,40.55759,14.84
1022,CONFIRMED,1,10.04556377,129.09371,0.075,3.2027,671.4,2.19,766,81.61,66.5,1,q1_q17_dr25_tce,5632,4.554,0.853,284.39429,46.249081,13.024
1023,CONFIRMED,1,1.499144441,133.07022,0.331,1.4259,258.9,1.09,1137,395.06,22.2,4,q1_q17_dr25_tce,4723,4.628,0.691,294.44177,40.55759,14.84
1024,CONFIRMED,1,5.082748362,133.21176,0.063,1.7732,276.7,1.4,928,175.06,40.9,1,q1_q17_dr25_tce,5430,4.555,0.858,290.05112,46.713371,13.984
1025,FALSE POSITIVE,0,5.00673576,134.54239,0.599,1.9398,191.2,2,1324,726.94,26.6,1,q1_q17_dr25_tce,6116,4.158,1.383,298.96255,40.630661,13.518
1026,CONFIRMED,1,9.17617167,138.71393,0.107,4.2642,206.9,1.66,960,200.99,34.3,1,q1_q17_dr25_tce,5903,4.3,1.156,282.06128,47.085491,13.797
1027,CONFIRMED,1,19.7383992,133.28544,0.732,4.894,168.1,1.61,744,72.32,20.3,2,q1_q17_dr25_tce,5903,4.3,1.156,282.06128,47.085491,13.797
1028,CONFIRMED,1,41.6980186,169.57548,0.002,5.7047,440.8,2.03,537,19.61,43.4,1,q1_q17_dr25_tce,5997,4.466,0.971,291.40555,40.125488,13.956
1029,CANDIDATE,1,59.6585348,168.08764,0.956,5.514,1043.8,3.59,393,5.66,21.2,1,q1_q17_dr25_tce,5243,4.547,0.831,293.64417,46.989761,15.742
1030,CONFIRMED,1,52.6298542,155.61064,0.311,6.118,675.8,3.68,544,20.65,27.2,1,q1_q17_dr25_tce,5339,4.096,1.433,294.78915,46.98399,15.004
1031,CONFIRMED,1,10.290994129,137.0220594,0.049,4.28889,9655.7,13.43,996,233.08,1245.7,1,q1_q17_dr25_tce,5803,4.134,1.373,288.25458,43.704868,14.221
1032,CONFIRMED,1,14.8783945,142.96841,0.749,7.491,322.8,1.63,692,54.19,22.9,1,q1_q17_dr25_tce,5822,4.557,0.837,293.8656,47.026829,15.534
1033,CONFIRMED,1,59.6222627,138.13805,0.873,6.888,993.4,3.63,486,13.23,31.9,1,q1_q17_dr25_tce,6108,4.471,0.997,294.2413,47.275982,15.517
1034,FALSE POSITIVE,0,4.9883873,358.23526,0.944,9.059,507.6,3.28,1236,550.52,42.4,1,q1_q17_dr25_tce,6418,4.395,1.171,296.4418,46.616711,15.447
1035,CANDIDATE,1,8.19596647,136.68736,0.252,2.824,792.8,2.04,672,48.2,20.2,1,q1_q17_dr25_tce,4723,4.557,0.747,295.45715,50.077171,15.858
1036,CONFIRMED,1,15.59466045,137.5636,0.266,5.0478,867.7,2.74,718,62.88,49.2,1,q1_q17_dr25_tce,5900,4.5,0.929,297.66452,43.248959,15.43
1037,CONFIRMED,1,56.35407916,144.83768,0.835,3.4449,1037,2.59,352,3.63,59.4,1,q1_q17_dr25_tce,4802,4.582,0.701,296.82291,48.107552,13.779
1038,FALSE POSITIVE,0,36.12895451,388.551318,1.474,2.2348,3758.6,53.72,546,21.05,66.3,1,q1_q17_dr25_tce,5921,4.484,0.912,289.60678,39.938332,15.6
1039,FALSE POSITIVE,0,32.50456309,365.358295,0.927,2.4657,7589.6,10.68,591,28.8,148.1,1,q1_q17_dr25_tce,6132,4.479,0.947,295.04639,46.97459,15.134
1040,FALSE POSITIVE,0,1.332560589,133.38311,0.009,4.2427,566.6,1.4,1086,330.32,108.8,1,q1_q17_dr25_tce,4489,4.662,0.609,295.18561,46.786709,15.036
1041,FALSE POSITIVE,0,31.56904354,158.29983,0.985,2.6364,4229.4,11.18,575,25.83,113.6,1,q1_q17_dr25_tce,5654,4.387,0.998,297.41965,43.876579,15.042
1042,FALSE POSITIVE,0,9.08590495,182.08162,0.978,2.0718,2121.3,6.28,861,130.1,50.5,1,q1_q17_dr25_tce,5931,4.479,0.866,296.03342,40.019611,15.549
1043,FALSE POSITIVE,0,0.784512952,355.57263,1.234,2.4623,586,25.48,1952,3432.93,44.4,1,q1_q17_dr25_tce,5997,4.522,0.904,299.556,40.456551,15.59
1044,FALSE POSITIVE,0,0.883778461,133.60599,0.605,1.6339,120.1,1.09,1934,3316.4,31.7,1,q1_q17_dr25_tce,5975,4.453,0.949,298.3949,40.62891,14.063
1045,CONFIRMED,1,2.465024332,132.68122,0.548,1.262,30.7,0.69,1561,1406.11,23.2,1,q1_q17_dr25_tce,6139,4.291,1.194,284.78619,48.423229,8.769
1046,CONFIRMED,1,15.86624787,141.08734,0.858,4.25,77.3,1.31,879,141.18,28.4,1,q1_q17_dr25_tce,6099,4.193,1.308,285.47659,41.632717,11.049
1047,FALSE POSITIVE,0,4.288515468,121.97268,1.283,2.2959,3456.7,76.51,1722,2081.57,292.1,1,q1_q17_dr25_tce,6378,3.878,2.002,284.73859,47.169628,13.396
1048,CONFIRMED,1,3.797018259,133.508776,0.321,2.2608,14431,10.07,982,219.64,1549,1,q1_q17_dr25_tce,5167,4.527,0.848,290.35803,40.567741,14.741
1049,CONFIRMED,1,1.340596782,132.24549,0.007,1.6484,107.5,1.16,1783,2393.35,37.6,1,q1_q17_dr25_tce,5992,4.385,1.125,295.32251,39.376492,11.524
1050,CONFIRMED,1,17.42393582,148.82614,0.927,4.929,770.9,3.29,722,64.13,33.2,1,q1_q17_dr25_tce,6018,4.46,0.969,294.32635,47.217609,15.601
1051,CONFIRMED,1,9.8786461,138.41159,0.019,1.8915,1472.7,1.6,393,5.65,49.2,1,q1_q17_dr25_tce,3609,4.843,0.422,283.62885,48.391003,13.496
1052,CONFIRMED,1,44.96407458,144.56002,0.11,4.981,811.6,2,379,4.89,88,1,q1_q17_dr25_tce,4827,4.615,0.729,294.95511,44.149818,13.054
1053,CONFIRMED,1,49.7700907,159.98658,0.655,10.065,3529.2,5.12,455,10.16,109.8,1,q1_q17_dr25_tce,5774,4.567,0.818,284.27396,41.535019,15.64
1054,CANDIDATE,1,12.7319385,138.73144,1.278,4.4157,11449,70.11,1145,405.75,69.9,1,q1_q17_dr25_tce,7238,4.221,1.568,295.21661,50.084332,12.087
1055,FALSE POSITIVE,0,0.520222869,178.14846,0.562,1.2216,269.5,1.52,2145,5038.49,28.9,1,q1_q17_dr25_tce,5776,4.527,0.889,297.04651,49.97039,15.632
1056,CONFIRMED,1,5.83376197,138.74892,0.742,3.9988,532.9,2.98,1143,403.49,36.6,1,q1_q17_dr25_tce,6213,4.387,1.195,285.0571,46.320679,15.776
1057,CANDIDATE,1,2.42150341,133.83517,0.55,2.965,171.5,1.62,1532,1305.04,15.8,2,q1_q17_dr25_tce,6213,4.387,1.195,285.0571,46.320679,15.776
1058,CONFIRMED,1,14.16400071,140.58934,0.027,4.3031,728.1,2.35,694,54.95,71.5,1,q1_q17_dr25_tce,5440,4.438,0.885,297.72427,43.527431,14.48
1059,CANDIDATE,1,6.20920207,136.87938,0.272,2.637,101.9,0.89,914,164.98,12.1,2,q1_q17_dr25_tce,5440,4.438,0.885,297.72427,43.527431,14.48
1060,CONFIRMED,1,5.48711441,356.0773,0.812,2.93,1328.6,3.24,836,115.29,51.9,1,q1_q17_dr25_tce,5103,4.562,0.787,299.22433,40.343182,15.812
