"rowid","kepid","koi_disposition","koi_period","koi_time0bk","koi_impact","koi_duration","koi_depth","koi_prad","koi_teq","koi_insol","koi_model_snr","koi_tce_plnt_num","koi_tce_delivname","koi_steff","koi_slogg","koi_srad","ra","dec","koi_kepmag","predict","p0","p1"
807,4274548,"CANDIDATE",6.800820320000001,359.17999,0.597,1.9883000000000002,699.9000000000001,1.8800000000000001,697,55.83,25.5,1,"q1_q17_dr25_tce",4805,4.633,0.6880000000000001,294.50842,39.398682,15.238,"1",0.3527024221202314,0.6472975778797686
816,11336883,"CANDIDATE",54.325573999999996,142.236,0.154,9.860000000000001,44.2,0.76,545,20.85,7.7,,,6343,4.4110000000000005,1.137,283.9368,49.110329,12.32,"1",0.09614209092353221,0.9038579090764678
817,11336883,"CANDIDATE",20.01959599,150.8362184,,7.000000000000001,,,,,,,,,,,283.9368,49.110329,12.32,"0",0.9810644364735965,0.01893556352640345
821,9705459,"CANDIDATE",2.4865861700000003,134.110364,0.079,2.7189,42122.0,24.39,1461,1077.69,91.60000000000001,1,"q1_q17_dr25_tce",5892,4.3500000000000005,1.198,289.80521000000005,46.491710999999995,15.418000000000001,"0",0.9948792993378697,0.0051207006621303295
825,8631160,"CANDIDATE",162.0479502,278.88057299999997,0.663,9.897400000000001,4840.5,11.52,437,8.65,370.20000000000005,1,"q1_q17_dr25_tce",6309,4.16,1.567,294.26550000000003,44.7943,13.632,"0",0.6980770665809652,0.30192293341903476
838,9202151,"CANDIDATE",1.694740233,355.35754299999996,0.671,1.6864000000000001,1446.8000000000002,2.12,797,95.14,92.30000000000001,1,"q1_q17_dr25_tce",3764,4.739,0.527,283.55554,45.614262,15.804,"1",0.19975634853034785,0.8002436514696522
846,8804283,"CANDIDATE",22.79020351,138.68515,0.036000000000000004,5.0394000000000005,617.9000000000001,2.57,634,38.27,47.7,1,"q1_q17_dr25_tce",5478,4.354,1.053,285.03610000000003,45.071059999999996,14.766,"1",0.06822885973307513,0.9317711402669249
847,8804283,"CANDIDATE",13.26079792,139.09879999999998,0.22,3.9120000000000004,199.4,1.47,760,78.79,17.6,2,"q1_q17_dr25_tce",5478,4.354,1.053,285.03610000000003,45.071059999999996,14.766,"1",0.056328826384048125,0.9436711736159519
853,4077526,"CANDIDATE",4.45814897,134.39742999999999,0.754,2.8670000000000004,188.10000000000002,1.61,1212,511.6,14.3,4,"q1_q17_dr25_tce",6100,4.376,1.083,296.35867,39.115189,14.82,"1",0.3621682292263585,0.6378317707736415
855,8935810,"CANDIDATE",6.230334999999999,181.29566,0.808,1.6493000000000002,1449.2,3.7,875,138.33,31.6,1,"q1_q17_dr25_tce",5477,4.557,0.865,284.20966000000004,45.25808,15.977,"1",0.3308315275432592,0.6691684724567408
859,9427402,"CANDIDATE",6.247030799,356.90972,0.039,1.4848000000000001,1496.6000000000001,1.8900000000000001,512,16.23,44.800000000000004,1,"q1_q17_dr25_tce",3821,4.764,0.487,299.6777,45.972328,15.369,"1",0.13218167423847493,0.8678183257615251
861,3962440,"CANDIDATE",700.00298217,249.44205,0.14300000000000002,7.652500000000001,3245.9,6.43,238,0.76,60.300000000000004,,,6487,4.397,1.118,293.61877000000004,39.022572,13.594,"0",0.9992516423704586,7.483576295413511E-4
862,3534076,"CANDIDATE",272.08683529999996,378.13721,0.3629,2.7145,5572.0,5.95,251,0.93,21.5,,,5587,4.548,0.791,288.31436,38.693290999999995,15.166,"0",0.7760773431838518,0.22392265681614817
874,4466677,"CANDIDATE",42.0370662,178.25006,0.672,6.282000000000001,266.8,1.6600000000000001,527,18.16,14.700000000000001,2,"q1_q17_dr25_tce",5823,4.4270000000000005,0.96,292.27612000000005,39.550179,14.609,"1",0.2717206915854976,0.7282793084145024
875,4466677,"CANDIDATE",21.0112068,132.6336,0.8530000000000001,4.507000000000001,163.60000000000002,1.4000000000000001,663,45.79,10.200000000000001,3,"q1_q17_dr25_tce",5823,4.4270000000000005,0.96,292.27612000000005,39.550179,14.609,"1",0.21290703997695537,0.7870929600230446
877,9269281,"CANDIDATE",5.82348911,354.99602,0.877,2.2441,888.7,3.0,955,196.33,38.1,1,"q1_q17_dr25_tce",5774,4.526,0.864,285.96786000000003,45.739070999999996,15.898,"1",0.3442697798726375,0.6557302201273625
878,9100484,"CANDIDATE",8.75059775,358.24233,0.33,2.8288,881.9000000000001,2.27,682,51.0,28.3,1,"q1_q17_dr25_tce",4942,4.599,0.779,295.76083,45.45739,15.92,"1",0.2185446317275671,0.7814553682724329
892,8742590,"CANDIDATE",49.4781446,141.82465,0.048,2.4930000000000003,496.6,1.8800000000000001,462,10.73,20.400000000000002,1,"q1_q17_dr25_tce",5776,4.554,0.849,286.96683,44.992489,14.427,"1",0.07741140882647268,0.9225885911735273
904,9150827,"CANDIDATE",14.53410833,145.42642999999998,0.766,3.3094,510.6,1.36,420,7.34,32.5,1,"q1_q17_dr25_tce",3957,4.6930000000000005,0.553,290.29456000000005,45.564609999999995,14.688,"1",0.21309910389752218,0.7869008961024778
940,6631721,"CANDIDATE",13.73808249,134.43787,0.9570000000000001,3.354,660.7,3.84,912,163.52,68.4,1,"q1_q17_dr25_tce",6375,4.292,1.178,298.18362,42.01313,13.805,"0",0.6449360486201658,0.35506395137983415
962,10971674,"CANDIDATE",2.3808626320000004,135.32521169999998,0.664,4.204160000000001,32634.0,21.650000000000002,1480,1133.0,2590.6000000000004,1,"q1_q17_dr25_tce",5821,4.297,1.129,289.79077,48.448139,13.802,"0",0.8733408844817672,0.1266591155182329
965,7363829,"CANDIDATE",384.02570682,335.816169,,14.56,,,,,,,,,,,292.11990000000003,42.931678999999995,15.206,"0",0.9999806864892813,1.9313510718683994E-5
966,6719086,"CANDIDATE",3.014330766,357.37948,0.01,2.4747000000000003,975.3000000000001,2.87,1124,377.79,57.300000000000004,1,"q1_q17_dr25_tce",5209,4.446,0.9530000000000001,298.45953000000003,42.187431,15.673,"1",0.3709367580536931,0.6290632419463069
967,7376983,"CANDIDATE",5.644914154,356.73699,0.445,2.2599,1397.9,2.66,744,72.38,63.900000000000006,1,"q1_q17_dr25_tce",4769,4.622,0.714,295.82550000000003,42.94339,15.505,"1",0.3105981423227848,0.6894018576772152
970,11026304,"CANDIDATE",13.35151248,363.08674199999996,0.5730000000000001,3.6045000000000003,3308.8,4.44,585,27.77,107.9,1,"q1_q17_dr25_tce",4843,4.562,0.754,290.1127,48.577782,15.825000000000001,"1",0.17043485043591688,0.8295651495640831
971,11342550,"CANDIDATE",1693.6636225,524.27995,0.5283,22.604000000000003,9515.300000000001,10.23,157,0.14,122.80000000000001,,,5923,4.445,1.0210000000000001,287.65045000000003,49.156051999999995,15.305,"0",0.999999999775775,2.2422499250297815E-10
984,7376983,"CANDIDATE",8.74292005,358.59286,0.025,2.6277000000000004,779.5,1.92,643,40.33,30.700000000000003,2,"q1_q17_dr25_tce",4769,4.622,0.714,295.82550000000003,42.94339,15.505,"1",0.08466038829794253,0.9153396117020575
985,7376983,"CANDIDATE",3.64830183,355.39128,0.063,1.9985000000000002,371.70000000000005,1.33,860,129.44,19.900000000000002,3,"q1_q17_dr25_tce",4769,4.622,0.714,295.82550000000003,42.94339,15.505,"1",0.07836125737610566,0.9216387426238943
986,7376983,"CANDIDATE",2.345863002,354.11185,0.035,1.6795000000000002,316.70000000000005,1.23,997,233.38,19.6,4,"q1_q17_dr25_tce",4769,4.622,0.714,295.82550000000003,42.94339,15.505,"1",0.05864951128019735,0.9413504887198026
987,6946199,"CANDIDATE",37.1011418,370.4803,0.41000000000000003,5.5556,1357.5,3.19,532,18.95,55.2,2,"q1_q17_dr25_tce",5986,4.527,0.85,291.02069,42.46244,15.229000000000001,"1",0.13455441443535388,0.8654455855646461
988,6946199,"CANDIDATE",104.8205868,374.83153999999996,0.918,4.4794,3920.1000000000004,6.45,376,4.74,76.60000000000001,1,"q1_q17_dr25_tce",5986,4.527,0.85,291.02069,42.46244,15.229000000000001,"1",0.5678754611823573,0.43212453881764273
1003,10867062,"CANDIDATE",34.296636299999996,143.66728,0.7110000000000001,19.718,696.6,3.29,584,27.6,66.7,1,"q1_q17_dr25_tce",5490,4.263,1.167,294.23007,48.204479,14.965,"0",0.6512916893262539,0.3487083106737461
1005,4860678,"CANDIDATE",9.97716876,137.2361,0.002,5.908,252.9,2.5300000000000002,1028,263.89,21.8,1,"q1_q17_dr25_tce",5557,4.037,1.616,297.79691,39.921371,14.943,"1",0.3457294666478219,0.6542705333521781
1010,9836959,"CANDIDATE",105.0145774,228.94455,0.9540000000000001,7.426000000000001,296.0,2.29,406,6.44,33.9,1,"q1_q17_dr25_tce",5868,4.363,1.042,294.27728,46.675281999999996,12.9,"1",0.5083272649465178,0.49167273505348225
1015,9823487,"CANDIDATE",16.00460392,140.47981,0.49000000000000005,3.9475000000000002,831.9000000000001,2.24,583,27.41,34.300000000000004,1,"q1_q17_dr25_tce",5180,4.597,0.769,288.23666000000003,46.605919,15.554,"1",0.18684441237983673,0.8131555876201633
1029,10015937,"CANDIDATE",59.6585348,168.08764,0.9560000000000001,5.514,1043.8,3.59,393,5.66,21.200000000000003,1,"q1_q17_dr25_tce",5243,4.547,0.8310000000000001,293.64417000000003,46.989760999999994,15.742,"1",0.47398132633269796,0.526018673667302
1035,11821363,"CANDIDATE",8.19596647,136.68735999999998,0.252,2.8240000000000003,792.8000000000001,2.04,672,48.2,20.200000000000003,1,"q1_q17_dr25_tce",4723,4.557,0.747,295.45715,50.077171,15.858,"1",0.17099206175039416,0.8290079382496058
1054,11820830,"CANDIDATE",12.7319385,138.73144,1.278,4.4157,11449.0,70.11,1145,405.75,69.9,1,"q1_q17_dr25_tce",7238,4.221,1.568,295.21661,50.084331999999996,12.087,"0",0.9288821458093877,0.07111785419061228
1057,9636135,"CANDIDATE",2.42150341,133.83517,0.55,2.9650000000000003,171.5,1.62,1532,1305.04,15.8,2,"q1_q17_dr25_tce",6213,4.3870000000000005,1.195,285.05710000000005,46.320679,15.776,"1",0.4800664870827185,0.5199335129172815
1059,7841925,"CANDIDATE",6.20920207,136.87938,0.272,2.637,101.9,0.89,914,164.98,12.100000000000001,2,"q1_q17_dr25_tce",5440,4.438,0.885,297.72427000000005,43.527431,14.48,"1",0.22053348903363945,0.7794665109663605
1062,5219234,"CANDIDATE",3.20539622,354.63068999999996,0.512,2.1430000000000002,453.6,1.7,1000,236.11,20.6,3,"q1_q17_dr25_tce",5103,4.562,0.787,299.22433,40.343182,15.812000000000001,"1",0.2923736550719779,0.7076263449280221
1064,6470149,"CANDIDATE",165.739861,214.039466,0.263,24.939300000000003,7343.400000000001,57.54,692,54.1,527.8000000000001,1,"q1_q17_dr25_tce",5019,2.99,6.836,298.94815,41.812149,12.263,"0",0.9812238890941776,0.0187761109058224
1068,4276716,"CANDIDATE",20.6654374,132.01229,0.05,3.172,100.4,0.66,487,13.35,13.600000000000001,1,"q1_q17_dr25_tce",4830,4.605,0.676,294.99023,39.346378,11.759,"1",0.13631562607737524,0.8636843739226248
1070,7287683,"CANDIDATE",69.8347983,168.78436,0.672,8.262,266.6,3.5100000000000002,765,80.97,46.800000000000004,1,"q1_q17_dr25_tce",7732,4.075,2.0220000000000002,293.54889000000003,42.888859,12.02,"1",0.573036274300921,0.4269637256990791
1072,8266276,"CANDIDATE",2.59488443,132.75657999999999,0.885,1.6840000000000002,592.2,2.36,1014,249.92000000000002,14.9,1,"q1_q17_dr25_tce",4748,4.526,0.797,301.46930000000003,44.159648999999995,15.72,"0",0.7604333280099095,0.2395666719900905
1086,6543893,"CANDIDATE",5.93919041,353.75536999999997,0.10700000000000001,2.285,424.5,3.7,1357,801.9200000000001,15.9,2,"q1_q17_dr25_tce",6068,4.04,1.797,297.58313000000004,41.952431,15.767,"1",0.2936151100713691,0.7063848899286309
1090,4365645,"CANDIDATE",4.16787814,135.28333999999998,0.168,2.2136,168.10000000000002,1.07,962,202.48000000000002,32.9,1,"q1_q17_dr25_tce",5251,4.541,0.847,291.74838,39.44688,13.293000000000001,"1",0.30397915702349987,0.6960208429765001
1091,7199906,"CANDIDATE",220.65651253000001,172.4278591,,7.82,,,,,,,,,,,291.65009000000003,42.700779,15.129,"0",0.9996918365419802,3.0816345801972303E-4
1093,7032421,"CANDIDATE",20.55848388,133.00401,1.334,1.449,677.3000000000001,36.9,624,35.76,20.8,1,"q1_q17_dr25_tce",5578,4.484,0.936,291.41833,42.579819,14.792,"1",0.5590830282240956,0.4409169717759044
1106,9017682,"CANDIDATE",11.30507984,138.13638,0.195,3.9890000000000003,278.40000000000003,1.4000000000000001,744,72.67,19.5,1,"q1_q17_dr25_tce",5705,4.556,0.844,290.25964000000005,45.388408999999996,15.152000000000001,"1",0.1878520924980176,0.8121479075019824
1110,10749128,"CANDIDATE",9.9824036,133.44854999999998,0.8093,1.09,83.9,1.17,966,205.65,5.4,,,6273,4.364,1.139,297.90045000000003,48.094699999999996,13.538,"1",0.43297029546531174,0.5670297045346883
1111,11904734,"CANDIDATE",12.681733929,132.68251899999998,0.929,1.6866,5879.1,7.25,601,30.84,102.80000000000001,1,"q1_q17_dr25_tce",4976,4.577,0.7010000000000001,286.05280000000005,50.256592,15.303,"1",0.2844730209577637,0.7155269790422363
1116,11870545,"CANDIDATE",0.839961456,178.35399999999998,0.548,1.3008000000000002,492.90000000000003,1.6300000000000001,1455,1066.3700000000001,35.1,1,"q1_q17_dr25_tce",4932,4.618,0.718,295.08423000000005,50.114608999999994,15.929,"0",0.7167497371599727,0.28325026284002736
1121,5376836,"CANDIDATE",3.4794256380000004,136.797172,0.612,3.4479,19550.0,12.86,1166,435.85,123.30000000000001,1,"q1_q17_dr25_tce",5907,4.519,0.878,295.67130000000003,40.59906,14.041,"0",0.9679912364424541,0.03200876355754592
1124,5031857,"CANDIDATE",24.81097206,156.506971,0.039,3.2245000000000004,2090.8,4.22,631,37.43,123.9,1,"q1_q17_dr25_tce",6086,4.511,0.921,296.84616,40.138611,14.373000000000001,"1",0.2541065649426596,0.7458934350573404
1125,5031857,"CANDIDATE",7.136921999999999,131.75316999999998,0.07200000000000001,2.8005000000000004,221.60000000000002,1.3800000000000001,956,197.05,23.700000000000003,2,"q1_q17_dr25_tce",6086,4.511,0.921,296.84616,40.138611,14.373000000000001,"1",0.2567437538903099,0.7432562461096901
1129,11046025,"CANDIDATE",3.72020708,133.41684,0.341,1.8920000000000001,156.9,0.99,954,195.70000000000002,15.0,1,"q1_q17_dr25_tce",5017,4.516,0.797,298.46579,48.55941,14.293000000000001,"1",0.3333855525081222,0.6666144474918778
1134,8651389,"CANDIDATE",15.13590453,146.58371,0.46,2.236,255.70000000000002,2.57,933,179.16,19.8,1,"q1_q17_dr25_tce",6050,4.1370000000000005,1.572,299.95721000000003,44.771888999999994,13.964,"1",0.3744357885412378,0.6255642114587622
1142,10028792,"CANDIDATE",5.83393857,132.63425999999998,0.398,4.581300000000001,134.4,1.98,1285,642.83,17.6,3,"q1_q17_dr25_tce",5597,3.963,1.699,297.91687,46.965129999999995,14.6,"1",0.21367325396829884,0.7863267460317012
1147,11153121,"CANDIDATE",6.33027476,133.86213,0.32880000000000004,3.6700000000000004,89.2,1.02,1046,283.31,9.8,3,"q1_q17_dr24_tce",5900,4.363,1.07,298.29495000000003,48.775459,14.167,"0",0.8893924781268869,0.11060752187311304
1148,11177543,"CANDIDATE",38.3262237,142.08401,0.9630000000000001,3.0730000000000004,392.1,2.43,480,12.56,15.0,1,"q1_q17_dr25_tce",5229,4.441,0.903,284.13263,48.825119,14.31,"1",0.15008412635089352,0.8499158736491065
1149,11337141,"CANDIDATE",4.04355245,131.62995,0.9840000000000001,1.965,416.20000000000005,1.75,613,33.34,21.200000000000003,1,"q1_q17_dr25_tce",3871,4.744,0.532,284.13287,49.142609,14.963000000000001,"1",0.21926885310152944,0.7807311468984706
1150,6705142,"CANDIDATE",5.59728249,131.86708,0.47300000000000003,1.7950000000000002,1407.3000000000002,3.2800000000000002,930,176.53,30.8,1,"q1_q17_dr25_tce",5610,4.551,0.858,295.43436,42.166320999999996,15.969000000000001,"1",0.5263175352576412,0.4736824647423588
1153,4067336,"CANDIDATE",10.12742274,135.26504,0.6960000000000001,1.2762,933.5,3.8000000000000003,969,208.77,19.5,1,"q1_q17_dr25_tce",6392,4.399,1.162,294.14682000000005,39.12706,15.623000000000001,"1",0.6021503096206999,0.39784969037930007
1159,6803202,"CANDIDATE",21.06075303,143.59983,0.17600000000000002,5.2472,301.2,1.78,669,47.39,54.400000000000006,1,"q1_q17_dr25_tce",5706,4.382,1.034,298.17722000000003,42.237041,13.182,"1",0.2507814572549586,0.7492185427450414
1162,5299459,"CANDIDATE",23.3397956,146.3627,0.4757,1.9230000000000003,125.10000000000001,1.23,653,43.02,4.5,,,5671,4.36,1.084,297.79514,40.417708999999995,14.072000000000001,"1",0.28081650978348927,0.7191834902165107
1170,4471747,"CANDIDATE",51.3901452,145.3192,0.9460000000000001,5.995,494.0,3.62,570,24.98,15.4,1,"q1_q17_dr25_tce",6074,4.284,1.292,293.62592,39.50631,15.030000000000001,"1",0.5935134211671459,0.4064865788328541
1182,7939330,"CANDIDATE",29.542256599999998,137.57837,0.9590000000000001,13.902000000000001,879.9000000000001,3.15,515,16.56,39.5,1,"q1_q17_dr25_tce",5510,4.572,0.803,282.43918,43.734482,15.481,"1",0.5367929440982248,0.46320705590177524
1184,4918309,"CANDIDATE",186.4361811,146.91825,0.921,5.774000000000001,4347.0,11.32,353,3.66,66.5,1,"q1_q17_dr25_tce",5393,4.132,1.37,290.12857,40.021831999999996,15.402000000000001,"0",0.7919235055040603,0.20807649449593962
1188,4650733,"CANDIDATE",29.539089699999998,143.91607,0.21300000000000002,4.139,403.3,2.5100000000000002,714,61.49,18.8,1,"q1_q17_dr25_tce",6572,4.365,1.238,290.49316000000005,39.785519,15.111,"1",0.2520722052998102,0.7479277947001898
1189,4830605,"CANDIDATE",35.6364022,164.17496,0.654,4.888000000000001,452.6,1.99,537,19.62,15.700000000000001,1,"q1_q17_dr25_tce",5926,4.532,0.887,290.24103,39.96801,15.614,"1",0.38451520341813616,0.6154847965818638
1191,12120943,"CANDIDATE",8.98128472,354.83042,0.29400000000000004,5.039700000000001,4924.0,7.19,898,153.36,76.60000000000001,1,"q1_q17_dr25_tce",5977,4.473,1.022,296.57153000000005,50.677848999999995,15.703000000000001,"1",0.3843344233871371,0.6156655766128629
1196,7768451,"CANDIDATE",192.667139,162.87962,0.911,5.4430000000000005,1148.3,3.64,283,1.52,26.0,1,"q1_q17_dr25_tce",5401,4.487,0.878,296.67130000000003,43.49839,14.879,"0",0.8356039406700247,0.16439605932997528
1207,4932442,"CANDIDATE",5.91393977,137.17182,0.0896,0.562,84.0,1.07,1112,361.0,2.8000000000000003,,,6194,4.415,1.129,294.17108,40.055167999999995,14.042,"1",0.3201321739506582,0.6798678260493418
1210,5360920,"CANDIDATE",14.62399621,144.45526999999998,1.209,2.193,1082.0,21.92,681,50.910000000000004,25.0,1,"q1_q17_dr25_tce",5753,4.57,0.8150000000000001,291.33719,40.558201,15.789,"0",0.6378944887901733,0.3621055112098267
1214,9512981,"CANDIDATE",281.56288889999996,357.99657099999996,0.0,8.853000000000002,21012.0,10.83,214,0.49,237.10000000000002,1,"q1_q17_dr25_tce",4810,4.5360000000000005,0.776,284.84988000000004,46.13895,15.962,"0",0.9268222955747966,0.07317770442520342
1227,5972334,"CANDIDATE",2.4184068410000004,132.505587,0.018000000000000002,2.0744000000000002,665.4000000000001,2.25,1226,535.84,69.10000000000001,2,"q1_q17_dr25_tce",5422,4.484,0.887,295.28723,41.221958,14.991,"1",0.3203176643211121,0.6796823356788879
1228,5526717,"CANDIDATE",8.51170088,131.7557438,,2.9000000000000004,,,,,,,,,,,289.67935,40.700458999999995,14.279,"0",0.9900042233441311,0.009995776655868973
1230,5531953,"CANDIDATE",6.93910337,138.33927,0.9660000000000001,2.9770000000000003,614.7,1.41,445,9.28,22.900000000000002,1,"q1_q17_dr25_tce",3638,4.844,0.42,291.285,40.730049,15.855,"1",0.4644110861219629,0.5355889138780371
1235,9480310,"CANDIDATE",15.434009960000001,363.29494,0.7070000000000001,4.2572,1785.9,4.3,721,63.79,59.7,1,"q1_q17_dr25_tce",5900,4.509,0.9510000000000001,297.35233000000005,46.09594,15.703000000000001,"1",0.43761794604460014,0.5623820539553999
1240,9872292,"CANDIDATE",10.19154678,136.69755,0.659,6.165000000000001,61.300000000000004,1.3900000000000001,1144,404.17,27.6,1,"q1_q17_dr25_tce",6212,4.049,1.684,281.46173000000005,46.789894,11.74,"1",0.22674309565886785,0.7732569043411321
1242,8081482,"CANDIDATE",2.819453322,133.870141,0.532,4.4127,71867.0,29.8,1357,803.4,202.0,1,"q1_q17_dr25_tce",5767,4.33,1.074,284.66400000000004,43.98502,14.569,"0",0.9999108535955321,8.914640446784343E-5
1243,5542466,"CANDIDATE",12.89006728,201.22988999999998,0.082,3.555,602.5,1.93,620,34.99,23.6,1,"q1_q17_dr25_tce",4915,4.5120000000000005,0.812,294.36487,40.720879,15.674,"1",0.17959783770478577,0.8204021622952142
1245,5542466,"CANDIDATE",2.35574505,177.88824,0.5,1.796,266.90000000000003,1.34,1093,338.40000000000003,17.0,2,"q1_q17_dr25_tce",4915,4.5120000000000005,0.812,294.36487,40.720879,15.674,"1",0.40854487209534096,0.591455127904659
1246,5542466,"CANDIDATE",4.7466612800000005,134.63783999999998,0.441,2.093,256.8,1.3,865,132.4,12.5,3,"q1_q17_dr25_tce",4915,4.5120000000000005,0.812,294.36487,40.720879,15.674,"1",0.1681943293632422,0.8318056706367578
1247,10028140,"CANDIDATE",19.65639342,140.29936999999998,0.9550000000000001,3.2260000000000004,843.2,2.83,549,21.5,25.5,1,"q1_q17_dr25_tce",5288,4.613,0.74,297.73984,46.94191,15.372,"1",0.4962070529899262,0.5037929470100738
1249,6049190,"CANDIDATE",70.468171,189.15822,0.031,6.6530000000000005,922.4000000000001,3.46,511,16.17,45.0,1,"q1_q17_dr25_tce",6461,4.396,1.131,293.87988,41.393822,14.811,"1",0.2647616068528761,0.7352383931471239
1255,7499398,"CANDIDATE",23.02028478,357.786124,0.794,3.5440000000000005,5077.8,7.58,604,31.400000000000002,97.2,1,"q1_q17_dr25_tce",5613,4.496,0.9560000000000001,280.36023,43.12368,15.573,"1",0.22163832355504387,0.7783616764449561
1257,4770365,"CANDIDATE",1.6093219410000001,178.94178,0.016,1.6067000000000002,728.5,1.57,958,199.28,35.300000000000004,1,"q1_q17_dr25_tce",4224,4.662,0.603,297.43039000000005,39.847839,15.937000000000001,"1",0.40940100603561025,0.5905989939643898
1258,4770365,"CANDIDATE",9.51220046,185.47893,0.133,2.9497000000000004,1169.4,1.99,530,18.66,31.900000000000002,2,"q1_q17_dr25_tce",4224,4.662,0.603,297.43039000000005,39.847839,15.937000000000001,"1",0.15390843163132617,0.8460915683686738
1259,4770365,"CANDIDATE",4.7294117700000005,132.93871,0.23600000000000002,2.234,434.3,1.22,669,47.300000000000004,14.600000000000001,3,"q1_q17_dr25_tce",4224,4.662,0.603,297.43039000000005,39.847839,15.937000000000001,"1",0.13410304908809834,0.8658969509119017
1264,4840513,"CANDIDATE",2.379282197,133.651365,0.003,3.1729000000000003,48434.0,25.740000000000002,1571,1442.19,538.0,1,"q1_q17_dr25_tce",6392,4.399,1.162,293.19507000000004,39.90728,15.189,"0",0.9987570641857462,0.0012429358142538134
1270,5972334,"CANDIDATE",0.708621057,133.36565,0.033,1.5041000000000002,187.5,1.2,1846,2741.07,30.5,3,"q1_q17_dr25_tce",5422,4.484,0.887,295.28723,41.221958,14.991,"1",0.5909986390842916,0.4090013609157084
1272,6696462,"CANDIDATE",3.403743926,137.232574,1.075,1.5017,815.9000000000001,10.77,1101,346.98,59.5,1,"q1_q17_dr25_tce",5596,4.533,0.853,293.25916,42.126629,14.98,"0",0.7607433381224784,0.23925666187752156
1274,7222086,"CANDIDATE",2.43902575,133.58473999999998,0.48300000000000004,1.1598000000000002,82.5,2.61,2307,6700.04,20.5,1,"q1_q17_dr25_tce",6546,3.817,2.7840000000000003,297.51907,42.777060999999996,11.041,"0",0.947239719766841,0.05276028023315907
1275,12406749,"CANDIDATE",56.358798699999994,222.31819,0.906,6.9270000000000005,2559.6000000000004,5.04,419,7.29,44.400000000000006,1,"q1_q17_dr25_tce",5446,4.525,0.8210000000000001,290.85413,51.222809,15.792,"1",0.3742689995065993,0.6257310004934007
1277,7811397,"CANDIDATE",169.49760849999998,228.99997,0.625,7.7700000000000005,12192.0,9.06,272,1.29,82.80000000000001,1,"q1_q17_dr25_tce",5270,4.5920000000000005,0.787,287.65396000000004,43.505717999999995,15.917,"0",0.8713991944431072,0.1286008055568928
1283,5282049,"CANDIDATE",5.910371418,360.2852478,0.065,3.8896200000000003,17219.0,12.620000000000001,1053,290.83,990.3000000000001,1,"q1_q17_dr25_tce",6200,4.488,0.9580000000000001,293.83688,40.41045,15.169,"1",0.616840293881252,0.383159706118748
